AMBH-MAX-High-Risk-x,AMBH-MAX-High-Risk-y,AMBH-MAX-Low-Risk-x,AMBH-MAX-Low-Risk-y
26.22174530834608,0.01699907356086051,25.77952084245328,0.019898947651021185
26.846344216578707,0.017310645275820945,26.3565408221532,0.020284782079578453
27.47094312481133,0.017618889236848005,26.933560801853123,0.020650321781088193
28.095542033043955,0.01791317879481685,27.510580781553042,0.02098278586799282
28.72014094127658,0.018181604093028613,28.087600761252965,0.021267780127560303
29.344739849509203,0.018411821781205366,28.664620740952884,0.021490117541433006
29.96933875774183,0.018591931020482535,29.241640720652807,0.021634915784315697
30.593937665974455,0.01871129756509452,29.818660700352726,0.02168885452749648
31.21853657420708,0.01876125445387776,30.39568068005265,0.021641442890319492
31.843135482439703,0.018735622137361584,30.97270065975257,0.02148614040110022
32.46773439067233,0.018631011016740678,31.54972063945249,0.021221192866724192
33.092333298904954,0.018446892968965335,32.126740619152415,0.02085008220742295
33.716932207137575,0.018185452647090778,32.703760598852334,0.02038153798625372
34.3415311153702,0.01785125129360318,33.28078057855225,0.01982910863614348
34.96613002360283,0.017450752932068,33.85780055825217,0.01921033441001837
35.59072893183545,0.01699177322494993,34.43482053795209,0.018545597234274264
36.21532784006808,0.016482914040243307,35.01184051765202,0.017856744044351378
36.8399267483007,0.015933041936268173,35.58886049735194,0.01716559190155062
37.464525656533326,0.015350857442784107,36.16588047705186,0.016492428591502625
38.08912456476595,0.014744586105242293,36.74290045675178,0.01585462416530431
38.71372347299857,0.014121804204887272,37.3199204364517,0.015265467506014936
39.3383223812312,0.013489394442492876,37.89694041615162,0.01473333536067579
39.96292128946382,0.012853611986165397,38.47396039585154,0.01426128542638946
40.58752019769645,0.01222023083556263,39.05098037555146,0.013847136076820319
41.21211910592907,0.0115947353129246,39.62800035525139,0.01348405143558585
41.8367180141617,0.010982521613838192,40.20502033495131,0.013161594020372085
42.461316922394325,0.010389078878233591,40.782040314651226,0.012867145017174715
43.085915830626945,0.009820126730302846,41.359060294351146,0.01258753508500103
43.71051473885957,0.009281694979473142,41.93608027405107,0.012310688595840618
44.33511364709219,0.008780139553885645,42.51310025375099,0.012027071886476629
44.95971255532482,0.00832209551818497,43.09012023345091,0.011730757225927889
45.58431146355745,0.007914372550353717,43.66714021315083,0.011419967791689453
46.20891037179007,0.007563800488191303,44.24416019285075,0.011097046830480921
46.833509280022696,0.0072770330164346,44.821180172550676,0.010767882492993644
47.458108188255316,0.0070603171058729805,45.398200152250595,0.010440902044209492
48.082707096487944,0.0069192353806084225,45.975220131950515,0.010125809831992395
48.70730600472057,0.006858428961589412,46.552240111650434,0.0098322717451458
49.33190491295319,0.006881309943248585,47.12926009135036,0.009568741080968626
49.95650382118582,0.006989775487017778,47.70628007105028,0.009341580507404976
50.58110272941844,0.007183939108239203,48.2833000507502,0.009154572192746537
51.20570163765107,0.007461898315174249,48.86032003045012,0.009008836872296054
51.830300545883695,0.007819560403990868,49.437340010150045,0.008903116637523287
52.454899454116315,0.00825054904116094,50.014359989849964,0.008834326838181913
53.07949836234894,0.00874621261705775,50.591379969549884,0.008798256129986942
53.70409727058156,0.009295750924702327,51.1683999492498,0.008790291317307167
54.32869617881419,0.009886469610053896,51.74541992894973,0.008806061341746623
54.95329508704682,0.010504162563199113,52.32243990864965,0.008841925517375459
55.57789399527944,0.01113361181818326,52.89945988834957,0.008895266831279749
56.202492903512066,0.011759183674511882,53.47647986804949,0.008964584620138546
56.82709181174469,0.012365489808747831,54.05349984774941,0.009049407214989477
57.451690719977314,0.012938074223213133,54.63051982744933,0.009150061962079523
58.07628962820994,0.013464081910142856,55.20753980714925,0.009267347622626761
58.70088853644256,0.013932863728583367,55.78455978684917,0.009402154523883767
59.32548744467519,0.014336474461050438,56.36157976654909,0.009555073759213592
59.95008635290781,0.014670027196110299,56.93859974624902,0.009726030883616068
60.57468526114044,0.014931876543117641,57.51561972594894,0.009913973836181204
61.19928416937306,0.01512361487812719,58.09263970564886,0.01011664009838258
61.823883077605686,0.015249878786776727,58.669659685348776,0.010330424188923848
62.44848198583831,0.01531797597579876,59.2466796650487,0.010550362562625839
63.073080894070934,0.015337355095354633,59.82369964474862,0.010770247546927833
63.69767980230356,0.015318951250891848,60.40071962444854,0.010982873984714784
64.32227871053618,0.015274447837038366,60.97773960414846,0.011180411223943457
64.94687761876881,0.015215500322641332,61.55475958384838,0.01135487941100438
65.57147652700144,0.015152969632099769,62.13177956354831,0.011498694207070287
66.19607543523406,0.015096211876261841,62.708799543248226,0.011605230538010512
66.82067434346668,0.015052467589186987,63.285819522948145,0.011669346857681064
67.4452732516993,0.015026387603602769,63.862839502648065,0.011687809571500085
68.06987215993193,0.015019724574313243,64.43985948234798,0.01165956467553099
68.69447106816456,0.015031209311678832,65.01687946204791,0.01158582050400656
69.31906997639719,0.015056619967593625,65.59389944174784,0.011469929739848783
69.9436688846298,0.015089040278701303,66.17091942144775,0.011317086459069274
70.56826779286243,0.015119291187926454,66.74793940114768,0.01113387959890513
71.19286670109506,0.015136509008079264,67.32495938084759,0.01092776252372849
71.81746560932768,0.015128833678725688,67.90197936054751,0.01070650545708571
72.44206451756031,0.0150841633786777,68.47899934024744,0.01047769225348327
73.06666342579292,0.014990927430369843,69.05601931994735,0.01024830721313384
73.69126233402555,0.014838828474457404,69.63303929964728,0.010024435947234163
74.31586124225818,0.014619507409477322,70.2100592793472,0.00981108255410563
74.94046015049081,0.014327090366874072,70.78707925904712,0.009612089005348148
75.56505905872343,0.013958585513741947,71.36409923874704,0.00943013502868901
76.18965796695605,0.013514108001254663,71.94111921844696,0.009266798220526212
76.81425687518868,0.012996923025414796,72.51813919814688,0.00912266189337322
77.4388557834213,0.012413308822041691,73.09515917784681,0.008997467480037092
78.06345469165393,0.011772252620158572,73.67217915754672,0.008890314002136305
78.68805359988656,0.011085002395266259,74.24919913724665,0.008799905381431952
79.31265250811917,0.010364505136083526,74.82621911694656,0.008724836192067988
79.9372514163518,0.009624767893839847,75.40323909664649,0.008663890044845702
80.56185032458443,0.008880180936497103,75.98025907634641,0.008616307159498777
81.18644923281705,0.008144842865108413,76.55727905604633,0.008581965231347667
81.81104814104968,0.007431925696433514,77.13429903574625,0.008561416400788372
82.4356470492823,0.006753113927800337,77.71131901544618,0.008555736639867743
83.06024595751492,0.006118145827692486,78.28833899514609,0.008566172158769626
83.68484486574755,0.005534478062223858,78.86535897484602,0.008593606358665034
84.30944377398018,0.005007086744138653,79.44237895454593,0.008637912777670509
84.9340426822128,0.004538409568040833,80.01939893424586,0.008697294902282065
85.55864159044542,0.004128425357752284,80.59641891394578,0.008767733580070438
86.18324049867805,0.0037748595536033504,81.1734388936457,0.008842660775338474
86.80783940691067,0.0034734973150330308,81.75045887334562,0.00891295282111958
87.4324383151433,0.0032185803519111343,82.32747885304553,0.00896729066218358
88.05703722337593,0.0030032596027557514,82.90449883274546,0.008992877012708385
88.68163613160854,0.002820073652248798,83.48151881244539,0.0089764418355221
89.30623503984117,0.0026614224470806547,84.0585387921453,0.008905419318469764
89.9308339480738,0.002520007460881092,84.63555877184523,0.008769150505678686
90.55543285630642,0.0023892129033991627,85.21257875154515,0.008559960662086244
91.18003176453905,0.0022634076723561376,85.78959873124506,0.008273979067410323
91.80463067277167,0.0021381541818367316,86.36661871094499,0.007911606530724667
92.4292295810043,0.0020103175103502635,86.9436386906449,0.007477584768917847
93.05382848923692,0.001878075925429561,87.52065867034483,0.006980673140685005
93.67842739746955,0.0017408411229700384,88.09767865004476,0.006432984134996654
94.30302630570216,0.0015991028281846266,88.67469862974467,0.005849063686546367
94.92762521393479,0.0014542171740751387,89.2517186094446,0.005244822756884458
95.55222412216742,0.0013081610853986536,89.8287385891445,0.004636432207470589
96.17682303040004,0.0011632755450932128,90.40575856884443,0.004039285358279505
96.80142193863267,0.0010220191444558038,90.98277854854436,0.0034671146232734375
97.42602084686528,0.0008867499982582635,91.55979852824427,0.002931323711055702
98.05061975509791,0.000759549423388099,92.1368185079442,0.002440568665110463
98.67521866333054,0.0006420953473394686,92.71383848764413,0.002000592876430224
99.29981757156317,0.0005355878857136854,93.29085846734404,0.0016142960840826565
99.9244164797958,0.000440724511401136,93.86787844704396,0.0012819976179042963
100.54901538802841,0.00035771821119722993,94.44489842674388,0.0010018412658792531
101.17361429626104,0.00028634928873961184,95.0219184064438,0.0007702837666180452
101.79821320449366,0.00022604012846114574,95.59893838614373,0.000582610660455708
102.42281211272629,0.00017594220110301752,96.17595836584364,0.0004334308345145152
103.04741102095892,0.0001350256380438998,96.75297834554357,0.0003171126966494816
103.67200992919153,0.00010216350833638623,97.3299983252435,0.000228138364828056
104.29660883742416,7.620514566821856e-5,97.9070183049434,0.00016136551509632072
104.92120774565679,5.60351606297968e-5,98.48403828464333,0.00011219795702957822
105.54580665388941,4.061686645275606e-5,99.06105826434325,7.667456593244929e-5
106.17040556212204,2.902055818697888e-5,99.63807824404317,5.149150722262491e-5
106.79500447035466,2.043832075361518e-5,100.2150982237431,3.397491309980544e-5
107.41960337858728,1.4187786557011417e-5,100.79211820344301,2.2020881236790025e-5
108.04420228681991,9.707567467354684e-6,101.36913818314294,1.4017623535720059e-5
108.66880119505254,6.547038250329096e-6,101.94615816284285,8.761583241302732e-6
109.29340010328517,4.3528557632885325e-6,102.52317814254278,5.3760351643506944e-6
109.91799901151778,2.854166069495845e-6,103.1001981222427,3.2375824964457623e-6
110.5425979197504,1.8479711929733633e-6,103.67721810194261,1.913366741721893e-6
111.16719682798303,1.1856680063318526e-6,104.25423808164254,1.1098450820315638e-6
111.79179573621566,7.613795306338212e-7,104.83125806134247,6.326636177069605e-7
112.41639464444829,5.02397847008118e-7,105.40827804104238,3.563860640745653e-7
113.0409935526809,3.618545151046204e-7,105.9852980207423,2.0250803171244225e-7
113.66559246091353,3.1362304671267437e-7,106.56231800044222,1.2417312972676232e-7
114.29019136914616,3.494249942367911e-7,107.13933798014214,9.619884836935267e-8
