Dataseed	minfreq	base_freq	base_freq_min	base_freq_max	fbtype	exec_max_sample_rate	exec_ignore_low_sr_samples	use_training_form	exec_n_ver_n_task_use_aug_dataset_dir_preprocess	nbands	wintime_steptime_dataset_kwargs	use_full_mfcc	test_operators	ontology	# insts (TRAIN)	# insts (TEST)	class_counts (TRAIN)	class_counts (TEST)	n_features	channel_size	T(entropy,2,0.01,0.4)train_accuracy	T(entropy,2,0.01,0.4)K	T(entropy,2,0.01,0.4)accuracy	T(entropy,2,0.01,0.4)macro_sensitivity	T(entropy,2,0.01,0.4)safe_macro_sensitivity	T(entropy,2,0.01,0.4)safe_macro_specificity	T(entropy,2,0.01,0.4)safe_macro_PPV	T(entropy,2,0.01,0.4)safe_macro_NPV	T(entropy,2,0.01,0.4)safe_macro_F1	T(entropy,2,0.01,0.4)n_nodes	T(entropy,2,0.01,0.4)t	T(entropy,2,0.01,0.4)hash	T(entropy,2,0.01,0.5)train_accuracy	T(entropy,2,0.01,0.5)K	T(entropy,2,0.01,0.5)accuracy	T(entropy,2,0.01,0.5)macro_sensitivity	T(entropy,2,0.01,0.5)safe_macro_sensitivity	T(entropy,2,0.01,0.5)safe_macro_specificity	T(entropy,2,0.01,0.5)safe_macro_PPV	T(entropy,2,0.01,0.5)safe_macro_NPV	T(entropy,2,0.01,0.5)safe_macro_F1	T(entropy,2,0.01,0.5)n_nodes	T(entropy,2,0.01,0.5)t	T(entropy,2,0.01,0.5)hash	T(entropy,2,0.01,0.6)train_accuracy	T(entropy,2,0.01,0.6)K	T(entropy,2,0.01,0.6)accuracy	T(entropy,2,0.01,0.6)macro_sensitivity	T(entropy,2,0.01,0.6)safe_macro_sensitivity	T(entropy,2,0.01,0.6)safe_macro_specificity	T(entropy,2,0.01,0.6)safe_macro_PPV	T(entropy,2,0.01,0.6)safe_macro_NPV	T(entropy,2,0.01,0.6)safe_macro_F1	T(entropy,2,0.01,0.6)n_nodes	T(entropy,2,0.01,0.6)t	T(entropy,2,0.01,0.6)hash	T(entropy,4,0.01,0.4)train_accuracy	T(entropy,4,0.01,0.4)K	T(entropy,4,0.01,0.4)accuracy	T(entropy,4,0.01,0.4)macro_sensitivity	T(entropy,4,0.01,0.4)safe_macro_sensitivity	T(entropy,4,0.01,0.4)safe_macro_specificity	T(entropy,4,0.01,0.4)safe_macro_PPV	T(entropy,4,0.01,0.4)safe_macro_NPV	T(entropy,4,0.01,0.4)safe_macro_F1	T(entropy,4,0.01,0.4)n_nodes	T(entropy,4,0.01,0.4)t	T(entropy,4,0.01,0.4)hash	T(entropy,4,0.01,0.5)train_accuracy	T(entropy,4,0.01,0.5)K	T(entropy,4,0.01,0.5)accuracy	T(entropy,4,0.01,0.5)macro_sensitivity	T(entropy,4,0.01,0.5)safe_macro_sensitivity	T(entropy,4,0.01,0.5)safe_macro_specificity	T(entropy,4,0.01,0.5)safe_macro_PPV	T(entropy,4,0.01,0.5)safe_macro_NPV	T(entropy,4,0.01,0.5)safe_macro_F1	T(entropy,4,0.01,0.5)n_nodes	T(entropy,4,0.01,0.5)t	T(entropy,4,0.01,0.5)hash	T(entropy,4,0.01,0.6)train_accuracy	T(entropy,4,0.01,0.6)K	T(entropy,4,0.01,0.6)accuracy	T(entropy,4,0.01,0.6)macro_sensitivity	T(entropy,4,0.01,0.6)safe_macro_sensitivity	T(entropy,4,0.01,0.6)safe_macro_specificity	T(entropy,4,0.01,0.6)safe_macro_PPV	T(entropy,4,0.01,0.6)safe_macro_NPV	T(entropy,4,0.01,0.6)safe_macro_F1	T(entropy,4,0.01,0.6)n_nodes	T(entropy,4,0.01,0.6)t	T(entropy,4,0.01,0.6)hash	RF(0.7,50,half,all)train_accuracy	RF(0.7,50,half,all)K	RF(0.7,50,half,all)accuracy	RF(0.7,50,half,all)macro_sensitivity	RF(0.7,50,half,all)safe_macro_sensitivity	RF(0.7,50,half,all)safe_macro_specificity	RF(0.7,50,half,all)safe_macro_PPV	RF(0.7,50,half,all)safe_macro_NPV	RF(0.7,50,half,all)safe_macro_F1	RF(0.7,50,half,all)oob_error	RF(0.7,50,half,all)n_nodes	RF(0.7,50,half,all)σ² train_accuracy	RF(0.7,50,half,all)σ² K	RF(0.7,50,half,all)σ² accuracy	RF(0.7,50,half,all)σ² macro_sensitivity	RF(0.7,50,half,all)σ² safe_macro_sensitivity	RF(0.7,50,half,all)σ² safe_macro_specificity	RF(0.7,50,half,all)σ² safe_macro_PPV	RF(0.7,50,half,all)σ² safe_macro_NPV	RF(0.7,50,half,all)σ² safe_macro_F1	RF(0.7,50,half,all)σ² oob_error	RF(0.7,50,half,all)σ² n_nodes	RF(0.7,50,half,all)t	RF(0.7,50,half,all)hash	
3	20.0	fft	200	700	semitone	8000	true	stump_with_memoization	("c",1,false,"KDD",["NG","Normalize"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	226	56	(113, 113)	(28, 28)	[60]	[(50,)]	90.71	21.43	60.71	60.71	64.29	57.14	60.0	61.54	62.07	25	70.408	a521c7fa8e92afb6d8dd44f565c3d54cc549505cdd1f5bc9923d1b6a1babfec9	88.94	25.0	62.5	62.5	67.86	57.14	61.29	64.0	64.41	23	14.282	bffc090970fcce1179be248140b6fc4a64289730c396239c4a723dfb05943204	80.53	21.43	60.71	60.71	60.71	60.71	60.71	60.71	60.71	9	13.353	9cd339bcacff9f9d7f49090e4c583d12430ba3709a80b04adc58aa7d82f5ac12	90.71	14.29	57.14	57.14	67.86	46.43	55.88	59.09	61.29	25	17.84	2fe6b8a16fdfe309cfc32c50b831d9d6d143894e32552a1107c840c3d4ecc51b	88.94	17.86	58.93	58.93	71.43	46.43	57.14	61.9	63.49	21	13.846	ede1155c24d1182f1903a31ed0036ca206a1ccca6b09e9dc5893cfe638c4e7e5	80.53	21.43	60.71	60.71	60.71	60.71	60.71	60.71	60.71	9	13.535	9cd339bcacff9f9d7f49090e4c583d12430ba3709a80b04adc58aa7d82f5ac12	99.2	37.14	68.57	68.57	67.14	70.0	69.25	68.07	68.11	27.61	152280.0	0.01	0.17	0.04	0.04	0.09	0.23	0.09	0.03	0.03	0.03	63720.0	1625.818	("b83db74b7ddd456c4b106118baa8a5938cd6589b599d569f0b6db7657089bcfe", "015e93cbcaf67fd75167e6c0c5875593525dab46f46d5db3a380796098119cf8", "f865ac42719ebbdf1451bc67e0cb5cfe152a18ffb941771b56b25853956fe063", "3469162a57e902f77b017d2d501c12ffe4f3463c4eeea4b833ace1ddb2b70469", "27f82b95530ff08ea0072b6ab254253fa284cc5983fa87d534910bcaff770c11")	
4	20.0	fft	200	700	semitone	8000	true	stump_with_memoization	("c",1,false,"KDD",["NG","Normalize"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	226	56	(113, 113)	(28, 28)	[60]	[(50,)]	92.04	21.43	60.71	60.71	57.14	64.29	61.54	60.0	59.26	23	22.337	9a0380aca2bab97a5f7d70f1b998e4988c4f8dbe217ff930ed1b3d77fe3bcd74	92.04	21.43	60.71	60.71	57.14	64.29	61.54	60.0	59.26	21	5.261	dbeb88a14cfe1b1eaf4750d1ad6a2f852401b8d553d0d7db14753618cd2fd8f2	79.65	17.86	58.93	58.93	42.86	75.0	63.16	56.76	51.06	7	1.634	18303878ed9926e58f02ae881678f1f2157e98d21c4619358380ef61d5d858b1	91.59	17.86	58.93	58.93	57.14	60.71	59.26	58.62	58.18	21	5.328	729689c4fa878024cef292513e56a68205877395abf69de3bddf7d86de8b0f83	91.59	17.86	58.93	58.93	57.14	60.71	59.26	58.62	58.18	21	5.272	729689c4fa878024cef292513e56a68205877395abf69de3bddf7d86de8b0f83	79.65	17.86	58.93	58.93	42.86	75.0	63.16	56.76	51.06	7	1.623	18303878ed9926e58f02ae881678f1f2157e98d21c4619358380ef61d5d858b1	99.29	23.57	61.79	61.79	58.57	65.0	62.56	61.28	60.36	24.69	147320.0	0.0	0.23	0.06	0.06	0.48	0.15	0.04	0.1	0.18	0.03	83920.0	1797.604	("9113440fc89be8ffd5a558e567ba30d94a6b5130f69a0bea78ae7fcae95dcc02", "63ed3f635638ecbdfb43adfc4c0d6a22692160c4acce8d93ba88861a04ad7fdd", "2961a97d4babe4f5e9f73763d92d9dce65d7a1161b7350ac8bb71300f370aa15", "eba47223579ee6d822e1d079fb225124cd8d99d1113bbb789894678e1c6c25cc", "9c4c1dd3c348b0522ecd122f709edc9641f638a39ff5f284b00a34b18ba913e4")	
5	20.0	fft	200	700	semitone	8000	true	stump_with_memoization	("c",1,false,"KDD",["NG","Normalize"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	226	56	(113, 113)	(28, 28)	[60]	[(50,)]	94.25	42.86	71.43	71.43	71.43	71.43	71.43	71.43	71.43	29	31.168	a403cddfe9720e079099473756e57bd186081d6d5beceb510e2eee4d7618eaac	92.04	35.71	67.86	67.86	60.71	75.0	70.83	65.62	65.38	25	8.985	0a9fe1a674a2a7155e19ed488da85b06442bc431a9083adba377f0ced83a5571	81.86	39.29	69.64	69.64	53.57	85.71	78.95	64.86	63.83	9	2.609	00fb6e0f5f196c6c8734ece9c1371ddce35f449d4db09d0b0e06ebec7ff6c391	93.81	39.29	69.64	69.64	64.29	75.0	72.0	67.74	67.92	27	9.031	b15a600946d2f4f4ed6c90faf831afe9ab6b80d807354d9afccef713a4b8721b	91.59	32.14	66.07	66.07	53.57	78.57	71.43	62.86	61.22	23	9.031	20d8f22c58783c1dd0ac93613d59f40b341d9687dcfaee834d2bbc082b279d9b	81.86	39.29	69.64	69.64	53.57	85.71	78.95	64.86	63.83	9	2.618	00fb6e0f5f196c6c8734ece9c1371ddce35f449d4db09d0b0e06ebec7ff6c391	98.85	46.43	73.21	73.21	62.14	84.29	79.86	69.04	69.85	26.37	150320.0	0.0	0.06	0.02	0.02	0.1	0.04	0.03	0.02	0.04	0.01	100920.0	1351.297	("b7872200b27bf9fd68f525beb7d6bc4d07bdfa01be04d9f46c61030f7ebbc5f2", "36926d2c6c843198f98a023edc42ea2cc8ee23515e0963341f5b83b2195d0147", "9d70b0a5b821207b693c070ebcce18a07edb7d64a3ed2002bc186369ec437f33", "4a0c40a1aa54270b89eddc60ef164477379bae48b1a7d336361cfdc68a768dda", "611f0b545a638c40639413a6ffdc92bd056cbca423c1cd3a6f6d1e490414ca7a")	
6	20.0	fft	200	700	semitone	8000	true	stump_with_memoization	("c",1,false,"KDD",["NG","Normalize"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	226	56	(113, 113)	(28, 28)	[60]	[(50,)]	95.13	39.29	69.64	69.64	71.43	67.86	68.97	70.37	70.18	35	17.127	b1a1e063259d192c701300f066342135b971351dd289207c9dcd046ae5110824	91.15	42.86	71.43	71.43	67.86	75.0	73.08	70.0	70.37	25	6.872	b7f2504fd3731778751bda2106eb45df86973f4c73513f12f42d63be020f87aa	75.22	35.71	67.86	67.86	67.86	67.86	67.86	67.86	67.86	5	0.69	0b917e4725c0db78844e29fc3a1032a77e517c67b2fb3d1f1f7fed4a2fbb0a84	93.36	42.86	71.43	71.43	67.86	75.0	73.08	70.0	70.37	33	7.162	ce4834724691a2c2abfa8c3418674895353a78b1441ad3479b08afce4b5195c5	90.27	39.29	69.64	69.64	64.29	75.0	72.0	67.74	67.92	25	6.879	4cec76fad4e88a92efa582491e2590d83e373b9ed0c7258033a2a31c01e0358c	75.22	35.71	67.86	67.86	67.86	67.86	67.86	67.86	67.86	5	0.692	0b917e4725c0db78844e29fc3a1032a77e517c67b2fb3d1f1f7fed4a2fbb0a84	99.65	49.29	74.64	74.64	70.71	78.57	76.8	72.98	73.54	28.67	155640.0	0.0	0.54	0.13	0.13	0.34	0.19	0.16	0.16	0.18	0.05	32480.0	1537.383	("a7aa0ae5c6a27dc253239f9e2778312176786b4e383d9fea8330853a95a44627", "74a8b3d416da48f3c824e5039678582ce817970bc7f4b632cdd7167dcd68f579", "1518471bdc9b1efb5e1228bbfb774cdaff80ddb411680ad449181f74b065a7b8", "13971c79e6d582f83d1b29f2c5d55702bcb3634b34ba47935b39fe84bb7accbd", "980470b8689eb42803d034958cdc19b28c5b281d83df6dcaa745a7e5a690b041")	
7	20.0	fft	200	700	semitone	8000	true	stump_with_memoization	("c",1,false,"KDD",["NG","Normalize"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	226	56	(113, 113)	(28, 28)	[60]	[(50,)]	93.81	17.86	58.93	58.93	50.0	67.86	60.87	57.58	54.9	33	40.698	bf6d201fcf160bd9785d48be60576bf0ada31534feffa6658fc9b1b30b7007a1	91.15	17.86	58.93	58.93	39.29	78.57	64.71	56.41	48.89	23	10.589	cce4cfe2b310a4d10e6c7c8302aca297fdec4ee6c44d4363373bee1edb834d8d	74.78	25.0	62.5	62.5	57.14	67.86	64.0	61.29	60.38	5	0.703	05f8879c5c05b2d185e56ead5fd4bde4c3c73ebe1acba6a105986ce75b134c7d	93.36	17.86	58.93	58.93	50.0	67.86	60.87	57.58	54.9	29	10.733	120a716fc3710c9add5be4d651c7d786526cdd2c712a83a51a1488239a4aa962	90.71	17.86	58.93	58.93	39.29	78.57	64.71	56.41	48.89	23	10.529	b954230462640558bd082446b7c8a36d5076fcd3090616712e4cd04138bfe986	74.78	25.0	62.5	62.5	57.14	67.86	64.0	61.29	60.38	5	0.712	05f8879c5c05b2d185e56ead5fd4bde4c3c73ebe1acba6a105986ce75b134c7d	99.03	35.71	67.86	67.86	62.14	73.57	70.19	66.15	65.82	26.64	151960.0	0.01	0.19	0.05	0.05	0.29	0.1	0.05	0.07	0.12	0.02	66880.0	1302.078	("371dfe0e46811ea0e446c4f67fbf80a7d7fb8cf81ec1448bcadfa6411b1658b4", "42890d357ddca60847dcb48aad29dab1bf0334e4ae7f5730f14009036a064bbf", "f585a4ec3f17b69ceb16063f0d4a47191500d38bf72ffb51aac53af37f5efac8", "d77cefa1aac54eceaed7f6abf8787f31957d26ce87f9af327549322f91ea8f76", "fc77337b0a858e77f8a0db40b20b87a2e2da7949c898427e93f2a9042060df00")	
8	20.0	fft	200	700	semitone	8000	true	stump_with_memoization	("c",1,false,"KDD",["NG","Normalize"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	226	56	(113, 113)	(28, 28)	[60]	[(50,)]	93.36	35.71	67.86	67.86	64.29	71.43	69.23	66.67	66.67	37	65.905	bc4df67e95fc0b439bfe57a299ce698e4dc57da2ffee84504253d84d0fd7f137	92.92	32.14	66.07	66.07	60.71	71.43	68.0	64.52	64.15	33	15.972	fb933e8218546d630ca193f9a7b64916eb1a24cd69c20f777655f9da417ae2f4	83.63	39.29	69.64	69.64	57.14	82.14	76.19	65.71	65.31	17	4.191	c26159c357de3514010e66a6e21400ef80cfd52a91b874e463701cd03c0d9b7b	93.81	32.14	66.07	66.07	60.71	71.43	68.0	64.52	64.15	35	15.162	5edb05cd8f676e4ab48855a89fa5bc2c8ab3ca0c31b6e8cde90dfaab9e39ae41	92.92	32.14	66.07	66.07	60.71	71.43	68.0	64.52	64.15	31	15.217	16bdfe0fb21a65f206803f8280ba2b040b8ec6e49553224ecd5e0031841a3a66	83.63	39.29	69.64	69.64	57.14	82.14	76.19	65.71	65.31	17	4.18	c26159c357de3514010e66a6e21400ef80cfd52a91b874e463701cd03c0d9b7b	99.73	51.43	75.71	75.71	72.86	78.57	77.38	74.3	75.02	28.41	151200.0	0.0	0.29	0.07	0.07	0.04	0.19	0.15	0.04	0.06	0.01	4600.0	1310.759	("8dd5a47305a980879a5f8752e54e5dae91da8dd719d87c17a3aa4914c0ebe7e5", "ae121dce2a97b319b50c21e0f4bdfc305cb9db09ee6d834caac5c368fdff9bf1", "dc1292cc6d83a56b5543221a7ad9c08e9f582f61b9700f24c2a23da8c897a2ba", "3bb6ab83c72b109e973109c8eea6bf7a9f9e66c4c4e7ce08368d41dca666e818", "d59361ae787d28d19c0f2a4afcecd6c11ff499f021d091b431d473830594d59d")	
9	20.0	fft	200	700	semitone	8000	true	stump_with_memoization	("c",1,false,"KDD",["NG","Normalize"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	226	56	(113, 113)	(28, 28)	[60]	[(50,)]	95.58	28.57	64.29	64.29	64.29	64.29	64.29	64.29	64.29	33	10.832	a1c7b98c41c994277800753c6c43d219866fdd7df382a45f61d0942ea408b64f	92.92	35.71	67.86	67.86	71.43	64.29	66.67	69.23	68.97	29	9.81	6218fbf671ecafd008bd5f98dab752bcf7477907ab056496d818d56bc5f812fe	81.42	39.29	69.64	69.64	67.86	71.43	70.37	68.97	69.09	11	2.251	0d6f626791c8cca9371ac23da1d0c4699100984e5d34c279cca01eca849f41ce	93.36	21.43	60.71	60.71	64.29	57.14	60.0	61.54	62.07	31	9.888	c8430879bf67fa86094c58d31e12ecff8663d3b0ddf16375a84a353c7b948a0c	90.71	28.57	64.29	64.29	71.43	57.14	62.5	66.67	66.67	27	9.789	2efd25d16107911d02d137b890f905dacec37c4733ba24ad5b66bf85180a73f9	81.42	39.29	69.64	69.64	67.86	71.43	70.37	68.97	69.09	11	2.224	0d6f626791c8cca9371ac23da1d0c4699100984e5d34c279cca01eca849f41ce	99.38	36.43	68.21	68.21	65.0	71.43	69.69	67.11	67.15	27.79	148600.0	0.0	0.6	0.15	0.15	0.22	0.45	0.24	0.11	0.15	0.01	8600.0	1392.082	("9da4ebbc13a2bc1146d69d935f0e3b1030e69506c697694037cbbf62fa7c21bb", "fb95bc59f94752c3f68226211f4d52f0a9592dff876d357d1a012eaa507e62d4", "fc3125b5a0cabed64560d5e350d20e672e93846eb319ae69788c76d764f414ec", "0b98a8dbcdc3d81a6472bf52e250aaf17d1cf25890ad9e225b1b800071fbe30e", "11af6fd9145ec43d079ce390896b75e73453f337da7a98e624e2c835728e2203")	
10	20.0	fft	200	700	semitone	8000	true	stump_with_memoization	("c",1,false,"KDD",["NG","Normalize"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	226	56	(113, 113)	(28, 28)	[60]	[(50,)]	91.15	28.57	64.29	64.29	75.0	53.57	61.76	68.18	67.74	23	18.55	cfea8ab146d138474c16b25e6231597a073edb8765a54b2e166386ca339e3621	91.15	28.57	64.29	64.29	75.0	53.57	61.76	68.18	67.74	21	10.038	a2fa77be67f1a8a78cdea615b8b34f63daa1411ad08c5e366242bb67867d2b1f	83.19	21.43	60.71	60.71	82.14	39.29	57.5	68.75	67.65	13	9.681	858fac4c327250be3f602a2c4d7c8d545ddf6ccc1d38d79869c4a5cb592ac9b2	90.71	32.14	66.07	66.07	75.0	57.14	63.64	69.57	68.85	21	10.035	dbb8c218f51ee4cbcc21e3a695e052544a9766ba21f143fdb401107fccd490d1	90.71	32.14	66.07	66.07	75.0	57.14	63.64	69.57	68.85	21	9.999	dbb8c218f51ee4cbcc21e3a695e052544a9766ba21f143fdb401107fccd490d1	83.19	21.43	60.71	60.71	82.14	39.29	57.5	68.75	67.65	13	9.674	858fac4c327250be3f602a2c4d7c8d545ddf6ccc1d38d79869c4a5cb592ac9b2	99.47	38.57	69.29	69.29	74.29	64.29	67.55	71.48	70.73	27.52	147920.0	0.0	0.6	0.15	0.15	0.22	0.19	0.12	0.2	0.14	0.04	5120.0	1573.997	("81d516da3c37e513d4be66a165cbb71e2a0125ac3dd06b9838f487136a84dc24", "326e3473869ed6161e568056d467dd8a6d5bfd51ecc102f0d9ec8acff05f553a", "1c4b55a1132751404d5638c3895cc681d62cba92affefe5829a189bc929c55e1", "32dfd2f027a119b2a337b6b2ad457c7bcbdd0ecdda15a69ab4e0b945dbe11f81", "31c5fa10099c7d73ad490c70aa27d1594142974a1aabd4aa58be951e7b1f212a")	
1	20.0	autocor	200	700	semitone	8000	true	stump_with_memoization	("c",1,false,"KDD",["NG","Normalize"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	226	56	(113, 113)	(28, 28)	[60]	[(50,)]	89.82	32.14	66.07	66.07	64.29	67.86	66.67	65.52	65.45	19	114.477	dd92f10ad35d72f6ada7c9e3ff039d8946c4a133a3e74346b03ed54cfdc6dd7e	88.5	28.57	64.29	64.29	71.43	57.14	62.5	66.67	66.67	17	6.336	e2159f8cdb6d880b2cb61ea9664e7cbe6b1ab6f651741004b5e91eebd677ff64	80.53	28.57	64.29	64.29	67.86	60.71	63.33	65.38	65.52	9	1.46	06bf250df36ae50c2f02c2630f898b1bfd90b5c78ffa5aa3ca5206b3ca9ae898	89.82	28.57	64.29	64.29	67.86	60.71	63.33	65.38	65.52	19	6.273	613c3b2908c207bc04ab3868ae46a2aad3fa69de7df91a66a279f915f9e2c3fb	88.5	28.57	64.29	64.29	71.43	57.14	62.5	66.67	66.67	17	6.303	e2159f8cdb6d880b2cb61ea9664e7cbe6b1ab6f651741004b5e91eebd677ff64	80.53	28.57	64.29	64.29	67.86	60.71	63.33	65.38	65.52	9	1.462	06bf250df36ae50c2f02c2630f898b1bfd90b5c78ffa5aa3ca5206b3ca9ae898	99.38	55.71	77.86	77.86	75.0	80.71	79.62	76.33	77.22	25.49	150280.0	0.0	0.36	0.09	0.09	0.06	0.17	0.14	0.06	0.08	0.02	61720.0	1915.481	("d2425559210e2ce72cb5aaa0056b1891e93fd7509e0fa3e2c2090da8f2dffc72", "312ef88af777b465297ac88b42333b1408559db937c8fcfd2a0069f7d90dff7c", "99d0497d8c1b4f87bdf14b66fecab7b71b9762500dd3637740be137b0790a3bb", "6be83cd397204fc9f192d5fef08e0a19e3fd8ab82a6ee4118861537bbbb1b529", "3aeafc182ed797ead5c6e4b427a32fdc6b0df9bf5442a4f9a620bc8bec4b008d")	
2	20.0	autocor	200	700	semitone	8000	true	stump_with_memoization	("c",1,false,"KDD",["NG","Normalize"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	226	56	(113, 113)	(28, 28)	[60]	[(50,)]	92.92	53.57	76.79	76.79	75.0	78.57	77.78	75.86	76.36	29	66.941	7878d80272655ec9ba65bafee0930770d53883aa02a7e802b74b3a3cba7d835f	92.92	53.57	76.79	76.79	75.0	78.57	77.78	75.86	76.36	27	8.085	182deaf552c1dd279ba01acbf6652041b14836ea3cc6622862884ed7eb06facb	92.92	53.57	76.79	76.79	75.0	78.57	77.78	75.86	76.36	27	8.109	182deaf552c1dd279ba01acbf6652041b14836ea3cc6622862884ed7eb06facb	92.92	53.57	76.79	76.79	75.0	78.57	77.78	75.86	76.36	27	8.095	182deaf552c1dd279ba01acbf6652041b14836ea3cc6622862884ed7eb06facb	92.92	53.57	76.79	76.79	75.0	78.57	77.78	75.86	76.36	27	8.064	182deaf552c1dd279ba01acbf6652041b14836ea3cc6622862884ed7eb06facb	92.92	53.57	76.79	76.79	75.0	78.57	77.78	75.86	76.36	27	7.921	182deaf552c1dd279ba01acbf6652041b14836ea3cc6622862884ed7eb06facb	99.65	36.43	68.21	68.21	63.57	72.86	70.18	66.67	66.66	26.55	150720.0	0.0	0.22	0.05	0.05	0.09	0.17	0.1	0.04	0.05	0.03	24520.0	2598.445	("ddc658da6147bab63d0227dc857adf7a22a2236435391f3a6e67582f5c543eb2", "fb61f62597eaa69acfe4eff982fee4dc3d8e7b956135a4c334fb3d7947deec18", "5ec21b7b1582a085132c1bfe8cb532d4b045fb6d0dbd3a59b571fb15d60f326a", "e872592ee2f7b6b2adb8cda17a877bedf9b409896fb0d88e3fb60781100994df", "a62b9c10c2dae474ea775496e04d176fb41172c6a9687393333487f9d6c403f7")	
3	20.0	autocor	200	700	semitone	8000	true	stump_with_memoization	("c",1,false,"KDD",["NG","Normalize"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	226	56	(113, 113)	(28, 28)	[60]	[(50,)]	90.71	21.43	60.71	60.71	64.29	57.14	60.0	61.54	62.07	25	69.445	e4d25c7dd3c3e87b694093f09f31c2e75789b165ed8714b4cb76d1c9a020477d	88.94	25.0	62.5	62.5	67.86	57.14	61.29	64.0	64.41	23	14.566	65445306c66359637d1aff5980b1174711374df6215b7c431ef28ba249b85802	80.53	21.43	60.71	60.71	60.71	60.71	60.71	60.71	60.71	9	13.644	940c59562e8e18c4f467f4012d5059a12c45556fde264c50b47e7423938bf033	90.71	14.29	57.14	57.14	67.86	46.43	55.88	59.09	61.29	25	18.108	75aee1202f214bebf53f019df3346face1d54f55336fef900ed8aeaf3b499eb9	88.94	17.86	58.93	58.93	71.43	46.43	57.14	61.9	63.49	21	14.01	64f009314c2e06614fb635df4d2729268dba1f4f8ae51a1a7aefacf2bf421b6b	80.53	21.43	60.71	60.71	60.71	60.71	60.71	60.71	60.71	9	13.422	940c59562e8e18c4f467f4012d5059a12c45556fde264c50b47e7423938bf033	99.2	37.86	68.93	68.93	67.86	70.0	69.47	68.52	68.6	27.61	152200.0	0.01	0.23	0.06	0.06	0.06	0.23	0.11	0.04	0.04	0.03	66600.0	1589.133	("e4175c6adff12b3a1e2015c56e5451570107c23d00ec58dd58d91420145949d2", "300be0b5691e0d4a4c5c96924cb1f835b66e9a19ec946f3dd25922fde627cf83", "3b95c26195bad568f9964b7617fcd5f2bfd0f7509fa1ace6377fef962c8308e7", "bf29f6907a2b308e3766afca83c4086ac531c92aa29e3d87b530b88d3bc46a92", "863ac1541518ac44d75f24173853a46dfbb783208dac9685e1746abcba2bde54")	
4	20.0	autocor	200	700	semitone	8000	true	stump_with_memoization	("c",1,false,"KDD",["NG","Normalize"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	226	56	(113, 113)	(28, 28)	[60]	[(50,)]	92.04	21.43	60.71	60.71	57.14	64.29	61.54	60.0	59.26	23	22.181	6cb5a0b09105ee045387314d0e20a7c6fe295888fcd0db4574967952528a6e1d	92.04	21.43	60.71	60.71	57.14	64.29	61.54	60.0	59.26	21	5.249	069ec3e659e5da1b94307db39bff37a355aaa36ffdf682aabf13fde20ad749bc	79.65	17.86	58.93	58.93	42.86	75.0	63.16	56.76	51.06	7	1.584	33388f77214b66147dbc8a008a8abe15c7b71f273be21ec71f8267bea5238926	91.59	17.86	58.93	58.93	57.14	60.71	59.26	58.62	58.18	21	5.192	2d8a06fdf75f94882162560c69636bead1824513c9b141c803e5f06b6e325ab7	91.59	17.86	58.93	58.93	57.14	60.71	59.26	58.62	58.18	21	5.178	2d8a06fdf75f94882162560c69636bead1824513c9b141c803e5f06b6e325ab7	79.65	17.86	58.93	58.93	42.86	75.0	63.16	56.76	51.06	7	1.588	33388f77214b66147dbc8a008a8abe15c7b71f273be21ec71f8267bea5238926	99.29	23.57	61.79	61.79	58.57	65.0	62.56	61.28	60.36	24.6	147320.0	0.0	0.23	0.06	0.06	0.48	0.15	0.04	0.1	0.18	0.02	83920.0	1761.65	("c098c77705e2f8960ad41fb62aa24c137211b459dd02d5a09a8fdf59750130fb", "82f2696195162de5a4c65d2f326b853663ba9fe255c6b64d1acdaca2735d3225", "2c74e3700864aebc835ce12e848dd6a7a9734e86804e654be055ce6dc801a92c", "91125fe8b1b2d9fa811c39cb074b5dbfc117833b71ae22bd423f6da57ad796ec", "d5e859624cc47dd028a292a82ed9e23e48abcd22749677f0e5080845e1fcd2b7")	
