Dataseed	minfreq	base_freq	base_freq_min	base_freq_max	fbtype	exec_max_sample_rate	exec_ignore_low_sr_samples	use_training_form	exec_n_ver_n_task_use_aug_dataset_dir_preprocess	nbands	wintime_steptime_dataset_kwargs	use_full_mfcc	test_operators	ontology	# insts (TRAIN)	# insts (TEST)	class_counts (TRAIN)	class_counts (TEST)	n_features	channel_size	T(entropy,2,0.01,0.4)train_accuracy	T(entropy,2,0.01,0.4)K	T(entropy,2,0.01,0.4)accuracy	T(entropy,2,0.01,0.4)macro_sensitivity	T(entropy,2,0.01,0.4)safe_macro_sensitivity	T(entropy,2,0.01,0.4)safe_macro_specificity	T(entropy,2,0.01,0.4)safe_macro_PPV	T(entropy,2,0.01,0.4)safe_macro_NPV	T(entropy,2,0.01,0.4)safe_macro_F1	T(entropy,2,0.01,0.4)n_nodes	T(entropy,2,0.01,0.4)t	T(entropy,2,0.01,0.4)hash	T(entropy,2,0.01,0.5)train_accuracy	T(entropy,2,0.01,0.5)K	T(entropy,2,0.01,0.5)accuracy	T(entropy,2,0.01,0.5)macro_sensitivity	T(entropy,2,0.01,0.5)safe_macro_sensitivity	T(entropy,2,0.01,0.5)safe_macro_specificity	T(entropy,2,0.01,0.5)safe_macro_PPV	T(entropy,2,0.01,0.5)safe_macro_NPV	T(entropy,2,0.01,0.5)safe_macro_F1	T(entropy,2,0.01,0.5)n_nodes	T(entropy,2,0.01,0.5)t	T(entropy,2,0.01,0.5)hash	T(entropy,2,0.01,0.6)train_accuracy	T(entropy,2,0.01,0.6)K	T(entropy,2,0.01,0.6)accuracy	T(entropy,2,0.01,0.6)macro_sensitivity	T(entropy,2,0.01,0.6)safe_macro_sensitivity	T(entropy,2,0.01,0.6)safe_macro_specificity	T(entropy,2,0.01,0.6)safe_macro_PPV	T(entropy,2,0.01,0.6)safe_macro_NPV	T(entropy,2,0.01,0.6)safe_macro_F1	T(entropy,2,0.01,0.6)n_nodes	T(entropy,2,0.01,0.6)t	T(entropy,2,0.01,0.6)hash	T(entropy,4,0.01,0.4)train_accuracy	T(entropy,4,0.01,0.4)K	T(entropy,4,0.01,0.4)accuracy	T(entropy,4,0.01,0.4)macro_sensitivity	T(entropy,4,0.01,0.4)safe_macro_sensitivity	T(entropy,4,0.01,0.4)safe_macro_specificity	T(entropy,4,0.01,0.4)safe_macro_PPV	T(entropy,4,0.01,0.4)safe_macro_NPV	T(entropy,4,0.01,0.4)safe_macro_F1	T(entropy,4,0.01,0.4)n_nodes	T(entropy,4,0.01,0.4)t	T(entropy,4,0.01,0.4)hash	T(entropy,4,0.01,0.5)train_accuracy	T(entropy,4,0.01,0.5)K	T(entropy,4,0.01,0.5)accuracy	T(entropy,4,0.01,0.5)macro_sensitivity	T(entropy,4,0.01,0.5)safe_macro_sensitivity	T(entropy,4,0.01,0.5)safe_macro_specificity	T(entropy,4,0.01,0.5)safe_macro_PPV	T(entropy,4,0.01,0.5)safe_macro_NPV	T(entropy,4,0.01,0.5)safe_macro_F1	T(entropy,4,0.01,0.5)n_nodes	T(entropy,4,0.01,0.5)t	T(entropy,4,0.01,0.5)hash	T(entropy,4,0.01,0.6)train_accuracy	T(entropy,4,0.01,0.6)K	T(entropy,4,0.01,0.6)accuracy	T(entropy,4,0.01,0.6)macro_sensitivity	T(entropy,4,0.01,0.6)safe_macro_sensitivity	T(entropy,4,0.01,0.6)safe_macro_specificity	T(entropy,4,0.01,0.6)safe_macro_PPV	T(entropy,4,0.01,0.6)safe_macro_NPV	T(entropy,4,0.01,0.6)safe_macro_F1	T(entropy,4,0.01,0.6)n_nodes	T(entropy,4,0.01,0.6)t	T(entropy,4,0.01,0.6)hash	RF(0.7,50,half,all)train_accuracy	RF(0.7,50,half,all)K	RF(0.7,50,half,all)accuracy	RF(0.7,50,half,all)macro_sensitivity	RF(0.7,50,half,all)safe_macro_sensitivity	RF(0.7,50,half,all)safe_macro_specificity	RF(0.7,50,half,all)safe_macro_PPV	RF(0.7,50,half,all)safe_macro_NPV	RF(0.7,50,half,all)safe_macro_F1	RF(0.7,50,half,all)oob_error	RF(0.7,50,half,all)n_nodes	RF(0.7,50,half,all)σ² train_accuracy	RF(0.7,50,half,all)σ² K	RF(0.7,50,half,all)σ² accuracy	RF(0.7,50,half,all)σ² macro_sensitivity	RF(0.7,50,half,all)σ² safe_macro_sensitivity	RF(0.7,50,half,all)σ² safe_macro_specificity	RF(0.7,50,half,all)σ² safe_macro_PPV	RF(0.7,50,half,all)σ² safe_macro_NPV	RF(0.7,50,half,all)σ² safe_macro_F1	RF(0.7,50,half,all)σ² oob_error	RF(0.7,50,half,all)σ² n_nodes	RF(0.7,50,half,all)t	RF(0.7,50,half,all)hash	
8	20.0	fft	200	700	semitone	8000	true	stump_with_memoization	("c",2,true,"KDD",["NG","Normalize"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	86	22	(43, 43)	(11, 11)	[60]	[(50,)]	97.67	45.45	72.73	72.73	81.82	63.64	69.23	77.78	75.0	13	3.437	4e0008c0f137b892ef23b6ebc9f14f4411ec1c66b4c8693da5dd96404f092766	89.53	45.45	72.73	72.73	81.82	63.64	69.23	77.78	75.0	7	0.433	139b897fb40253294f71a8b6b90bb277b97c73e74744695f017c7b19d127ea95	77.91	54.55	77.27	77.27	100.0	54.55	68.75	100.0	81.48	3	0.144	f9cac00014593418e2a1ffd580723b1d46ae265dd6334aa33253d933e1842f68	94.19	45.45	72.73	72.73	72.73	72.73	72.73	72.73	72.73	13	1.241	20e6c0011092507bce1e946d34710b58de4e68b70e4abade8ee0eb09ffafc516	89.53	45.45	72.73	72.73	81.82	63.64	69.23	77.78	75.0	7	0.437	139b897fb40253294f71a8b6b90bb277b97c73e74744695f017c7b19d127ea95	77.91	54.55	77.27	77.27	100.0	54.55	68.75	100.0	81.48	3	0.143	f9cac00014593418e2a1ffd580723b1d46ae265dd6334aa33253d933e1842f68	99.53	78.18	89.09	89.09	96.36	81.82	84.1	96.0	89.78	19.53	56440.0	0.0	0.25	0.06	0.06	0.25	0.0	0.0	0.3	0.07	0.06	5480.0	439.676	("9069d0e68de4920387d6bea06126c3082dcd0b3d7927c61e54f680a491a48151", "5baecfc277a111500336fb98775e0ec3481f7c6e8c44d267348ce45abeb20799", "590c211a4001e7486fb55b7fa2a6592f73ccb86ccdf74e337b72637e7d184457", "a885df8c27dd97aae800cb00ba3c5d26243ccdddbe648d5b5db71cf8df262514", "50abc05f615015de983b9f54eca5ec87c81ab981ae54cda5e62041092e668489")	
9	20.0	fft	200	700	semitone	8000	true	stump_with_memoization	("c",2,true,"KDD",["NG","Normalize"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	86	22	(43, 43)	(11, 11)	[60]	[(50,)]	95.35	54.55	77.27	77.27	81.82	72.73	75.0	80.0	78.26	11	17.748	e9fe742a13cf7793a7068402bfc08ae4280f11b662f31dcba73c33030dc09a4f	91.86	54.55	77.27	77.27	81.82	72.73	75.0	80.0	78.26	9	0.64	43b266b4a3a59dea38844c9919d28b107b6da8da08446efc66be53f204f4fdfd	79.07	36.36	68.18	68.18	81.82	54.55	64.29	75.0	72.0	3	0.143	a20cd4bfb6097d84a3a205122d01b81458272e6db696f8406e2fc4a2aba816e9	90.7	27.27	63.64	63.64	54.55	72.73	66.67	61.54	60.0	11	1.973	f71f7b83140477c99d6774e895444f2de3f5e1e899d4d69e357bdfbf7245ecbc	89.53	18.18	59.09	59.09	45.45	72.73	62.5	57.14	52.63	9	0.64	02f155a546f6f518304ae7a6ea8f8d6e889ab37fc6cba271324d1db26bfcccb1	79.07	36.36	68.18	68.18	81.82	54.55	64.29	75.0	72.0	3	0.146	a20cd4bfb6097d84a3a205122d01b81458272e6db696f8406e2fc4a2aba816e9	98.37	54.55	77.27	77.27	81.82	72.73	75.0	80.0	78.26	17.21	58160.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	4280.0	434.556	("151d04a4803a1ca46c303c06337a9df63987506f6df0d8faf0f4ab8b9beee6b2", "1d3f2c366071089b68346af18b872f469ff36bd6f63e9483c022e2efca85de1c", "930801d256aa0a972a8b6c08d7cbc2e36f8dadd208131ffaae5ef220c824b6dd", "c8613122f39d3778aa8b8637c7d2490371f199d11121236a9d96ba1c55239d8c", "f486d8dbfa53405a3f961b507bddf7759cb8b38d14c2ee92d8804dc1d7cf4881")	
10	20.0	fft	200	700	semitone	8000	true	stump_with_memoization	("c",2,true,"KDD",["NG","Normalize"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	86	22	(43, 43)	(11, 11)	[60]	[(50,)]	95.35	72.73	86.36	86.36	90.91	81.82	83.33	90.0	86.96	13	4.984	f97ab277d583c8d193426bbfd8a7b5f8dff12e08cb0ca3985f15541334845f36	89.53	72.73	86.36	86.36	90.91	81.82	83.33	90.0	86.96	7	0.3	375a5bfc05ff64897179c08698211335e9b035a62266bc538af53b74531af5fa	81.4	63.64	81.82	81.82	100.0	63.64	73.33	100.0	84.62	3	0.149	387a400e91507c9edd6bcf76d403ff99c7b571a43278c36693eb230c80236ba1	93.02	63.64	81.82	81.82	81.82	81.82	81.82	81.82	81.82	11	1.289	4ffd49ed6b0b0f61d663ac268c8b6709b6f6fad62c98153c135718f63eb82825	87.21	63.64	81.82	81.82	81.82	81.82	81.82	81.82	81.82	7	0.309	16c96fb891a89dffa57e411296142a47be01bd00b5942c2fa798c3062e6014fe	81.4	63.64	81.82	81.82	100.0	63.64	73.33	100.0	84.62	3	0.148	387a400e91507c9edd6bcf76d403ff99c7b571a43278c36693eb230c80236ba1	99.07	69.09	84.55	84.55	96.36	72.73	77.91	95.56	86.13	17.44	57520.0	0.0	0.25	0.06	0.06	0.25	0.0	0.01	0.37	0.07	0.01	31120.0	405.212	("6b87829641ff9810658c0f665eb80ae081e9de1590d96bc624e3e1cfabcb8e74", "18a34714b30c74c75479c751aff7e3b0fe04106fe0c0bf8e747e060527a37664", "4ea276e41c4062c26006b82023b59588e0275307471b7bd980cad9f51ae9f22a", "ead1e5de47fa22bae44128d61f71c0e8cfac92d741a392a032ace054da0ce890", "3b516af22d8a7fb91559f0393356a0d4ec2bb9c6708798413c8c13534513ec21")	
1	20.0	autocor	200	700	semitone	8000	true	stump_with_memoization	("c",2,true,"KDD",["NG","Normalize"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	86	22	(43, 43)	(11, 11)	[60]	[(50,)]	98.84	72.73	86.36	86.36	72.73	100.0	100.0	78.57	84.21	13	23.356	9954a348a408f6b78b4f4056e0bb1d9f2a6f579532253d5778aa7d07af8c3946	90.7	72.73	86.36	86.36	72.73	100.0	100.0	78.57	84.21	7	0.403	807bcfff7c52b5c5645d37d8de6ed7b3cc6ef84a088dc7533d92aa723bb6d767	81.4	63.64	81.82	81.82	81.82	81.82	81.82	81.82	81.82	3	0.145	a7ec7d26e4a353d94eb88888c1d202a1e458a9064b77040e7bd6d9563ea44897	96.51	72.73	86.36	86.36	72.73	100.0	100.0	78.57	84.21	13	1.378	cc74e73f1f9377f344b7f2d3bb74445cefcd11700a6c081336cca89ce45b4cbf	90.7	72.73	86.36	86.36	72.73	100.0	100.0	78.57	84.21	7	0.409	807bcfff7c52b5c5645d37d8de6ed7b3cc6ef84a088dc7533d92aa723bb6d767	81.4	63.64	81.82	81.82	81.82	81.82	81.82	81.82	81.82	3	0.145	a7ec7d26e4a353d94eb88888c1d202a1e458a9064b77040e7bd6d9563ea44897	98.6	80.0	90.0	90.0	80.0	100.0	100.0	83.41	88.84	19.07	57040.0	0.01	0.17	0.04	0.04	0.17	0.0	0.0	0.07	0.07	0.02	39880.0	912.211	("576a9851fab65d27156591aea5cb64987fb6ce9746af17b1475ec8bc0f0f41c5", "02b5bc490667bac982a8d25269b3233c8ecc2bf95d6235151a1f48ce65300462", "acda064dd40cace2dc7f336c38e217cd6731011fde04a5795607580457536c11", "325c70428b8185fb8f49b4c2385be5f645ffe184eaadbec950ce078dd4c9d9b4", "db1be87017fd29a2cf0aef1aad7342ba8c807392255f21245dc80a22e93f86ad")	
2	20.0	autocor	200	700	semitone	8000	true	stump_with_memoization	("c",2,true,"KDD",["NG","Normalize"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	86	22	(43, 43)	(11, 11)	[60]	[(50,)]	94.19	36.36	68.18	68.18	54.55	81.82	75.0	64.29	63.16	11	3.497	db0d02ae20bb7f6ee4674cb13b37722a6ba998745bed22da34a763eaa58f3637	94.19	36.36	68.18	68.18	54.55	81.82	75.0	64.29	63.16	9	0.559	e6cd86018da7f5898dbc35d593717c689648b0857457b3cbd5c0394888d89fe5	83.72	9.09	54.55	54.55	63.64	45.45	53.85	55.56	58.33	3	0.14	f13f4e0b721de575e2d2f21ed786b29e3c857665f640e9e18ed83465faf2e28f	94.19	36.36	68.18	68.18	54.55	81.82	75.0	64.29	63.16	9	0.565	e6cd86018da7f5898dbc35d593717c689648b0857457b3cbd5c0394888d89fe5	94.19	36.36	68.18	68.18	54.55	81.82	75.0	64.29	63.16	9	0.56	e6cd86018da7f5898dbc35d593717c689648b0857457b3cbd5c0394888d89fe5	83.72	9.09	54.55	54.55	63.64	45.45	53.85	55.56	58.33	3	0.14	f13f4e0b721de575e2d2f21ed786b29e3c857665f640e9e18ed83465faf2e28f	98.37	30.91	65.45	65.45	61.82	69.09	67.01	64.3	64.22	15.81	53360.0	0.02	1.07	0.27	0.27	0.17	0.66	0.49	0.17	0.23	0.03	23080.0	460.471	("d311bfd00b36082c9f5840708491366acff00a1d95843445e03df66de0f7427d", "a116bdd1cad808b9233812c97c010884c742b11f3f0bd1f4b0af9791840e9d2d", "607ee09b9eb6990ecf5962d9f0dd7b46c65f98d40685896b249f10fe6473d348", "bc28a1bb5a2306e182234f87526bc2a84300407ce7559f1498e3d5ce6bf55dc0", "d6f20e0750cddaaa2e7c89f54844a657255bb5cda2f31a879d40c451723c4999")	
3	20.0	autocor	200	700	semitone	8000	true	stump_with_memoization	("c",2,true,"KDD",["NG","Normalize"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	86	22	(43, 43)	(11, 11)	[60]	[(50,)]	95.35	72.73	86.36	86.36	72.73	100.0	100.0	78.57	84.21	9	16.163	093cd2fbed13778f0750e6fb3562e1b1de7bc7a210ccab0e78a1d595cd17f448	91.86	63.64	81.82	81.82	63.64	100.0	100.0	73.33	77.78	7	0.46	6e67b0a3a9ae1b6ddbfe9c1bef4155dd9709fd5ee8430de976af92fe3a9376f1	79.07	45.45	72.73	72.73	72.73	72.73	72.73	72.73	72.73	3	0.155	c5f9bc2a0d167e6c1e109776a9a750b2513c55719d7c04a640b043cdb783995e	97.67	63.64	81.82	81.82	63.64	100.0	100.0	73.33	77.78	11	1.346	a6297fda189f7f957ce5410a185f60e8c8d6768385176d895055b10e82a5f596	91.86	63.64	81.82	81.82	63.64	100.0	100.0	73.33	77.78	7	0.464	6e67b0a3a9ae1b6ddbfe9c1bef4155dd9709fd5ee8430de976af92fe3a9376f1	79.07	45.45	72.73	72.73	72.73	72.73	72.73	72.73	72.73	3	0.145	c5f9bc2a0d167e6c1e109776a9a750b2513c55719d7c04a640b043cdb783995e	99.3	63.64	81.82	81.82	72.73	90.91	88.83	77.11	79.88	14.88	56240.0	0.01	0.41	0.1	0.1	0.41	0.0	0.01	0.18	0.18	0.08	13880.0	420.935	("30e03846461cf3c65cccce0a682be4b5cd60d0ac4ac2001216499794d443af00", "b03861cfc5bd993109002541af76b34dfb7b3f53dca7041c30172c13a61f2f38", "7b2c9d1b0918b93e167b04512829ae376e8c3b8c2e51026787038329bead79e8", "39a7a2bc4a53c7bee15f951a00e31d664bcbcd9ed3af4a2885005a2fa476c695", "ad41e7fb3c3341f2db947e55469f47d3b3c280c072038824c1da426af746393e")	
4	20.0	autocor	200	700	semitone	8000	true	stump_with_memoization	("c",2,true,"KDD",["NG","Normalize"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	86	22	(43, 43)	(11, 11)	[60]	[(50,)]	97.67	72.73	86.36	86.36	72.73	100.0	100.0	78.57	84.21	15	8.824	bf986cebceb95fa19db2b49aadb2527bc751b586d0701a0b6bd74516244166dc	93.02	72.73	86.36	86.36	72.73	100.0	100.0	78.57	84.21	11	0.766	a1daa48309ee097d5f39b7e7898c373755c28054e9df291ac008ba7844f82c8b	77.91	54.55	77.27	77.27	81.82	72.73	75.0	80.0	78.26	3	0.146	9d6f46a74625978408f35c0cdbb01b4b01531f4fb2253eff7218f3a957ae6e6f	97.67	72.73	86.36	86.36	81.82	90.91	90.0	83.33	85.71	11	1.402	78e7e95e8d8757234b719072910e0f16c855524e47d3b8b10caf469f27e79b15	93.02	81.82	90.91	90.91	81.82	100.0	100.0	84.62	90.0	9	0.717	10bb0afcc947097b6bf3d71cc8174ba8c63e4acfe10324744cd8d5ff3c3e992a	77.91	54.55	77.27	77.27	81.82	72.73	75.0	80.0	78.26	3	0.147	9d6f46a74625978408f35c0cdbb01b4b01531f4fb2253eff7218f3a957ae6e6f	99.77	72.73	86.36	86.36	72.73	100.0	100.0	78.89	83.95	19.07	56960.0	0.0	0.83	0.21	0.21	0.83	0.0	0.0	0.32	0.37	0.06	31480.0	432.137	("caf7295eb3f220433bd2e4b2e26e0602cb5871126eb5b7528680a81e9f08db11", "096744a962da41f3dc2b5da8f2d2b9e84d39e61fb170ff138a95b5d6abe4ef36", "c848d731219fc10fa502c08ab29177862c7e565721e5fd689aace10ea3dc33ac", "0117e4d7be28ffdaabab941d91bbf1711178732180a83502c69ff733bcaffd2b", "8051ad4c28edcc86bc24aea141495465ff7c81334571011982a68c8be81ffe3e")	
5	20.0	autocor	200	700	semitone	8000	true	stump_with_memoization	("c",2,true,"KDD",["NG","Normalize"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	86	22	(43, 43)	(11, 11)	[60]	[(50,)]	100.0	72.73	86.36	86.36	90.91	81.82	83.33	90.0	86.96	13	8.109	9c91db2d1065b7bb3dc7867edecfd10ed4697baf57004681bafb31308264dc42	89.53	81.82	90.91	90.91	90.91	90.91	90.91	90.91	90.91	7	0.496	2a94c7427e0c1915fbaba01a4911f013fd069837c141bfb2a5cefd908e1dd0a3	77.91	63.64	81.82	81.82	90.91	72.73	76.92	88.89	83.33	3	0.148	aebdfa4fed29d0fee3de566900fb3f54b4fb1b578422e5a1d75ec357129e9721	98.84	72.73	86.36	86.36	90.91	81.82	83.33	90.0	86.96	13	1.381	8330b3d557ad9f397f7ffd8c78e7bd62f602771453c8083f4ad699abc2e23cfb	89.53	81.82	90.91	90.91	90.91	90.91	90.91	90.91	90.91	7	0.495	2a94c7427e0c1915fbaba01a4911f013fd069837c141bfb2a5cefd908e1dd0a3	77.91	63.64	81.82	81.82	90.91	72.73	76.92	88.89	83.33	3	0.15	aebdfa4fed29d0fee3de566900fb3f54b4fb1b578422e5a1d75ec357129e9721	99.77	80.0	90.0	90.0	89.09	90.91	90.73	89.39	89.87	18.84	56840.0	0.0	0.17	0.04	0.04	0.17	0.0	0.0	0.11	0.05	0.02	26080.0	472.238	("5b035d5e59468d9b6b86b2e8bc05c9ae2fab51e47bd3e016f6f62b26d212662d", "da57e26e14b978429a585a104762cc546f40cc0b59b2ff9add4ec96955fb9a52", "ae1bda44e3522e8b0b13faa4bfa36d276fba8219fe5dda5f5aefab7336251a55", "b8220c11e40af9fbc20b6ec33c617955248c4a9dbb40cf0b938311889d908645", "6eb59aaff871a98d431bab7dd6c3c31288ad983bc9e362699646e01a81ebdb3b")	
6	20.0	autocor	200	700	semitone	8000	true	stump_with_memoization	("c",2,true,"KDD",["NG","Normalize"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	86	22	(43, 43)	(11, 11)	[60]	[(50,)]	91.86	72.73	86.36	86.36	72.73	100.0	100.0	78.57	84.21	7	1.174	8bc444f917faa4cf8e4f2a6eb9f6dcca49ec181991cf4df6b611de36b355c419	83.72	63.64	81.82	81.82	81.82	81.82	81.82	81.82	81.82	3	0.135	95a0d686180849c8be0a46920f34e734101fb138d662a7eff587e9b2bc7fc9e8	83.72	63.64	81.82	81.82	81.82	81.82	81.82	81.82	81.82	3	0.138	95a0d686180849c8be0a46920f34e734101fb138d662a7eff587e9b2bc7fc9e8	91.86	72.73	86.36	86.36	72.73	100.0	100.0	78.57	84.21	7	0.419	8bc444f917faa4cf8e4f2a6eb9f6dcca49ec181991cf4df6b611de36b355c419	83.72	63.64	81.82	81.82	81.82	81.82	81.82	81.82	81.82	3	0.135	95a0d686180849c8be0a46920f34e734101fb138d662a7eff587e9b2bc7fc9e8	83.72	63.64	81.82	81.82	81.82	81.82	81.82	81.82	81.82	3	0.138	95a0d686180849c8be0a46920f34e734101fb138d662a7eff587e9b2bc7fc9e8	99.53	72.73	86.36	86.36	72.73	100.0	100.0	78.89	83.95	19.07	53080.0	0.01	0.83	0.21	0.21	0.83	0.0	0.0	0.32	0.37	0.12	21320.0	451.429	("a7c1e36540e6b1c0b76b3cbf6c887ad0a32ce8cbc847e1b4efab785c92bd5b77", "0426f571eac172fc8e068bd30c68e9892d30dffdd7b7387242e3b75f59457a41", "3d0356295a0603049f63dda49ccf3b42830b5ee7f20b963271fc527e4be779b8", "e2ad6072597944ce4d63310423a18ad9e2d0fc532a3002a5fbb42dcc3276e8b2", "4480d3a884c9d3df55f911115729eb93f7a917c78a7f5c0309c27a1c053d26f2")	
7	20.0	autocor	200	700	semitone	8000	true	stump_with_memoization	("c",2,true,"KDD",["NG","Normalize"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	86	22	(43, 43)	(11, 11)	[60]	[(50,)]	96.51	72.73	86.36	86.36	81.82	90.91	90.0	83.33	85.71	13	8.051	05b56836ed3f799af9b5f90f4ef5da4e61cac5e2ebbf1d3021c1c22c1a54da60	91.86	72.73	86.36	86.36	81.82	90.91	90.0	83.33	85.71	7	0.35	5599bf553d09e83a6b63976127696faf057724ee16c2c217082766c5352b4934	81.4	45.45	72.73	72.73	90.91	54.55	66.67	85.71	76.92	3	0.147	bbeffe5160080183144d6e0a74a08d6a481029b90f3f108a9dc76385a1470528	96.51	72.73	86.36	86.36	81.82	90.91	90.0	83.33	85.71	11	1.127	447b6e1da104f550a8e1c5db6f85590a54c07fbf4d02996ee14285265c7974bc	91.86	72.73	86.36	86.36	81.82	90.91	90.0	83.33	85.71	7	0.346	5599bf553d09e83a6b63976127696faf057724ee16c2c217082766c5352b4934	81.4	45.45	72.73	72.73	90.91	54.55	66.67	85.71	76.92	3	0.147	bbeffe5160080183144d6e0a74a08d6a481029b90f3f108a9dc76385a1470528	99.3	72.73	86.36	86.36	90.91	81.82	83.57	89.96	87.02	16.74	55960.0	0.0	0.41	0.1	0.1	0.0	0.41	0.25	0.01	0.07	0.01	29880.0	478.199	("0f9529f4839c1dcbca838750cf496085229f316c7fc0082e728ed9cb61095009", "2281b460c090ae94419a77a0ca0d8444ef450f0bcd03eb85225d6256fe5c9d77", "42287a7eb15146ce92b81b0aedb40f8891d004fcb10f25d065639e01dd1bc908", "50893f81b5a2849b94b4fbab409d77e06b32b6f0893a357445e8c1d84c1c21c3", "273a4f8e7d60157433a66219df27bedb7050189946d0e3623138c8de32d441a8")	
8	20.0	autocor	200	700	semitone	8000	true	stump_with_memoization	("c",2,true,"KDD",["NG","Normalize"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	86	22	(43, 43)	(11, 11)	[60]	[(50,)]	97.67	45.45	72.73	72.73	81.82	63.64	69.23	77.78	75.0	13	3.504	eed68a4f8b97b1d1162c026e0b01aa88777a389cca72ae0ff84ae84d7d9d1b94	89.53	45.45	72.73	72.73	81.82	63.64	69.23	77.78	75.0	7	0.436	8e762e33ed172ab0b6188af18eea403297b9b7c17982cc0661459bbeae0a4164	77.91	54.55	77.27	77.27	100.0	54.55	68.75	100.0	81.48	3	0.148	3416f13cb7013cf5c6390d300c1eff06f5c81ea52bb2116ee03e6fc1c1a8c2cf	94.19	45.45	72.73	72.73	72.73	72.73	72.73	72.73	72.73	13	1.257	d59b7e7d185aeb2244434476ea5544ff9e4eb4223c8d71f7afc19edcf9b03512	89.53	45.45	72.73	72.73	81.82	63.64	69.23	77.78	75.0	7	0.434	8e762e33ed172ab0b6188af18eea403297b9b7c17982cc0661459bbeae0a4164	77.91	54.55	77.27	77.27	100.0	54.55	68.75	100.0	81.48	3	0.146	3416f13cb7013cf5c6390d300c1eff06f5c81ea52bb2116ee03e6fc1c1a8c2cf	99.53	78.18	89.09	89.09	96.36	81.82	84.1	96.0	89.78	19.53	56440.0	0.0	0.25	0.06	0.06	0.25	0.0	0.0	0.3	0.07	0.06	5480.0	431.425	("41a4f1d44fa6cb43e9eb05b2fe822b1b7e8cd8c59e7ba86f24fa477bdd6e5858", "5238bfed76e814cf18e8bae6b2e0086a48e5340824eb9040714ce467e7433f84", "53a49eacfcd49181aec18726f6b3239c310bfd383deda5568685822b1a033d41", "9288d72f289dc3fcdb34621b7ab78dcd2a279c540686559e9f5b74eceddc37aa", "5d0ed04eda5133bb073be796600c67b5f30552f6740f4bad5f5eabe6ebb319a2")	
9	20.0	autocor	200	700	semitone	8000	true	stump_with_memoization	("c",2,true,"KDD",["NG","Normalize"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	86	22	(43, 43)	(11, 11)	[60]	[(50,)]	95.35	54.55	77.27	77.27	81.82	72.73	75.0	80.0	78.26	11	17.973	bba20b8c2c49ec1a768109dfe5869622d1ad90bfa0e79c19c562b7ce62f83e53	91.86	54.55	77.27	77.27	81.82	72.73	75.0	80.0	78.26	9	0.647	9d90760cf2d45ba9f1e77c90dfabfecfd009c478bf57fdb0ead9b477c766166b	79.07	36.36	68.18	68.18	81.82	54.55	64.29	75.0	72.0	3	0.143	6e44e5baa0a9e26e1adba8abe7da8477b23cfbe4cfc04fbaf4b3b75c8b533cb8	90.7	27.27	63.64	63.64	54.55	72.73	66.67	61.54	60.0	11	1.999	7dd8accb379fd6362728877659891386e6443d7d790a66bacecee760cffd420e	89.53	18.18	59.09	59.09	45.45	72.73	62.5	57.14	52.63	9	0.653	5bf370052e6f4a9d097b6e343636f798d61955d042004838cf7b649448f141c0	79.07	36.36	68.18	68.18	81.82	54.55	64.29	75.0	72.0	3	0.148	6e44e5baa0a9e26e1adba8abe7da8477b23cfbe4cfc04fbaf4b3b75c8b533cb8	98.37	54.55	77.27	77.27	81.82	72.73	75.0	80.0	78.26	17.21	58160.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	4280.0	422.506	("c22787857af805fc4c5e7c95b9943d1eb5827ffd25c1ee82e80c14d4fbae7550", "0354a668d3ca0640213f2a480118652695bdd5ad6558c0e4032a5879b7af7d74", "d42d9b1b92b305487b0c1582b8dfdd4b26d90144f99da25301d91d631ebfb084", "af68799e27d7bb85817f30387342d99717dfa0839d2f2ae010318bc1a46092a0", "5e0918b847e187e8078352013b4eda8855fc14008f26d6f6799532b99eeda3dc")	
