Dataseed	minfreq	base_freq	base_freq_min	base_freq_max	fbtype	exec_max_sample_rate	exec_ignore_low_sr_samples	use_training_form	exec_n_ver_n_task_use_aug_dataset_dir_preprocess	nbands	wintime_steptime_dataset_kwargs	use_full_mfcc	test_operators	ontology	# insts (TRAIN)	# insts (TEST)	class_counts (TRAIN)	class_counts (TEST)	n_features	channel_size	T(entropy,2,0.01,0.4)train_accuracy	T(entropy,2,0.01,0.4)K	T(entropy,2,0.01,0.4)accuracy	T(entropy,2,0.01,0.4)macro_sensitivity	T(entropy,2,0.01,0.4)safe_macro_sensitivity	T(entropy,2,0.01,0.4)safe_macro_specificity	T(entropy,2,0.01,0.4)safe_macro_PPV	T(entropy,2,0.01,0.4)safe_macro_NPV	T(entropy,2,0.01,0.4)safe_macro_F1	T(entropy,2,0.01,0.4)n_nodes	T(entropy,2,0.01,0.4)t	T(entropy,2,0.01,0.4)hash	T(entropy,2,0.01,0.5)train_accuracy	T(entropy,2,0.01,0.5)K	T(entropy,2,0.01,0.5)accuracy	T(entropy,2,0.01,0.5)macro_sensitivity	T(entropy,2,0.01,0.5)safe_macro_sensitivity	T(entropy,2,0.01,0.5)safe_macro_specificity	T(entropy,2,0.01,0.5)safe_macro_PPV	T(entropy,2,0.01,0.5)safe_macro_NPV	T(entropy,2,0.01,0.5)safe_macro_F1	T(entropy,2,0.01,0.5)n_nodes	T(entropy,2,0.01,0.5)t	T(entropy,2,0.01,0.5)hash	T(entropy,2,0.01,0.6)train_accuracy	T(entropy,2,0.01,0.6)K	T(entropy,2,0.01,0.6)accuracy	T(entropy,2,0.01,0.6)macro_sensitivity	T(entropy,2,0.01,0.6)safe_macro_sensitivity	T(entropy,2,0.01,0.6)safe_macro_specificity	T(entropy,2,0.01,0.6)safe_macro_PPV	T(entropy,2,0.01,0.6)safe_macro_NPV	T(entropy,2,0.01,0.6)safe_macro_F1	T(entropy,2,0.01,0.6)n_nodes	T(entropy,2,0.01,0.6)t	T(entropy,2,0.01,0.6)hash	T(entropy,4,0.01,0.4)train_accuracy	T(entropy,4,0.01,0.4)K	T(entropy,4,0.01,0.4)accuracy	T(entropy,4,0.01,0.4)macro_sensitivity	T(entropy,4,0.01,0.4)safe_macro_sensitivity	T(entropy,4,0.01,0.4)safe_macro_specificity	T(entropy,4,0.01,0.4)safe_macro_PPV	T(entropy,4,0.01,0.4)safe_macro_NPV	T(entropy,4,0.01,0.4)safe_macro_F1	T(entropy,4,0.01,0.4)n_nodes	T(entropy,4,0.01,0.4)t	T(entropy,4,0.01,0.4)hash	T(entropy,4,0.01,0.5)train_accuracy	T(entropy,4,0.01,0.5)K	T(entropy,4,0.01,0.5)accuracy	T(entropy,4,0.01,0.5)macro_sensitivity	T(entropy,4,0.01,0.5)safe_macro_sensitivity	T(entropy,4,0.01,0.5)safe_macro_specificity	T(entropy,4,0.01,0.5)safe_macro_PPV	T(entropy,4,0.01,0.5)safe_macro_NPV	T(entropy,4,0.01,0.5)safe_macro_F1	T(entropy,4,0.01,0.5)n_nodes	T(entropy,4,0.01,0.5)t	T(entropy,4,0.01,0.5)hash	T(entropy,4,0.01,0.6)train_accuracy	T(entropy,4,0.01,0.6)K	T(entropy,4,0.01,0.6)accuracy	T(entropy,4,0.01,0.6)macro_sensitivity	T(entropy,4,0.01,0.6)safe_macro_sensitivity	T(entropy,4,0.01,0.6)safe_macro_specificity	T(entropy,4,0.01,0.6)safe_macro_PPV	T(entropy,4,0.01,0.6)safe_macro_NPV	T(entropy,4,0.01,0.6)safe_macro_F1	T(entropy,4,0.01,0.6)n_nodes	T(entropy,4,0.01,0.6)t	T(entropy,4,0.01,0.6)hash	RF(0.7,50,half,all)train_accuracy	RF(0.7,50,half,all)K	RF(0.7,50,half,all)accuracy	RF(0.7,50,half,all)macro_sensitivity	RF(0.7,50,half,all)safe_macro_sensitivity	RF(0.7,50,half,all)safe_macro_specificity	RF(0.7,50,half,all)safe_macro_PPV	RF(0.7,50,half,all)safe_macro_NPV	RF(0.7,50,half,all)safe_macro_F1	RF(0.7,50,half,all)oob_error	RF(0.7,50,half,all)n_nodes	RF(0.7,50,half,all)σ² train_accuracy	RF(0.7,50,half,all)σ² K	RF(0.7,50,half,all)σ² accuracy	RF(0.7,50,half,all)σ² macro_sensitivity	RF(0.7,50,half,all)σ² safe_macro_sensitivity	RF(0.7,50,half,all)σ² safe_macro_specificity	RF(0.7,50,half,all)σ² safe_macro_PPV	RF(0.7,50,half,all)σ² safe_macro_NPV	RF(0.7,50,half,all)σ² safe_macro_F1	RF(0.7,50,half,all)σ² oob_error	RF(0.7,50,half,all)σ² n_nodes	RF(0.7,50,half,all)t	RF(0.7,50,half,all)hash	
7	20	autocor	300	600	semitone	8000	false	stump_with_memoization	("c",2,true,"KDD-norm-partitioned-v1-cough",["NG","Normalize","RemSilence"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	110	28	(55, 55)	(14, 14)	[60]	[(3,)]	96.36	64.29	82.14	82.14	100.0	64.29	73.68	100.0	84.85	13	1.251	2f959b10ec7af69bf02490bbc0948c5810fba00b8775f07337d04cd58db32dc5	96.36	64.29	82.14	82.14	100.0	64.29	73.68	100.0	84.85	13	1.275	2f959b10ec7af69bf02490bbc0948c5810fba00b8775f07337d04cd58db32dc5	83.64	64.29	82.14	82.14	100.0	64.29	73.68	100.0	84.85	5	0.446	4e32b4d05961e30b69f3929762343503373591d8a0f5b57a6b52f64379948d08	94.55	64.29	82.14	82.14	100.0	64.29	73.68	100.0	84.85	13	1.2	115d6ceca98d23bdef6ef2931d5844eddc8d9e8ac6ab198268d5fa9c4a563674	94.55	64.29	82.14	82.14	100.0	64.29	73.68	100.0	84.85	13	1.289	115d6ceca98d23bdef6ef2931d5844eddc8d9e8ac6ab198268d5fa9c4a563674	83.64	64.29	82.14	82.14	100.0	64.29	73.68	100.0	84.85	5	0.451	4e32b4d05961e30b69f3929762343503373591d8a0f5b57a6b52f64379948d08	99.64	91.43	95.71	95.71	100.0	91.43	92.17	100.0	95.91	13.64	69400.0	0.0	0.1	0.03	0.03	0.0	0.1	0.07	0.0	0.02	0.12	22000.0	12.425	("a94726fa278a696f0890c442c2aae6c8bba2ee935b32d7c3bdcf0eed74a34bb8", "e2d0b09a4bc8013a9b375484d39a8e2e8c3b846910a517a0e4697fafd0dd1a53", "30857e3d615e6961eb306192ee096c08dce493e4982a3daecc8974e3a6915386", "3b623177d96e74bffa7afe9b5ad52f5a23cf65d308481d65985cf40076cfd9da", "c1115154f81ad34ccfa6e640aaa65a4b184733789b762c209d30f6faef9a5267")	
8	20	autocor	300	600	semitone	8000	false	stump_with_memoization	("c",2,true,"KDD-norm-partitioned-v1-cough",["NG","Normalize","RemSilence"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	110	28	(55, 55)	(14, 14)	[60]	[(3,)]	95.45	50.0	75.0	75.0	92.86	57.14	68.42	88.89	78.79	11	0.731	7893ca1721ca68917294b0db7dfac5b0d2ddcebd6a5cbe21b5310df8e507434f	92.73	50.0	75.0	75.0	92.86	57.14	68.42	88.89	78.79	7	0.576	d0dc8bd9336aff967b769e8fad0afe9210f48bb3a746a7e94bf78bf819fc903a	92.73	50.0	75.0	75.0	92.86	57.14	68.42	88.89	78.79	7	0.643	d0dc8bd9336aff967b769e8fad0afe9210f48bb3a746a7e94bf78bf819fc903a	95.45	50.0	75.0	75.0	92.86	57.14	68.42	88.89	78.79	9	0.684	8cb5b9361139336d46d898cc6617d5abe7cce4dbdd7ed012fd0cef1651faa7ac	92.73	50.0	75.0	75.0	92.86	57.14	68.42	88.89	78.79	7	0.635	d0dc8bd9336aff967b769e8fad0afe9210f48bb3a746a7e94bf78bf819fc903a	92.73	50.0	75.0	75.0	92.86	57.14	68.42	88.89	78.79	7	0.553	d0dc8bd9336aff967b769e8fad0afe9210f48bb3a746a7e94bf78bf819fc903a	99.64	81.43	90.71	90.71	92.86	88.57	89.54	92.79	90.97	11.27	65240.0	0.0	0.66	0.17	0.17	0.26	0.66	0.5	0.23	0.15	0.01	6080.0	9.781	("30b32f3370daf92df5c5328145e30b226ba83f994e1332ad2922f255ce36a193", "6103c2f8a553325c19fda8fa5906243dbb53264076e346862f80e0bb51c73b33", "6ca02c36dbfaf3f4416e9364f13ac014ad46b72b9b6566fc740f7b8928d22857", "045fc531ebe64a9e6f2799303c7810d60deaab02e204bd594e57a8c231a9fafc", "4cefd37fe49f77aecadd4b292e56f8345d5c38322c89fdd9847ec632d7b84dfb")	
9	20	autocor	300	600	semitone	8000	false	stump_with_memoization	("c",2,true,"KDD-norm-partitioned-v1-cough",["NG","Normalize","RemSilence"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	110	28	(55, 55)	(14, 14)	[60]	[(3,)]	97.27	85.71	92.86	92.86	85.71	100.0	100.0	87.5	92.31	11	0.824	51a34ddb5ab88cf2abb0940d5afa3eb044569f0c3ec070cd25cbb1f8a8e34b2f	90.0	78.57	89.29	89.29	85.71	92.86	92.31	86.67	88.89	7	0.594	88589f5d9ad8517cf046a3fecaf46c0be08a8d17287be4f339459b90b15eaa1f	85.45	71.43	85.71	85.71	78.57	92.86	91.67	81.25	84.62	5	0.617	97a299ba2544531bc9574a9a812037e4bd1281bea9da3de094caab4ff509b4df	97.27	85.71	92.86	92.86	85.71	100.0	100.0	87.5	92.31	11	0.791	51a34ddb5ab88cf2abb0940d5afa3eb044569f0c3ec070cd25cbb1f8a8e34b2f	90.0	78.57	89.29	89.29	85.71	92.86	92.31	86.67	88.89	7	0.685	88589f5d9ad8517cf046a3fecaf46c0be08a8d17287be4f339459b90b15eaa1f	85.45	71.43	85.71	85.71	78.57	92.86	91.67	81.25	84.62	5	0.489	97a299ba2544531bc9574a9a812037e4bd1281bea9da3de094caab4ff509b4df	100.0	92.86	96.43	96.43	95.71	97.14	97.33	95.96	96.39	12.18	66920.0	0.0	1.02	0.26	0.26	0.41	0.41	0.36	0.33	0.25	0.03	13320.0	12.018	("815238f6362203a4feec27af856c628fde46e52e406771106e7c80124d72e42b", "6ee539d837f38245a15855cbb3b956049431c47016614c4164a7f832244536c0", "099e55b8472d9c168de23a0a6cd606fb352aa7bfd43eb99ba315da844c1586c5", "19c8f3c872a30872a1b40d7d33170fb779e44cf8c8f96a72a3d0b1fa20708709", "cbe547bddd8745a8976283a51d0905cb9187233ed522176597539520eec99cdb")	
10	20	autocor	300	600	semitone	8000	false	stump_with_memoization	("c",2,true,"KDD-norm-partitioned-v1-cough",["NG","Normalize","RemSilence"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	110	28	(55, 55)	(14, 14)	[60]	[(3,)]	96.36	64.29	82.14	82.14	85.71	78.57	80.0	84.62	82.76	13	1.274	4820bad0835991eeb784323ee4884e763a14776eb9e4052d4a75322331d238a0	96.36	64.29	82.14	82.14	85.71	78.57	80.0	84.62	82.76	13	1.322	4820bad0835991eeb784323ee4884e763a14776eb9e4052d4a75322331d238a0	82.73	57.14	78.57	78.57	92.86	64.29	72.22	90.0	81.25	5	0.475	db0ab76a493be8ba4215e877ebb401068a39a56563177e40d0e66e2b8023bc03	94.55	64.29	82.14	82.14	85.71	78.57	80.0	84.62	82.76	13	1.344	2de8880fecc2440151f08bfc5000546368557388e7155c7e8833f98a3a2bd93a	94.55	64.29	82.14	82.14	85.71	78.57	80.0	84.62	82.76	13	1.265	2de8880fecc2440151f08bfc5000546368557388e7155c7e8833f98a3a2bd93a	82.73	57.14	78.57	78.57	92.86	64.29	72.22	90.0	81.25	5	0.48	db0ab76a493be8ba4215e877ebb401068a39a56563177e40d0e66e2b8023bc03	100.0	70.0	85.0	85.0	91.43	78.57	81.78	90.31	86.07	12.73	70600.0	0.0	0.87	0.22	0.22	0.1	1.28	0.64	0.05	0.12	0.05	56000.0	11.546	("e49dd35eab6f5d878b588c099a2eb3090554f35a2f55243842d948e421b3c7f4", "5b0ce572c98ad679bb8e7c0931f58e774419c1ff86529603ad22c019637ba249", "06c2a7feaf14cea6627222454bb46299b3ef643d69db01ad5b6871d10259cd75", "cc3fde7385d5d1347d432a50a9d3ee90dfe31c1a572c7c2c4eddc04f5e90d508", "03235304be51dd52e9ba0d8cb0de4c771c1afb5bbefee0a10901b4f8ed256a2e")	
1	20	fft	200	700	semitone	8000	false	stump_with_memoization	("c",2,true,"KDD-norm-partitioned-v1-cough",["NG","Normalize","RemSilence"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	110	28	(55, 55)	(14, 14)	[60]	[(3,)]	94.55	71.43	85.71	85.71	85.71	85.71	85.71	85.71	85.71	9	1.027	bbcad77da95348883c727e8a6a00c272c029a16159efa43d79d9c34001a37b0d	85.45	42.86	71.43	71.43	78.57	64.29	68.75	75.0	73.33	5	0.617	50bd572faeebddf1506884ae11450da54e70b6b88f540a771d5e242190da28d9	85.45	42.86	71.43	71.43	78.57	64.29	68.75	75.0	73.33	5	0.492	50bd572faeebddf1506884ae11450da54e70b6b88f540a771d5e242190da28d9	94.55	71.43	85.71	85.71	85.71	85.71	85.71	85.71	85.71	9	0.856	bbcad77da95348883c727e8a6a00c272c029a16159efa43d79d9c34001a37b0d	85.45	42.86	71.43	71.43	78.57	64.29	68.75	75.0	73.33	5	0.477	50bd572faeebddf1506884ae11450da54e70b6b88f540a771d5e242190da28d9	85.45	42.86	71.43	71.43	78.57	64.29	68.75	75.0	73.33	5	0.501	50bd572faeebddf1506884ae11450da54e70b6b88f540a771d5e242190da28d9	99.64	75.71	87.86	87.86	84.29	91.43	90.73	85.64	87.29	11.09	64560.0	0.0	0.92	0.23	0.23	0.61	0.1	0.12	0.44	0.28	0.04	8480.0	13.485	("63ef4156878a51fef5a2f741239b7e31366f1a640775a0194b82eaee36137ddd", "b75f5a4a388587e68ad5f8b2c80a359425ce020113c1be245a0ed29f2f1ed76e", "8282fe39a796fec0bb9ab8ab0747f483073e9377a62202fc4d1c79bc74996e97", "ff3195b2395023c1af0ce95e1d3dc7a993a977222dc4f578e49c6e240c0e09ba", "366cb51697eb34a8aba88e62fc950383edb96648d26dd01285053cb4f4609dae")	
2	20	fft	200	700	semitone	8000	false	stump_with_memoization	("c",2,true,"KDD-norm-partitioned-v1-cough",["NG","Normalize","RemSilence"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	110	28	(55, 55)	(14, 14)	[60]	[(3,)]	96.36	50.0	75.0	75.0	78.57	71.43	73.33	76.92	75.86	15	1.301	5b57c1d95901a962f91a8fd38af2898b4f119b6a0372c393fbf07ab263aa3cc7	96.36	50.0	75.0	75.0	78.57	71.43	73.33	76.92	75.86	15	1.162	5b57c1d95901a962f91a8fd38af2898b4f119b6a0372c393fbf07ab263aa3cc7	81.82	57.14	78.57	78.57	92.86	64.29	72.22	90.0	81.25	5	0.498	e418a8b30b734e4d7f3f349ad69a97f1d65489cc5ec2c7e214fc64e0f24972fd	96.36	57.14	78.57	78.57	85.71	71.43	75.0	83.33	80.0	13	1.148	6eafd7f5ce0df4dc607cc4a7c4abd6bf48dc9da7a677481ae0c422f085716852	96.36	57.14	78.57	78.57	85.71	71.43	75.0	83.33	80.0	13	1.14	6eafd7f5ce0df4dc607cc4a7c4abd6bf48dc9da7a677481ae0c422f085716852	81.82	57.14	78.57	78.57	92.86	64.29	72.22	90.0	81.25	5	0.553	e418a8b30b734e4d7f3f349ad69a97f1d65489cc5ec2c7e214fc64e0f24972fd	99.82	67.14	83.57	83.57	87.14	80.0	81.39	86.25	84.13	11.64	66720.0	0.0	0.15	0.04	0.04	0.1	0.1	0.06	0.09	0.04	0.02	17520.0	11.976	("99a3f7906cb63045c2c1c2a051cade14340a997215fffeaaf43e7a7fa64616b6", "8c839da8963358170b6802cb11f88294c3d51b82d1239e499572ddaecd1f7047", "9a65351e2e5eb112aba6aef4c2d322aacd699cb3983627d8f4c9daf461bc5819", "960b1ee31a41d29b20899e924bf8ddd3627258db349c2c26ef404caffd130fcb", "2ef0514ef917eae22d78da0197cb4a867a473e6ead8a3587fdc1d3e1a6a9e321")	
3	20	fft	200	700	semitone	8000	false	stump_with_memoization	("c",2,true,"KDD-norm-partitioned-v1-cough",["NG","Normalize","RemSilence"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	110	28	(55, 55)	(14, 14)	[60]	[(3,)]	95.45	57.14	78.57	78.57	64.29	92.86	90.0	72.22	75.0	9	0.256	15bb1cda365ded8da7f84929a3a689314ba6b75597d104fc5bcd792cdf2b1626	94.55	57.14	78.57	78.57	64.29	92.86	90.0	72.22	75.0	7	0.21	a359c922eb248384677959282d6131b6b40d9a68cbf9ae433908f52a2ea64879	85.45	50.0	75.0	75.0	64.29	85.71	81.82	70.59	72.0	3	0.058	bb911c80e1974211464d911cd8ab68c029d2353c57e84ed017d090b970517a4c	94.55	57.14	78.57	78.57	64.29	92.86	90.0	72.22	75.0	9	0.241	d45acc2e390b374fbc3c6d2cb71747e704162a3e48f8f9d545ffd065590fcd16	94.55	57.14	78.57	78.57	64.29	92.86	90.0	72.22	75.0	7	0.179	a359c922eb248384677959282d6131b6b40d9a68cbf9ae433908f52a2ea64879	85.45	50.0	75.0	75.0	64.29	85.71	81.82	70.59	72.0	3	0.06	bb911c80e1974211464d911cd8ab68c029d2353c57e84ed017d090b970517a4c	99.64	62.86	81.43	81.43	68.57	94.29	92.14	75.19	78.51	10.36	58440.0	0.0	1.12	0.28	0.28	0.66	0.1	0.2	0.27	0.47	0.04	18680.0	8.663	("f968f96ddcb64810483639c9a4db13142f53264f16f1b9c09a6ae1adbb74e51a", "10b215dfc251d907db89558300e16e6f9ddd907af800c4b7e250258cd4559b74", "40c0d6be2a3c0b958b0637ab63655cf38307ce69a74a26244a651f6dee4217e2", "a9bd5a7b8246b0b6d6e43f4ea02aa59d2f6f8ebacc7c4aceebcb61f20558beb3", "e0a591305172f06439f55db8dba16f155591c19dc6c5af68e62686a79013610e")	
4	20	fft	200	700	semitone	8000	false	stump_with_memoization	("c",2,true,"KDD-norm-partitioned-v1-cough",["NG","Normalize","RemSilence"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	110	28	(55, 55)	(14, 14)	[60]	[(3,)]	94.55	64.29	82.14	82.14	78.57	85.71	84.62	80.0	81.48	13	0.98	9b6e50906e237ee48263c6578ba54b4e587b9d5426eafaade20c41f98ac246a7	94.55	64.29	82.14	82.14	78.57	85.71	84.62	80.0	81.48	13	0.967	9b6e50906e237ee48263c6578ba54b4e587b9d5426eafaade20c41f98ac246a7	87.27	57.14	78.57	78.57	92.86	64.29	72.22	90.0	81.25	5	0.541	e5c0de7f3023f738223efeed4719bd711d31974a873894ead02cff1695c91ad3	92.73	64.29	82.14	82.14	78.57	85.71	84.62	80.0	81.48	11	0.946	2483457622eedfdb7b0295a8a28592e7c21432d3fbbba38b02ae4815a7592da1	92.73	64.29	82.14	82.14	78.57	85.71	84.62	80.0	81.48	11	0.985	2483457622eedfdb7b0295a8a28592e7c21432d3fbbba38b02ae4815a7592da1	87.27	57.14	78.57	78.57	92.86	64.29	72.22	90.0	81.25	5	0.477	e5c0de7f3023f738223efeed4719bd711d31974a873894ead02cff1695c91ad3	100.0	74.29	87.14	87.14	84.29	90.0	89.45	85.14	86.77	10.73	60600.0	0.0	0.41	0.1	0.1	0.1	0.15	0.15	0.08	0.11	0.01	23000.0	11.31	("883596022fe2ab1a12284327690edda2b4c3a2068871c75f7162d2f14b804eb9", "4e6e8c88884d9d20810a67b753d16b41160a7afa81d5bcb859ce8205f54bfc09", "17ca45d7d538e62fa91c676199964597c1b06e8b335d8e3c03f8e825b636479b", "fa73ba559ceea29e8f09c917612240b954b2a89614a2367e5b3a6bbbb3dd6fed", "5b406eef11737695c476dc4908bf9013142e0a0ab669d120c4adffb9774834db")	
5	20	fft	200	700	semitone	8000	false	stump_with_memoization	("c",2,true,"KDD-norm-partitioned-v1-cough",["NG","Normalize","RemSilence"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	110	28	(55, 55)	(14, 14)	[60]	[(3,)]	94.55	85.71	92.86	92.86	100.0	85.71	87.5	100.0	93.33	9	0.788	9da687088987393acd7be3d3b0c1c44d139f709044f16b35e8b7c8d2c5667f37	88.18	57.14	78.57	78.57	100.0	57.14	70.0	100.0	82.35	5	0.493	d436406f930e2d6da6fe52754fc7783811c7e7a92c62b4f53e289ef68acbd3a9	80.91	42.86	71.43	71.43	100.0	42.86	63.64	100.0	77.78	3	0.057	d5e70a880d51831e344bf874cd01fb76ff7b61bd1da6f2b0ddb9706562e5059d	94.55	85.71	92.86	92.86	100.0	85.71	87.5	100.0	93.33	9	0.764	9da687088987393acd7be3d3b0c1c44d139f709044f16b35e8b7c8d2c5667f37	88.18	57.14	78.57	78.57	100.0	57.14	70.0	100.0	82.35	5	0.48	d436406f930e2d6da6fe52754fc7783811c7e7a92c62b4f53e289ef68acbd3a9	80.91	42.86	71.43	71.43	100.0	42.86	63.64	100.0	77.78	3	0.056	d5e70a880d51831e344bf874cd01fb76ff7b61bd1da6f2b0ddb9706562e5059d	99.82	84.29	92.14	92.14	98.57	85.71	87.33	98.46	92.6	8.55	61360.0	0.0	0.1	0.03	0.03	0.1	0.0	0.0	0.12	0.03	0.01	13280.0	10.286	("33fd1fc7d1f73e7aa42e64fc01838ae5f70981ca9d2de7166225aa91a302d2d0", "e3d7f957ccd6c68085faa14967ba3f598ac44f02962e004efc4c034db6893dd0", "de18568042cce020c3010ba054d1bfe6eefdcefd30d0e945b62a533525e84860", "8aaff7fbe440b9236082a85c0a25efc29239c2753f08ee77716b467135761e66", "b1a0e81f692d60230772ff0ed83ceb359a85606439215aa841ef1612ebda2169")	
6	20	fft	200	700	semitone	8000	false	stump_with_memoization	("c",2,true,"KDD-norm-partitioned-v1-cough",["NG","Normalize","RemSilence"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	110	28	(55, 55)	(14, 14)	[60]	[(3,)]	95.45	85.71	92.86	92.86	100.0	85.71	87.5	100.0	93.33	11	0.951	6259e61df3d09732eccba1986cadbd8221c5c2a496b17569614fc36b96335e32	86.36	71.43	85.71	85.71	100.0	71.43	77.78	100.0	87.5	5	0.471	ffd3e07dc7e018eb71961f42318ae5264c02a966c680edaa50af2055c5aa1e09	86.36	71.43	85.71	85.71	100.0	71.43	77.78	100.0	87.5	5	0.532	ffd3e07dc7e018eb71961f42318ae5264c02a966c680edaa50af2055c5aa1e09	93.64	85.71	92.86	92.86	100.0	85.71	87.5	100.0	93.33	11	0.929	d41533ff6d6805d41217db5cde32e7293c9fd0c894e341507e736bf16187a192	86.36	71.43	85.71	85.71	100.0	71.43	77.78	100.0	87.5	5	0.47	ffd3e07dc7e018eb71961f42318ae5264c02a966c680edaa50af2055c5aa1e09	86.36	71.43	85.71	85.71	100.0	71.43	77.78	100.0	87.5	5	0.525	ffd3e07dc7e018eb71961f42318ae5264c02a966c680edaa50af2055c5aa1e09	99.64	82.86	91.43	91.43	97.14	85.71	87.38	97.03	91.9	9.45	62120.0	0.0	0.15	0.04	0.04	0.15	0.26	0.14	0.17	0.03	0.02	26120.0	10.25	("89e963cdd6e21d89687de835e5ec3f907e49236898f71c0681960e4d38d06d55", "d8bf102df910b9f43f3b388f610f483a36373b416861430f98c27107a5b40670", "f71fe5cf91e8537ca50837657c1182b03e0558fbc1cf0d001299698bfcdfd7cd", "df3dfa937e7d3e8064760b5345ae58b8e20a935b981907a5788ea45896c5da83", "1d72c2b09c484888e08beed15b02edd311b09258faa36ca2b2b30e317e02195d")	
7	20	fft	200	700	semitone	8000	false	stump_with_memoization	("c",2,true,"KDD-norm-partitioned-v1-cough",["NG","Normalize","RemSilence"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	110	28	(55, 55)	(14, 14)	[60]	[(3,)]	96.36	64.29	82.14	82.14	100.0	64.29	73.68	100.0	84.85	13	1.219	4fc52d2c712f3c45c067b8bd8c28ab0a771b65afb0ab8863b384ed75a8099b5f	96.36	64.29	82.14	82.14	100.0	64.29	73.68	100.0	84.85	13	1.214	4fc52d2c712f3c45c067b8bd8c28ab0a771b65afb0ab8863b384ed75a8099b5f	83.64	64.29	82.14	82.14	100.0	64.29	73.68	100.0	84.85	5	0.45	aef9cf77d18e05d9a1ea7d07471ff54a330e78dedc7cb35e8bcfd674dfc09942	94.55	64.29	82.14	82.14	100.0	64.29	73.68	100.0	84.85	13	1.262	abdbc14cb02679989e4c1ea96f9924e6cbf2f59f9951351077b10a9cc784e680	94.55	64.29	82.14	82.14	100.0	64.29	73.68	100.0	84.85	13	1.222	abdbc14cb02679989e4c1ea96f9924e6cbf2f59f9951351077b10a9cc784e680	83.64	64.29	82.14	82.14	100.0	64.29	73.68	100.0	84.85	5	0.452	aef9cf77d18e05d9a1ea7d07471ff54a330e78dedc7cb35e8bcfd674dfc09942	99.64	91.43	95.71	95.71	100.0	91.43	92.17	100.0	95.91	13.45	69400.0	0.0	0.1	0.03	0.03	0.0	0.1	0.07	0.0	0.02	0.09	22000.0	12.974	("525db1ad6f33098d03d68bf93f30265850152c2c7d7d2dd0cf87199b243a88cd", "10d516d1f24486f2600db80659b99b9e104a9b6da8b2cbd363687e6abe641c7c", "80304072067217e553981ca5fe73feb94cd5bc625ec8b8e2a1af9595e140111a", "2ca24de613a0e55e0c423ddecb6b7222f498a664d568d14b02573a97f3c41817", "ffcfcc45bba720e83d6f25fd04bd927f739f32cad81e6fd8fbe235851603a67a")	
8	20	fft	200	700	semitone	8000	false	stump_with_memoization	("c",2,true,"KDD-norm-partitioned-v1-cough",["NG","Normalize","RemSilence"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	110	28	(55, 55)	(14, 14)	[60]	[(3,)]	95.45	50.0	75.0	75.0	92.86	57.14	68.42	88.89	78.79	11	0.727	eef071ec10762d89f4daa73979f49fbaf466a644ecb8f4d5621390bf73b67376	92.73	50.0	75.0	75.0	92.86	57.14	68.42	88.89	78.79	7	0.61	b245f8bfe66120ddb8c36cf666ae9a09c9e8892d72622f603ec5031a85d0da1c	92.73	50.0	75.0	75.0	92.86	57.14	68.42	88.89	78.79	7	0.603	b245f8bfe66120ddb8c36cf666ae9a09c9e8892d72622f603ec5031a85d0da1c	95.45	50.0	75.0	75.0	92.86	57.14	68.42	88.89	78.79	9	0.727	d104376fc5004c2150d1a932a6727429b52a3e10ac65180d990a130ed2370f75	92.73	50.0	75.0	75.0	92.86	57.14	68.42	88.89	78.79	7	0.548	b245f8bfe66120ddb8c36cf666ae9a09c9e8892d72622f603ec5031a85d0da1c	92.73	50.0	75.0	75.0	92.86	57.14	68.42	88.89	78.79	7	0.6	b245f8bfe66120ddb8c36cf666ae9a09c9e8892d72622f603ec5031a85d0da1c	99.64	81.43	90.71	90.71	92.86	88.57	89.54	92.79	90.97	11.09	65280.0	0.0	0.66	0.17	0.17	0.26	0.66	0.5	0.23	0.15	0.02	5920.0	9.763	("62f4d00df7b6af24107e62957bf981553de3b212b9812631aef07949bdcb9f49", "de4626d42fd6514fa24ea2579ffc7436b56f595999d111ce4a042f7e28e42721", "90873b921bd1953a598129172647c26b913456080539e1dfcb5370e48d05ab8f", "b8a0798dafcd1acbb5a6d3b51366518f43c22070c9b9d95ae3dd16299716a7d2", "16ac8a971ebb37a9c3280820f9449e82169f184dfa3bfceab87a86b2a4c59354")	
