Dataseed	minfreq	base_freq	base_freq_min	base_freq_max	fbtype	exec_max_sample_rate	exec_ignore_low_sr_samples	use_training_form	exec_n_ver_n_task_use_aug_dataset_dir_preprocess	nbands	wintime_steptime_dataset_kwargs	use_full_mfcc	test_operators	ontology	# insts (TRAIN)	# insts (TEST)	class_counts (TRAIN)	class_counts (TEST)	n_features	channel_size	T(entropy,2,0.01,0.4)train_accuracy	T(entropy,2,0.01,0.4)K	T(entropy,2,0.01,0.4)accuracy	T(entropy,2,0.01,0.4)macro_sensitivity	T(entropy,2,0.01,0.4)safe_macro_sensitivity	T(entropy,2,0.01,0.4)safe_macro_specificity	T(entropy,2,0.01,0.4)safe_macro_PPV	T(entropy,2,0.01,0.4)safe_macro_NPV	T(entropy,2,0.01,0.4)safe_macro_F1	T(entropy,2,0.01,0.4)n_nodes	T(entropy,2,0.01,0.4)t	T(entropy,2,0.01,0.4)hash	T(entropy,2,0.01,0.5)train_accuracy	T(entropy,2,0.01,0.5)K	T(entropy,2,0.01,0.5)accuracy	T(entropy,2,0.01,0.5)macro_sensitivity	T(entropy,2,0.01,0.5)safe_macro_sensitivity	T(entropy,2,0.01,0.5)safe_macro_specificity	T(entropy,2,0.01,0.5)safe_macro_PPV	T(entropy,2,0.01,0.5)safe_macro_NPV	T(entropy,2,0.01,0.5)safe_macro_F1	T(entropy,2,0.01,0.5)n_nodes	T(entropy,2,0.01,0.5)t	T(entropy,2,0.01,0.5)hash	T(entropy,2,0.01,0.6)train_accuracy	T(entropy,2,0.01,0.6)K	T(entropy,2,0.01,0.6)accuracy	T(entropy,2,0.01,0.6)macro_sensitivity	T(entropy,2,0.01,0.6)safe_macro_sensitivity	T(entropy,2,0.01,0.6)safe_macro_specificity	T(entropy,2,0.01,0.6)safe_macro_PPV	T(entropy,2,0.01,0.6)safe_macro_NPV	T(entropy,2,0.01,0.6)safe_macro_F1	T(entropy,2,0.01,0.6)n_nodes	T(entropy,2,0.01,0.6)t	T(entropy,2,0.01,0.6)hash	T(entropy,4,0.01,0.4)train_accuracy	T(entropy,4,0.01,0.4)K	T(entropy,4,0.01,0.4)accuracy	T(entropy,4,0.01,0.4)macro_sensitivity	T(entropy,4,0.01,0.4)safe_macro_sensitivity	T(entropy,4,0.01,0.4)safe_macro_specificity	T(entropy,4,0.01,0.4)safe_macro_PPV	T(entropy,4,0.01,0.4)safe_macro_NPV	T(entropy,4,0.01,0.4)safe_macro_F1	T(entropy,4,0.01,0.4)n_nodes	T(entropy,4,0.01,0.4)t	T(entropy,4,0.01,0.4)hash	T(entropy,4,0.01,0.5)train_accuracy	T(entropy,4,0.01,0.5)K	T(entropy,4,0.01,0.5)accuracy	T(entropy,4,0.01,0.5)macro_sensitivity	T(entropy,4,0.01,0.5)safe_macro_sensitivity	T(entropy,4,0.01,0.5)safe_macro_specificity	T(entropy,4,0.01,0.5)safe_macro_PPV	T(entropy,4,0.01,0.5)safe_macro_NPV	T(entropy,4,0.01,0.5)safe_macro_F1	T(entropy,4,0.01,0.5)n_nodes	T(entropy,4,0.01,0.5)t	T(entropy,4,0.01,0.5)hash	T(entropy,4,0.01,0.6)train_accuracy	T(entropy,4,0.01,0.6)K	T(entropy,4,0.01,0.6)accuracy	T(entropy,4,0.01,0.6)macro_sensitivity	T(entropy,4,0.01,0.6)safe_macro_sensitivity	T(entropy,4,0.01,0.6)safe_macro_specificity	T(entropy,4,0.01,0.6)safe_macro_PPV	T(entropy,4,0.01,0.6)safe_macro_NPV	T(entropy,4,0.01,0.6)safe_macro_F1	T(entropy,4,0.01,0.6)n_nodes	T(entropy,4,0.01,0.6)t	T(entropy,4,0.01,0.6)hash	RF(0.7,50,half,all)train_accuracy	RF(0.7,50,half,all)K	RF(0.7,50,half,all)accuracy	RF(0.7,50,half,all)macro_sensitivity	RF(0.7,50,half,all)safe_macro_sensitivity	RF(0.7,50,half,all)safe_macro_specificity	RF(0.7,50,half,all)safe_macro_PPV	RF(0.7,50,half,all)safe_macro_NPV	RF(0.7,50,half,all)safe_macro_F1	RF(0.7,50,half,all)oob_error	RF(0.7,50,half,all)n_nodes	RF(0.7,50,half,all)σ² train_accuracy	RF(0.7,50,half,all)σ² K	RF(0.7,50,half,all)σ² accuracy	RF(0.7,50,half,all)σ² macro_sensitivity	RF(0.7,50,half,all)σ² safe_macro_sensitivity	RF(0.7,50,half,all)σ² safe_macro_specificity	RF(0.7,50,half,all)σ² safe_macro_PPV	RF(0.7,50,half,all)σ² safe_macro_NPV	RF(0.7,50,half,all)σ² safe_macro_F1	RF(0.7,50,half,all)σ² oob_error	RF(0.7,50,half,all)σ² n_nodes	RF(0.7,50,half,all)t	RF(0.7,50,half,all)hash	
9	20	fft	200	700	semitone	8000	false	stump_with_memoization	("c",2,true,"KDD-norm-partitioned-v1-cough",["NG","Normalize","RemSilence"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	110	28	(55, 55)	(14, 14)	[60]	[(3,)]	97.27	85.71	92.86	92.86	85.71	100.0	100.0	87.5	92.31	11	0.814	d3953a5f833149009749ecc9e66ef2d7150b554ce15aa2cb2afe028236382ecc	90.0	78.57	89.29	89.29	85.71	92.86	92.31	86.67	88.89	7	0.64	bf64b7d1058038458a95ca3599cbd8466ccefe44d143256f69d48fddccd7ded7	85.45	71.43	85.71	85.71	78.57	92.86	91.67	81.25	84.62	5	0.532	02f6db5331dcb8c9b6aacac84b1dfecb4c2f0d176c7cff1fedce8feabeec5eb9	97.27	85.71	92.86	92.86	85.71	100.0	100.0	87.5	92.31	11	0.829	d3953a5f833149009749ecc9e66ef2d7150b554ce15aa2cb2afe028236382ecc	90.0	78.57	89.29	89.29	85.71	92.86	92.31	86.67	88.89	7	0.583	bf64b7d1058038458a95ca3599cbd8466ccefe44d143256f69d48fddccd7ded7	85.45	71.43	85.71	85.71	78.57	92.86	91.67	81.25	84.62	5	0.529	02f6db5331dcb8c9b6aacac84b1dfecb4c2f0d176c7cff1fedce8feabeec5eb9	100.0	92.86	96.43	96.43	95.71	97.14	97.33	95.96	96.39	12.0	66920.0	0.0	1.02	0.26	0.26	0.41	0.41	0.36	0.33	0.25	0.02	13320.0	11.416	("a125287c28d24911f4921991742c03fec23e6873ca381fed479eb60f64d7c939", "d3c9b84a5a6f51ac8d09453a45a377f9db0c27ec07817acdfb86fc55fa7dd7c9", "ce15f33f7392b4419d75295ad929ef4f515ca86fa7d11512efc1c7122e9cbe2f", "b1e99fcb2a530ab8c97c4729956085db0a1aea970dc4944527002abce7a3c648", "937a51edb8c22650444171ed27eb43f65bfa3237285ced5c9154e507479ec522")	
10	20	fft	200	700	semitone	8000	false	stump_with_memoization	("c",2,true,"KDD-norm-partitioned-v1-cough",["NG","Normalize","RemSilence"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	110	28	(55, 55)	(14, 14)	[60]	[(3,)]	96.36	64.29	82.14	82.14	85.71	78.57	80.0	84.62	82.76	13	1.297	34144158f9f6f76c5a8bbaac441fc512ad15697b3c57c42fad7a648414a10826	96.36	64.29	82.14	82.14	85.71	78.57	80.0	84.62	82.76	13	1.282	34144158f9f6f76c5a8bbaac441fc512ad15697b3c57c42fad7a648414a10826	82.73	57.14	78.57	78.57	92.86	64.29	72.22	90.0	81.25	5	0.484	4e5d7b791b7f0cda62e8321b51ae501eb9871ccaf48221bd39ea1dc7394b3b22	94.55	64.29	82.14	82.14	85.71	78.57	80.0	84.62	82.76	13	1.356	542edc5a4830544b41d6bcba792a7f708ca964e699c478b3e8c1eba709edf662	94.55	64.29	82.14	82.14	85.71	78.57	80.0	84.62	82.76	13	1.319	542edc5a4830544b41d6bcba792a7f708ca964e699c478b3e8c1eba709edf662	82.73	57.14	78.57	78.57	92.86	64.29	72.22	90.0	81.25	5	0.539	4e5d7b791b7f0cda62e8321b51ae501eb9871ccaf48221bd39ea1dc7394b3b22	100.0	70.0	85.0	85.0	91.43	78.57	81.78	90.31	86.07	12.73	70600.0	0.0	0.87	0.22	0.22	0.1	1.28	0.64	0.05	0.12	0.05	56000.0	11.413	("27da95266e6496175dccb5a9d57477c2de119a31568cbf689825e5b59dee5b3f", "cbb444b6d6c406c71d487197059da0790361419590d790e56876ea683d7ba136", "d96e8d4c57e467da554b69174745597336f319443ea85884bd22c584ff191c80", "af9957100a0fab063d9b73d4907f21df513fd4f30839fe8850c098834022728f", "776c2409e4e1c9d2d4ed21caf742d6830403bd0df3b25bae32743dce22a68789")	
1	20	autocor	200	700	semitone	8000	false	stump_with_memoization	("c",2,true,"KDD-norm-partitioned-v1-cough",["NG","Normalize","RemSilence"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	110	28	(55, 55)	(14, 14)	[60]	[(3,)]	94.55	71.43	85.71	85.71	85.71	85.71	85.71	85.71	85.71	9	1.059	dcf86f23a1b6924761d65fd6dd78413647d15a432eae7fcd7b41bcfdc31a5103	85.45	42.86	71.43	71.43	78.57	64.29	68.75	75.0	73.33	5	0.5	b516405c91f3f8be57c2deae1eab5cff3db2855471cf1b92ccb489f0d44f535b	85.45	42.86	71.43	71.43	78.57	64.29	68.75	75.0	73.33	5	0.543	b516405c91f3f8be57c2deae1eab5cff3db2855471cf1b92ccb489f0d44f535b	94.55	71.43	85.71	85.71	85.71	85.71	85.71	85.71	85.71	9	0.808	dcf86f23a1b6924761d65fd6dd78413647d15a432eae7fcd7b41bcfdc31a5103	85.45	42.86	71.43	71.43	78.57	64.29	68.75	75.0	73.33	5	0.492	b516405c91f3f8be57c2deae1eab5cff3db2855471cf1b92ccb489f0d44f535b	85.45	42.86	71.43	71.43	78.57	64.29	68.75	75.0	73.33	5	0.545	b516405c91f3f8be57c2deae1eab5cff3db2855471cf1b92ccb489f0d44f535b	99.64	75.71	87.86	87.86	84.29	91.43	90.73	85.64	87.29	11.64	64560.0	0.0	0.92	0.23	0.23	0.61	0.1	0.12	0.44	0.28	0.02	8480.0	12.043	("1d93ce5a2f72b36f6f0426bcb52746ee876fda075fcc8c86315b55e2588dc8a6", "26c6fd1b5f924fc6629db0b5daf99fc9986bcd6f4ae27d580990298fb9eb14f0", "71411b5d2c4e9232d15e3685146d196939bb0b073129b2a1f94eb280a44d4d7c", "d3b6eaa4fe035dc8c29ae0344c079a2dd643f6823c6dcd453965fa1f36d06021", "b110a6a860331635fd687d685499153b221293b9a75a95afb9b8d7af5802b8cd")	
2	20	autocor	200	700	semitone	8000	false	stump_with_memoization	("c",2,true,"KDD-norm-partitioned-v1-cough",["NG","Normalize","RemSilence"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	110	28	(55, 55)	(14, 14)	[60]	[(3,)]	96.36	50.0	75.0	75.0	78.57	71.43	73.33	76.92	75.86	15	1.288	7975481e56c01527a68211ac3813d504bab81bbc205080ac28762ba65a7d2ff9	96.36	50.0	75.0	75.0	78.57	71.43	73.33	76.92	75.86	15	1.178	7975481e56c01527a68211ac3813d504bab81bbc205080ac28762ba65a7d2ff9	81.82	57.14	78.57	78.57	92.86	64.29	72.22	90.0	81.25	5	0.558	5eab67b1fec310b083051841219c370ccd6a31aa87e6d5ebb3d09a18a136ab67	96.36	57.14	78.57	78.57	85.71	71.43	75.0	83.33	80.0	13	1.088	edf1bd4734be780475dd841399f78da60ee3b0308f041c0fa062b54e2922d8b0	96.36	57.14	78.57	78.57	85.71	71.43	75.0	83.33	80.0	13	1.162	edf1bd4734be780475dd841399f78da60ee3b0308f041c0fa062b54e2922d8b0	81.82	57.14	78.57	78.57	92.86	64.29	72.22	90.0	81.25	5	0.555	5eab67b1fec310b083051841219c370ccd6a31aa87e6d5ebb3d09a18a136ab67	99.82	67.14	83.57	83.57	87.14	80.0	81.39	86.25	84.13	11.64	66720.0	0.0	0.15	0.04	0.04	0.1	0.1	0.06	0.09	0.04	0.03	17520.0	11.707	("751b02de90350d73f0454ab2a57f1dee54446eaf06af6f95ddf6c89c7af15b3e", "5e7dda8601d6305b8fe1a2c9cff42c4ff9dc44b6b74553d934e7a2099f4a7f98", "d8c6d000210e9b174e459b667f7de6df3954bc7d27379b94dd6b3cd7bf835011", "413ce0c68c11cdb08d21cb8ff914f640b18c9ae29bdf20d81d0198a522eb3670", "807a8085fff8036600cfd4cf02f1ff029f1fa85bb93bd8cf345517f46e0a92a7")	
3	20	autocor	200	700	semitone	8000	false	stump_with_memoization	("c",2,true,"KDD-norm-partitioned-v1-cough",["NG","Normalize","RemSilence"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	110	28	(55, 55)	(14, 14)	[60]	[(3,)]	95.45	57.14	78.57	78.57	64.29	92.86	90.0	72.22	75.0	9	0.256	ecb2cad99d919ff6b2b43b4a19005cc8d49b8a701d459b8fda3a99e781313fbc	94.55	57.14	78.57	78.57	64.29	92.86	90.0	72.22	75.0	7	0.179	4d3d00effa59244aec3254020ec51433d080335cc0f0df6dad1b9a9b8baede39	85.45	50.0	75.0	75.0	64.29	85.71	81.82	70.59	72.0	3	0.061	510a1205150641b2445bf7f28187af6459221e5c4ab86e55d62970d74745118b	94.55	57.14	78.57	78.57	64.29	92.86	90.0	72.22	75.0	9	0.305	af020275f20e04ccee8c8d75c4dabc02f4421efecdc5983de2bba13ced15bfdf	94.55	57.14	78.57	78.57	64.29	92.86	90.0	72.22	75.0	7	0.174	4d3d00effa59244aec3254020ec51433d080335cc0f0df6dad1b9a9b8baede39	85.45	50.0	75.0	75.0	64.29	85.71	81.82	70.59	72.0	3	0.058	510a1205150641b2445bf7f28187af6459221e5c4ab86e55d62970d74745118b	99.64	62.86	81.43	81.43	68.57	94.29	92.14	75.19	78.51	10.18	58440.0	0.0	1.12	0.28	0.28	0.66	0.1	0.2	0.27	0.47	0.03	18680.0	8.84	("3c8c24a79bc34aceb767e998187118eb28ed09e2243d2035e6eb24915640120d", "a5e8c1b3319d4cf30301800d1c315648c9a271c5b194368ab13f974d9187d8f7", "bf4e7fba6f7f1160393828b7a95bfc0fee21dff02fc03412c6af29b72110f21e", "eefa8d0ddaa63afe765a7647724222a852647c01e1c239220a2bf928c11e3a88", "7c39be113db660851d2a83e3734a4c843e73c53cf457343be507743cabdf745d")	
4	20	autocor	200	700	semitone	8000	false	stump_with_memoization	("c",2,true,"KDD-norm-partitioned-v1-cough",["NG","Normalize","RemSilence"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	110	28	(55, 55)	(14, 14)	[60]	[(3,)]	94.55	64.29	82.14	82.14	78.57	85.71	84.62	80.0	81.48	13	1.048	5c8836f3a30059fae639f83e08b3e783305cfef63a5b10bee57d40edf58b2b70	94.55	64.29	82.14	82.14	78.57	85.71	84.62	80.0	81.48	13	0.936	5c8836f3a30059fae639f83e08b3e783305cfef63a5b10bee57d40edf58b2b70	87.27	57.14	78.57	78.57	92.86	64.29	72.22	90.0	81.25	5	0.567	4469811f695d0ed0d18adb07a53768a7d56d988f94dfc4fb99339b52cd25275a	92.73	64.29	82.14	82.14	78.57	85.71	84.62	80.0	81.48	11	0.902	f0b9a38d1a94e20f5aee440b607e6aa1e2db6be1c8ffb7259678986f7c238a9f	92.73	64.29	82.14	82.14	78.57	85.71	84.62	80.0	81.48	11	0.967	f0b9a38d1a94e20f5aee440b607e6aa1e2db6be1c8ffb7259678986f7c238a9f	87.27	57.14	78.57	78.57	92.86	64.29	72.22	90.0	81.25	5	0.554	4469811f695d0ed0d18adb07a53768a7d56d988f94dfc4fb99339b52cd25275a	100.0	74.29	87.14	87.14	84.29	90.0	89.45	85.14	86.77	10.91	60600.0	0.0	0.41	0.1	0.1	0.1	0.15	0.15	0.08	0.11	0.02	23000.0	11.458	("deb8ee00ee9167d9c92665d681c13734718f15eaa97018ba95b57629dac4e4ed", "0b7f59d933c532cf40c641a2a03f12b6fdec13758e804127e3e60db0896400ce", "3c5024da0a7bb36cd681e8c11b3234c3bb7a3b96373f8c279833c0d78407c673", "cb403ee5002e356590fd624c4df95ee0676de85a39effda1b9a59d58caac0295", "c4d12f70b0483f073d59cfa5e7c3b9ad85dc9901015118f90b555a8f6b68dc19")	
5	20	autocor	200	700	semitone	8000	false	stump_with_memoization	("c",2,true,"KDD-norm-partitioned-v1-cough",["NG","Normalize","RemSilence"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	110	28	(55, 55)	(14, 14)	[60]	[(3,)]	94.55	85.71	92.86	92.86	100.0	85.71	87.5	100.0	93.33	9	0.839	7c153132317cecd1f1cbb7f616b9f24d9db38bb9efa7353281e348d473a23903	88.18	57.14	78.57	78.57	100.0	57.14	70.0	100.0	82.35	5	0.422	2e40de0fefbd09978bfb59abd624506294f0dde8f8fba398638e05673d64a134	80.91	42.86	71.43	71.43	100.0	42.86	63.64	100.0	77.78	3	0.058	e5eee5a6be9a26bd55b780b79e1e3fbf4fca6bec7af3eba0fd52ccd30888a9ad	94.55	85.71	92.86	92.86	100.0	85.71	87.5	100.0	93.33	9	0.854	7c153132317cecd1f1cbb7f616b9f24d9db38bb9efa7353281e348d473a23903	88.18	57.14	78.57	78.57	100.0	57.14	70.0	100.0	82.35	5	0.424	2e40de0fefbd09978bfb59abd624506294f0dde8f8fba398638e05673d64a134	80.91	42.86	71.43	71.43	100.0	42.86	63.64	100.0	77.78	3	0.059	e5eee5a6be9a26bd55b780b79e1e3fbf4fca6bec7af3eba0fd52ccd30888a9ad	99.82	84.29	92.14	92.14	98.57	85.71	87.33	98.46	92.6	8.73	61360.0	0.0	0.1	0.03	0.03	0.1	0.0	0.0	0.12	0.03	0.01	13280.0	10.572	("903ad366fb874af9cb013e6c2ee4fc9d5b9766ffa8dbc4b466bc1be606cb8cc0", "47023518f5ea5f2d9e6fd57680268abe47a251dabe96f610f64cb4db1dfbbc17", "9684c8797551799ff1a94e5c913ad12b9f4fada856ce3a88bc299dce7c03d1c8", "229d41596fc189757dd3fd6aec787fcaf9c1e9b0d8569020bfcee6a68c40ff8f", "2267450476056ef301a2518f6f378f8329e7ce90900c5f3d9f442916cc906afc")	
6	20	autocor	200	700	semitone	8000	false	stump_with_memoization	("c",2,true,"KDD-norm-partitioned-v1-cough",["NG","Normalize","RemSilence"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	110	28	(55, 55)	(14, 14)	[60]	[(3,)]	95.45	85.71	92.86	92.86	100.0	85.71	87.5	100.0	93.33	11	0.905	b6bfc7aed8c2be6d57370e4c635c28e80237c8f95524ac2c27ba9b5b498bf874	86.36	71.43	85.71	85.71	100.0	71.43	77.78	100.0	87.5	5	0.538	b0398623ce85f91407f1b22ad6b95c870b1cdd100534ddfca2637aad0a49f771	86.36	71.43	85.71	85.71	100.0	71.43	77.78	100.0	87.5	5	0.578	b0398623ce85f91407f1b22ad6b95c870b1cdd100534ddfca2637aad0a49f771	93.64	85.71	92.86	92.86	100.0	85.71	87.5	100.0	93.33	11	0.853	b61c7c3cf259c77497ae569ac537a6318b96c2143c997da85226b4693e58f292	86.36	71.43	85.71	85.71	100.0	71.43	77.78	100.0	87.5	5	0.569	b0398623ce85f91407f1b22ad6b95c870b1cdd100534ddfca2637aad0a49f771	86.36	71.43	85.71	85.71	100.0	71.43	77.78	100.0	87.5	5	0.491	b0398623ce85f91407f1b22ad6b95c870b1cdd100534ddfca2637aad0a49f771	99.64	82.86	91.43	91.43	97.14	85.71	87.38	97.03	91.9	9.64	62120.0	0.0	0.15	0.04	0.04	0.15	0.26	0.14	0.17	0.03	0.02	26120.0	10.801	("8e48814180ee5a792850d9fea49c9499328794b341daf70c9d653882ce51d384", "c2600a5537983e93b2a256ae77c33754676e20e97f7a037887eb9ac002fc44f4", "92dc2d85bf3e8d6fa0ca90b3de45ab81f7cffc3d492a7f3e9bd0c363065058db", "2a8f68cca34d6c0837fd15c32232e3b3edd876d3f6b23ac44c8770a2f3af590b", "230c5b257571b5229ef25ec00f9c46e330e67d202a752a36235df01edc7170c0")	
7	20	autocor	200	700	semitone	8000	false	stump_with_memoization	("c",2,true,"KDD-norm-partitioned-v1-cough",["NG","Normalize","RemSilence"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	110	28	(55, 55)	(14, 14)	[60]	[(3,)]	96.36	64.29	82.14	82.14	100.0	64.29	73.68	100.0	84.85	13	1.23	01ecc70a2959a587d4a867de259fab46a3540e51a2fbee57c7cca6e60d4503f1	96.36	64.29	82.14	82.14	100.0	64.29	73.68	100.0	84.85	13	1.223	01ecc70a2959a587d4a867de259fab46a3540e51a2fbee57c7cca6e60d4503f1	83.64	64.29	82.14	82.14	100.0	64.29	73.68	100.0	84.85	5	0.507	9c94ba1d608b38c4344258e21b9061b842d1514f1201d204ed549ebaac42629c	94.55	64.29	82.14	82.14	100.0	64.29	73.68	100.0	84.85	13	1.274	92875812e9e3855e9792e9f44e9bf4fd342729cc2409e96b4e97467176420e77	94.55	64.29	82.14	82.14	100.0	64.29	73.68	100.0	84.85	13	1.225	92875812e9e3855e9792e9f44e9bf4fd342729cc2409e96b4e97467176420e77	83.64	64.29	82.14	82.14	100.0	64.29	73.68	100.0	84.85	5	0.447	9c94ba1d608b38c4344258e21b9061b842d1514f1201d204ed549ebaac42629c	99.64	91.43	95.71	95.71	100.0	91.43	92.17	100.0	95.91	13.64	69400.0	0.0	0.1	0.03	0.03	0.0	0.1	0.07	0.0	0.02	0.09	22000.0	12.764	("170d22c6db908d0ed8eb28df8274a107b1ec6d489f0c295b7b91e8904d1dc17c", "59354befdc4510657d27f2a437aceee336fecbc6a9c86e853c1a2ed2f1cb2ccb", "d9374ac9ba7293e9354203915b54d399f3ce0cc0370126d65bc310758d98b267", "3b8b82dc39ea64953a38e4a3e203f9222b150c938a15484f8201d49225392d23", "542a07c0dcf95d04898cf928f30a0a3a97adba637e58d074e5c057785c5468f8")	
8	20	autocor	200	700	semitone	8000	false	stump_with_memoization	("c",2,true,"KDD-norm-partitioned-v1-cough",["NG","Normalize","RemSilence"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	110	28	(55, 55)	(14, 14)	[60]	[(3,)]	95.45	50.0	75.0	75.0	92.86	57.14	68.42	88.89	78.79	11	0.735	7893ca1721ca68917294b0db7dfac5b0d2ddcebd6a5cbe21b5310df8e507434f	92.73	50.0	75.0	75.0	92.86	57.14	68.42	88.89	78.79	7	0.635	d0dc8bd9336aff967b769e8fad0afe9210f48bb3a746a7e94bf78bf819fc903a	92.73	50.0	75.0	75.0	92.86	57.14	68.42	88.89	78.79	7	0.563	d0dc8bd9336aff967b769e8fad0afe9210f48bb3a746a7e94bf78bf819fc903a	95.45	50.0	75.0	75.0	92.86	57.14	68.42	88.89	78.79	9	0.752	8cb5b9361139336d46d898cc6617d5abe7cce4dbdd7ed012fd0cef1651faa7ac	92.73	50.0	75.0	75.0	92.86	57.14	68.42	88.89	78.79	7	0.568	d0dc8bd9336aff967b769e8fad0afe9210f48bb3a746a7e94bf78bf819fc903a	92.73	50.0	75.0	75.0	92.86	57.14	68.42	88.89	78.79	7	0.62	d0dc8bd9336aff967b769e8fad0afe9210f48bb3a746a7e94bf78bf819fc903a	99.64	81.43	90.71	90.71	92.86	88.57	89.54	92.79	90.97	11.09	65240.0	0.0	0.66	0.17	0.17	0.26	0.66	0.5	0.23	0.15	0.01	6080.0	10.169	("973cac5f297ed8467936259cbf631e4a68a963ad1ac69cbbe35ca40b4f5166f1", "e5785ca964f1ad2934effdb05c2601827483c4d2d0589543726c4c286facedda", "f24ca490d7e8090dc1586f826afd6f5e5e5bca8ac6cd1f72b1aaae568e7417a2", "71efcdf2af24af4d2b5b7647f168f1bd8c1e8909f985e6d9a0848071a25d33f5", "517e493ae2a6321bf58783992a7762f49ae894dd400e2c07b8dca92fa1e555cb")	
9	20	autocor	200	700	semitone	8000	false	stump_with_memoization	("c",2,true,"KDD-norm-partitioned-v1-cough",["NG","Normalize","RemSilence"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	110	28	(55, 55)	(14, 14)	[60]	[(3,)]	97.27	85.71	92.86	92.86	85.71	100.0	100.0	87.5	92.31	11	0.809	51a34ddb5ab88cf2abb0940d5afa3eb044569f0c3ec070cd25cbb1f8a8e34b2f	90.0	78.57	89.29	89.29	85.71	92.86	92.31	86.67	88.89	7	0.679	88589f5d9ad8517cf046a3fecaf46c0be08a8d17287be4f339459b90b15eaa1f	85.45	71.43	85.71	85.71	78.57	92.86	91.67	81.25	84.62	5	0.49	97a299ba2544531bc9574a9a812037e4bd1281bea9da3de094caab4ff509b4df	97.27	85.71	92.86	92.86	85.71	100.0	100.0	87.5	92.31	11	0.853	51a34ddb5ab88cf2abb0940d5afa3eb044569f0c3ec070cd25cbb1f8a8e34b2f	90.0	78.57	89.29	89.29	85.71	92.86	92.31	86.67	88.89	7	0.666	88589f5d9ad8517cf046a3fecaf46c0be08a8d17287be4f339459b90b15eaa1f	85.45	71.43	85.71	85.71	78.57	92.86	91.67	81.25	84.62	5	0.48	97a299ba2544531bc9574a9a812037e4bd1281bea9da3de094caab4ff509b4df	100.0	92.86	96.43	96.43	95.71	97.14	97.33	95.96	96.39	12.18	66920.0	0.0	1.02	0.26	0.26	0.41	0.41	0.36	0.33	0.25	0.02	13320.0	11.659	("10a2870e80c7973a76aa0f528a2eedb89f472ff3454ada4a413f5f7061185c26", "c4ff95a743ed29ff01ffa3edc9e55e918d7610e984c8f12a5977323903083ba2", "c982bfe591a3fb85042f9c58b11d2169fd3745ed9c76625a46a1c0bbcde92359", "e5e60851fcf71eafd5ba16c5fb47500206779d0c47969ef764eeefa265548e5d", "9f2afae353459282961f4b2cbdd91f98eb75caa1b0dc69e059ee2279f931917d")	
