Dataseed	minfreq	base_freq	base_freq_min	base_freq_max	fbtype	exec_max_sample_rate	exec_ignore_low_sr_samples	use_training_form	exec_n_ver_n_task_use_aug_dataset_dir_preprocess	nbands	wintime_steptime_dataset_kwargs	use_full_mfcc	test_operators	ontology	# insts (TRAIN)	# insts (TEST)	class_counts (TRAIN)	class_counts (TEST)	n_features	channel_size	T(entropy,2,0.01,0.4)train_accuracy	T(entropy,2,0.01,0.4)K	T(entropy,2,0.01,0.4)accuracy	T(entropy,2,0.01,0.4)macro_sensitivity	T(entropy,2,0.01,0.4)safe_macro_sensitivity	T(entropy,2,0.01,0.4)safe_macro_specificity	T(entropy,2,0.01,0.4)safe_macro_PPV	T(entropy,2,0.01,0.4)safe_macro_NPV	T(entropy,2,0.01,0.4)safe_macro_F1	T(entropy,2,0.01,0.4)n_nodes	T(entropy,2,0.01,0.4)t	T(entropy,2,0.01,0.4)hash	T(entropy,2,0.01,0.5)train_accuracy	T(entropy,2,0.01,0.5)K	T(entropy,2,0.01,0.5)accuracy	T(entropy,2,0.01,0.5)macro_sensitivity	T(entropy,2,0.01,0.5)safe_macro_sensitivity	T(entropy,2,0.01,0.5)safe_macro_specificity	T(entropy,2,0.01,0.5)safe_macro_PPV	T(entropy,2,0.01,0.5)safe_macro_NPV	T(entropy,2,0.01,0.5)safe_macro_F1	T(entropy,2,0.01,0.5)n_nodes	T(entropy,2,0.01,0.5)t	T(entropy,2,0.01,0.5)hash	T(entropy,2,0.01,0.6)train_accuracy	T(entropy,2,0.01,0.6)K	T(entropy,2,0.01,0.6)accuracy	T(entropy,2,0.01,0.6)macro_sensitivity	T(entropy,2,0.01,0.6)safe_macro_sensitivity	T(entropy,2,0.01,0.6)safe_macro_specificity	T(entropy,2,0.01,0.6)safe_macro_PPV	T(entropy,2,0.01,0.6)safe_macro_NPV	T(entropy,2,0.01,0.6)safe_macro_F1	T(entropy,2,0.01,0.6)n_nodes	T(entropy,2,0.01,0.6)t	T(entropy,2,0.01,0.6)hash	T(entropy,4,0.01,0.4)train_accuracy	T(entropy,4,0.01,0.4)K	T(entropy,4,0.01,0.4)accuracy	T(entropy,4,0.01,0.4)macro_sensitivity	T(entropy,4,0.01,0.4)safe_macro_sensitivity	T(entropy,4,0.01,0.4)safe_macro_specificity	T(entropy,4,0.01,0.4)safe_macro_PPV	T(entropy,4,0.01,0.4)safe_macro_NPV	T(entropy,4,0.01,0.4)safe_macro_F1	T(entropy,4,0.01,0.4)n_nodes	T(entropy,4,0.01,0.4)t	T(entropy,4,0.01,0.4)hash	T(entropy,4,0.01,0.5)train_accuracy	T(entropy,4,0.01,0.5)K	T(entropy,4,0.01,0.5)accuracy	T(entropy,4,0.01,0.5)macro_sensitivity	T(entropy,4,0.01,0.5)safe_macro_sensitivity	T(entropy,4,0.01,0.5)safe_macro_specificity	T(entropy,4,0.01,0.5)safe_macro_PPV	T(entropy,4,0.01,0.5)safe_macro_NPV	T(entropy,4,0.01,0.5)safe_macro_F1	T(entropy,4,0.01,0.5)n_nodes	T(entropy,4,0.01,0.5)t	T(entropy,4,0.01,0.5)hash	T(entropy,4,0.01,0.6)train_accuracy	T(entropy,4,0.01,0.6)K	T(entropy,4,0.01,0.6)accuracy	T(entropy,4,0.01,0.6)macro_sensitivity	T(entropy,4,0.01,0.6)safe_macro_sensitivity	T(entropy,4,0.01,0.6)safe_macro_specificity	T(entropy,4,0.01,0.6)safe_macro_PPV	T(entropy,4,0.01,0.6)safe_macro_NPV	T(entropy,4,0.01,0.6)safe_macro_F1	T(entropy,4,0.01,0.6)n_nodes	T(entropy,4,0.01,0.6)t	T(entropy,4,0.01,0.6)hash	RF(0.7,50,half,all)train_accuracy	RF(0.7,50,half,all)K	RF(0.7,50,half,all)accuracy	RF(0.7,50,half,all)macro_sensitivity	RF(0.7,50,half,all)safe_macro_sensitivity	RF(0.7,50,half,all)safe_macro_specificity	RF(0.7,50,half,all)safe_macro_PPV	RF(0.7,50,half,all)safe_macro_NPV	RF(0.7,50,half,all)safe_macro_F1	RF(0.7,50,half,all)oob_error	RF(0.7,50,half,all)n_nodes	RF(0.7,50,half,all)σ² train_accuracy	RF(0.7,50,half,all)σ² K	RF(0.7,50,half,all)σ² accuracy	RF(0.7,50,half,all)σ² macro_sensitivity	RF(0.7,50,half,all)σ² safe_macro_sensitivity	RF(0.7,50,half,all)σ² safe_macro_specificity	RF(0.7,50,half,all)σ² safe_macro_PPV	RF(0.7,50,half,all)σ² safe_macro_NPV	RF(0.7,50,half,all)σ² safe_macro_F1	RF(0.7,50,half,all)σ² oob_error	RF(0.7,50,half,all)σ² n_nodes	RF(0.7,50,half,all)t	RF(0.7,50,half,all)hash	
10	20.0	fft	100	700	fcmel	16000	true	stump_with_memoization	("b",2,true,"KDD-norm-partitioned-v1-breath",["Normalize","RemSilence"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	326	82	(163, 163)	(41, 41)	[60]	[(26,)]	91.72	53.66	76.83	76.83	65.85	87.8	84.38	72.0	73.97	15	13.731	a519009833150e7fbd6cff92ee2119c29232ba338cc32a1a31592fc353f119a1	88.65	51.22	75.61	75.61	63.41	87.8	83.87	70.59	72.22	11	11.391	6b2776f6e82e2fe62fd822c2b6568f7ea18b06d57787920a00c11d69edd90708	84.36	43.9	71.95	71.95	56.1	87.8	82.14	66.67	66.67	7	9.657	209d8b7792a8829065e4aaf524d68af111b235074bce98f9fd32780557edf360	91.72	53.66	76.83	76.83	65.85	87.8	84.38	72.0	73.97	15	12.056	a519009833150e7fbd6cff92ee2119c29232ba338cc32a1a31592fc353f119a1	88.65	51.22	75.61	75.61	63.41	87.8	83.87	70.59	72.22	11	11.199	6b2776f6e82e2fe62fd822c2b6568f7ea18b06d57787920a00c11d69edd90708	84.36	43.9	71.95	71.95	56.1	87.8	82.14	66.67	66.67	7	9.331	209d8b7792a8829065e4aaf524d68af111b235074bce98f9fd32780557edf360	99.88	70.24	85.12	85.12	80.49	89.76	88.73	82.15	84.4	10.31	146960.0	0.0	0.1	0.03	0.03	0.03	0.04	0.04	0.02	0.03	0.0	71280.0	494.738	("c10e80c8a8d4189623cbbbba3e3d19bb31dc789905bd9761727739d369e54c6b", "23c6a13881717d3fc47d7be1993ffd7791070bcfa97d1ba76e1a79c46caeca72", "ce7570c16d25f3338aaec8d0c8dc2000997fc4a729855b92c11ed46d52d9406a", "9087bb4942678c186f1dee7d3a19829d53aab46b26b72004d62b11b03af12c07", "47dbde86aa98f67e6632433f866e03a397c143bef60cc49c1dda251f09853df7")	
1	20.0	fft	100	700	semitone	16000	true	stump_with_memoization	("b",2,true,"KDD-norm-partitioned-v1-breath",["Normalize","RemSilence"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	326	82	(163, 163)	(41, 41)	[60]	[(26,)]	88.04	48.78	74.39	74.39	70.73	78.05	76.32	72.73	73.42	3	1.372	5ae83e59a4026961a7c96863f63a0075dc52c36bcbc6eab6f5b33b29feb71325	88.04	48.78	74.39	74.39	70.73	78.05	76.32	72.73	73.42	3	0.463	5ae83e59a4026961a7c96863f63a0075dc52c36bcbc6eab6f5b33b29feb71325	88.04	48.78	74.39	74.39	70.73	78.05	76.32	72.73	73.42	3	0.451	5ae83e59a4026961a7c96863f63a0075dc52c36bcbc6eab6f5b33b29feb71325	88.04	48.78	74.39	74.39	70.73	78.05	76.32	72.73	73.42	3	0.451	5ae83e59a4026961a7c96863f63a0075dc52c36bcbc6eab6f5b33b29feb71325	88.04	48.78	74.39	74.39	70.73	78.05	76.32	72.73	73.42	3	0.452	5ae83e59a4026961a7c96863f63a0075dc52c36bcbc6eab6f5b33b29feb71325	88.04	48.78	74.39	74.39	70.73	78.05	76.32	72.73	73.42	3	0.46	5ae83e59a4026961a7c96863f63a0075dc52c36bcbc6eab6f5b33b29feb71325	99.57	60.98	80.49	80.49	70.73	90.24	87.88	75.51	78.38	8.34	100240.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	20080.0	454.521	("ddb22fc90baeba628acd2c4d54901d6f7b82e1fb49f4874b45c8551ee05f1248", "fff66064bfe66cf858d05afcc644e955276a144cc07b02d2c329acfc9107bdf2", "fd17f21ce219ed18751b608a3b6ad990527840c1526b3698ed328c2e963240e7", "509894ab0c2cdd9cb2d2973dab4e7f35ed0cb290ae57fed278ba032d8afb57e9", "85878828b0f5045e1f1105b3bbd21df5353b367465bfc885b9a7da16da16a72e")	
2	20.0	fft	100	700	semitone	16000	true	stump_with_memoization	("b",2,true,"KDD-norm-partitioned-v1-breath",["Normalize","RemSilence"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	326	82	(163, 163)	(41, 41)	[60]	[(26,)]	94.48	73.17	86.59	86.59	90.24	82.93	84.09	89.47	87.06	11	36.104	568985d8a546c86f9b471eb3f22f5f3b4397b33261d9a5f4eafa63570b0371df	88.65	70.73	85.37	85.37	82.93	87.8	87.18	83.72	85.0	3	0.473	8601bfe7c7c789b07ea1b5afdb14b5a47800f78f41014934de7a6a6f76fc5868	88.65	70.73	85.37	85.37	82.93	87.8	87.18	83.72	85.0	3	0.46	8601bfe7c7c789b07ea1b5afdb14b5a47800f78f41014934de7a6a6f76fc5868	94.48	73.17	86.59	86.59	90.24	82.93	84.09	89.47	87.06	11	9.413	568985d8a546c86f9b471eb3f22f5f3b4397b33261d9a5f4eafa63570b0371df	88.65	70.73	85.37	85.37	82.93	87.8	87.18	83.72	85.0	3	0.459	8601bfe7c7c789b07ea1b5afdb14b5a47800f78f41014934de7a6a6f76fc5868	88.65	70.73	85.37	85.37	82.93	87.8	87.18	83.72	85.0	3	0.464	8601bfe7c7c789b07ea1b5afdb14b5a47800f78f41014934de7a6a6f76fc5868	99.45	77.56	88.78	88.78	87.32	90.24	89.99	87.68	88.62	9.82	108680.0	0.0	0.07	0.02	0.02	0.01	0.06	0.05	0.01	0.02	0.0	11720.0	460.939	("273d8e4162c2583a57d613ccc28d58ad3c1de62f11bd764a007fc5ff42750a9b", "b5a79c0a47d857f6f367b77fe5dca6244f9404292e9c49e1b7f010011072d800", "59f4a25f185d63a5eff2b1679791d4804c110b16f5eaa40170a3bb0e6a5a688c", "2a1b93454295fb71f340095d552a5554120814f486339df1db0e14f1ca25bbc3", "cf623825402ede9e86127c068b7b34f17031f966ec2d00f4849d762396e68398")	
3	20.0	fft	100	700	semitone	16000	true	stump_with_memoization	("b",2,true,"KDD-norm-partitioned-v1-breath",["Normalize","RemSilence"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	326	82	(163, 163)	(41, 41)	[60]	[(26,)]	92.02	73.17	86.59	86.59	92.68	80.49	82.61	91.67	87.36	11	21.424	a10558c72a5f126377019d52d62602614115eaca150d41dab48c6b22be3b6a64	86.2	68.29	84.15	84.15	87.8	80.49	81.82	86.84	84.71	3	0.469	2e402ee9ba56d91d58da9037246d60256528617e3411f474bf5114b73f5c839c	86.2	68.29	84.15	84.15	87.8	80.49	81.82	86.84	84.71	3	0.467	2e402ee9ba56d91d58da9037246d60256528617e3411f474bf5114b73f5c839c	92.02	73.17	86.59	86.59	92.68	80.49	82.61	91.67	87.36	11	8.166	a10558c72a5f126377019d52d62602614115eaca150d41dab48c6b22be3b6a64	86.2	68.29	84.15	84.15	87.8	80.49	81.82	86.84	84.71	3	0.473	2e402ee9ba56d91d58da9037246d60256528617e3411f474bf5114b73f5c839c	86.2	68.29	84.15	84.15	87.8	80.49	81.82	86.84	84.71	3	0.463	2e402ee9ba56d91d58da9037246d60256528617e3411f474bf5114b73f5c839c	99.51	80.49	90.24	90.24	89.76	90.73	90.65	89.86	90.2	9.02	109000.0	0.0	0.03	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.0	48600.0	402.351	("6081d1606ca5edd513ab4f587352d04df931b4e4e57bd43287bea55cb68f7ea9", "ca5696e4efcd15b450f268b6f86fb3336593a0e47946481b157de32c79c8fa8c", "22e5fc4dde3a85f5a06aee905e6b02d5dd0f14b28c9eb40e748fd7d3a2aa8103", "5d1cb5b8b954650ffdbf78c439437bb45f71cc08bfc36a903112a7049d7db4ca", "abd71c8fa39fadabb56d7f7173562681667a50b1f6e97b1d95ba9ae64f089319")	
4	20.0	fft	100	700	semitone	16000	true	stump_with_memoization	("b",2,true,"KDD-norm-partitioned-v1-breath",["Normalize","RemSilence"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	326	82	(163, 163)	(41, 41)	[60]	[(26,)]	90.8	58.54	79.27	79.27	85.37	73.17	76.09	83.33	80.46	9	18.835	f6a1caf1a29f7d952cb0c1b09b1d3d946a1befc99be8b1322b9ba80ba3d0dd61	85.58	73.17	86.59	86.59	85.37	87.8	87.5	85.71	86.42	3	0.484	528ca7395c65bbd7dbfc7ff9fb459d622bd3f5dfa7cb8d6f8bb012f047b1c2e0	85.58	73.17	86.59	86.59	85.37	87.8	87.5	85.71	86.42	3	0.477	528ca7395c65bbd7dbfc7ff9fb459d622bd3f5dfa7cb8d6f8bb012f047b1c2e0	90.8	58.54	79.27	79.27	85.37	73.17	76.09	83.33	80.46	9	8.043	f6a1caf1a29f7d952cb0c1b09b1d3d946a1befc99be8b1322b9ba80ba3d0dd61	85.58	73.17	86.59	86.59	85.37	87.8	87.5	85.71	86.42	3	0.506	528ca7395c65bbd7dbfc7ff9fb459d622bd3f5dfa7cb8d6f8bb012f047b1c2e0	85.58	73.17	86.59	86.59	85.37	87.8	87.5	85.71	86.42	3	0.477	528ca7395c65bbd7dbfc7ff9fb459d622bd3f5dfa7cb8d6f8bb012f047b1c2e0	99.45	86.34	93.17	93.17	89.27	97.07	96.92	90.09	92.9	10.25	109240.0	0.0	0.05	0.01	0.01	0.05	0.07	0.08	0.03	0.01	0.0	55680.0	416.48	("c2c73f447eeb9003f75580bb2d50424164a85cceefb1056310d568c60d70e105", "7fe876e8cc15c8267747c9cbd0cc6e40d8eaf16e80029a87a3c880535710304c", "af3d47ba8fa9e29fb088e0673663046c7250e392f179e0083a5ae7944b2bb87b", "0d610a585c8815e102ce962be03e0d301f4fb26da04dc9dbef89af5251744e03", "fa6e50987bcedac306f9dd52c9fafc2faaf374035de8010495ed60306d029123")	
5	20.0	fft	100	700	semitone	16000	true	stump_with_memoization	("b",2,true,"KDD-norm-partitioned-v1-breath",["Normalize","RemSilence"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	326	82	(163, 163)	(41, 41)	[60]	[(26,)]	98.16	75.61	87.8	87.8	80.49	95.12	94.29	82.98	86.84	21	15.158	60a4bb552477dfc9087194595587d6fde4b49f12553d312bd758728d28d4773c	84.97	65.85	82.93	82.93	80.49	85.37	84.62	81.4	82.5	3	0.48	6839a39adf46aa320b5d93eab1dff925170a48eb768b07a266b6a209f1d11cc9	84.97	65.85	82.93	82.93	80.49	85.37	84.62	81.4	82.5	3	0.493	6839a39adf46aa320b5d93eab1dff925170a48eb768b07a266b6a209f1d11cc9	98.16	75.61	87.8	87.8	80.49	95.12	94.29	82.98	86.84	19	8.932	37675b45aaaf3d787b713a9a31de7a900aac577aa734f618eced08533b4a60e4	84.97	65.85	82.93	82.93	80.49	85.37	84.62	81.4	82.5	3	0.466	6839a39adf46aa320b5d93eab1dff925170a48eb768b07a266b6a209f1d11cc9	84.97	65.85	82.93	82.93	80.49	85.37	84.62	81.4	82.5	3	0.468	6839a39adf46aa320b5d93eab1dff925170a48eb768b07a266b6a209f1d11cc9	99.26	77.56	88.78	88.78	80.49	97.07	96.5	83.26	87.77	9.26	109800.0	0.0	0.01	0.0	0.0	0.0	0.01	0.02	0.0	0.0	0.0	26800.0	413.538	("3beb7ee3e0d7ac25018ebf82a6218ef998d5489a1556c6ee3e564a89a44b1b4a", "4646879e1257bc09c46fc3d2654a6fd6542c66938aedd63ab27d4fdd56bc903d", "92b03e2afd320be4468b0856fe912a1fc8513def5988ff2bd371f4a581be6cc8", "70db279f04077b1ea680b9f028a7771a9bacd84bab65c4a720e1c28fa1517100", "f3053619890ffabdb6899923f4a4ec48e54b9d335a0afc21e22fd97483f04b2c")	
6	20.0	fft	100	700	semitone	16000	true	stump_with_memoization	("b",2,true,"KDD-norm-partitioned-v1-breath",["Normalize","RemSilence"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	326	82	(163, 163)	(41, 41)	[60]	[(26,)]	91.72	73.17	86.59	86.59	92.68	80.49	82.61	91.67	87.36	11	16.732	9596b8f5a7087ff13a95df56be9990452043329c55cc43c7a1febd3845307dad	85.28	73.17	86.59	86.59	90.24	82.93	84.09	89.47	87.06	3	0.469	b7640e176097289d97f07908e16e464d48703788ead6922997fd2cbf8dadfa26	85.28	73.17	86.59	86.59	90.24	82.93	84.09	89.47	87.06	3	0.467	b7640e176097289d97f07908e16e464d48703788ead6922997fd2cbf8dadfa26	91.72	73.17	86.59	86.59	92.68	80.49	82.61	91.67	87.36	11	11.126	9596b8f5a7087ff13a95df56be9990452043329c55cc43c7a1febd3845307dad	85.28	73.17	86.59	86.59	90.24	82.93	84.09	89.47	87.06	3	0.467	b7640e176097289d97f07908e16e464d48703788ead6922997fd2cbf8dadfa26	85.28	73.17	86.59	86.59	90.24	82.93	84.09	89.47	87.06	3	0.465	b7640e176097289d97f07908e16e464d48703788ead6922997fd2cbf8dadfa26	99.39	90.24	95.12	95.12	92.68	97.56	97.44	93.04	94.99	10.61	110200.0	0.0	0.03	0.01	0.01	0.03	0.0	0.0	0.02	0.01	0.01	43200.0	378.889	("74eb956ccc457de6494c3b39f38149774ddf8ba7fe0f32ee72108cb8775dcf45", "4d9263ab1c4286915378b5bd7709e413e87253c4b279bb9d2f69d35cbb1328f7", "2e95f2fcce711c44675889eef6186839bfce6189b73a1f9cb6a3aedffde737fb", "acca010a698cb7f63a3105f8fcb399ed404683e273010bf11aa1f9b65ebf1f27", "ac82093b36d36495973f4e439d105294b91aabe46e6d378b7758a246a09a00d5")	
7	20.0	fft	100	700	semitone	16000	true	stump_with_memoization	("b",2,true,"KDD-norm-partitioned-v1-breath",["Normalize","RemSilence"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	326	82	(163, 163)	(41, 41)	[60]	[(26,)]	96.32	70.73	85.37	85.37	75.61	95.12	93.94	79.59	83.78	21	11.502	316ea0d590fa52b0021d2fd1d00e930b388900dbd33de61dfc567649d73c204d	84.97	68.29	84.15	84.15	82.93	85.37	85.0	83.33	83.95	3	0.465	3dbe74ba9645efeed5f786bc9e8159cb618886714f1f458b03dc7e149a9f8641	84.97	68.29	84.15	84.15	82.93	85.37	85.0	83.33	83.95	3	0.463	3dbe74ba9645efeed5f786bc9e8159cb618886714f1f458b03dc7e149a9f8641	96.32	70.73	85.37	85.37	75.61	95.12	93.94	79.59	83.78	17	7.439	0b7355d6badb832aecf4355eb1f1cfca08349acfc694ad693f0794fa04180811	84.97	68.29	84.15	84.15	82.93	85.37	85.0	83.33	83.95	3	0.464	3dbe74ba9645efeed5f786bc9e8159cb618886714f1f458b03dc7e149a9f8641	84.97	68.29	84.15	84.15	82.93	85.37	85.0	83.33	83.95	3	0.462	3dbe74ba9645efeed5f786bc9e8159cb618886714f1f458b03dc7e149a9f8641	99.2	79.51	89.76	89.76	84.88	94.63	94.05	86.22	89.23	9.63	108560.0	0.0	0.29	0.07	0.07	0.07	0.07	0.09	0.06	0.08	0.01	9880.0	381.179	("59973e14aa483b46639023de5acc7645d5df38b49534e2eb08367b848bcfbaad", "3ae0668e88910a31d7d94375d364a26a69899c208edbf0ef82acc54b3c0f0f62", "c32283252523c05a071420fc2942fe31fd642b83034c69e185877be7a72d05b1", "a889c8013b8cc1be5f531fb32b8165289a6642b8b5b849a1f6289b5e17b2dcef", "c9cf3a157a3b8bd6c639e996ef09aa6a3a7cb68beaff8627db4a2dfa0af96c10")	
8	20.0	fft	100	700	semitone	16000	true	stump_with_memoization	("b",2,true,"KDD-norm-partitioned-v1-breath",["Normalize","RemSilence"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	326	82	(163, 163)	(41, 41)	[60]	[(26,)]	96.32	68.29	84.15	84.15	80.49	87.8	86.84	81.82	83.54	15	11.449	ad0edc4812f3fe012d3d049a1afb9d45e39bc40b593051b64841e31d6a97cd41	82.52	68.29	84.15	84.15	85.37	82.93	83.33	85.0	84.34	3	0.462	f56cf6f7db0b5a691c1bf9ecec057e151d937c6dc647671e015650464dd8bf52	82.52	68.29	84.15	84.15	85.37	82.93	83.33	85.0	84.34	3	0.462	f56cf6f7db0b5a691c1bf9ecec057e151d937c6dc647671e015650464dd8bf52	96.32	68.29	84.15	84.15	80.49	87.8	86.84	81.82	83.54	15	7.765	ad0edc4812f3fe012d3d049a1afb9d45e39bc40b593051b64841e31d6a97cd41	82.52	68.29	84.15	84.15	85.37	82.93	83.33	85.0	84.34	3	0.464	f56cf6f7db0b5a691c1bf9ecec057e151d937c6dc647671e015650464dd8bf52	82.52	68.29	84.15	84.15	85.37	82.93	83.33	85.0	84.34	3	0.469	f56cf6f7db0b5a691c1bf9ecec057e151d937c6dc647671e015650464dd8bf52	99.45	80.98	90.49	90.49	84.88	96.1	95.63	86.41	89.92	9.08	108360.0	0.0	0.13	0.03	0.03	0.04	0.05	0.06	0.03	0.04	0.0	58080.0	391.56	("caf5446ae98f79a0750f866a55e4f3077b65ce30eb81d0ae4b4e421b7e8bf7b7", "54e3e3096cebfd410c1b702738d2528684f421e81be2d1e6a14dbae85e7e3212", "e5e6a43b59c4caad7ab4f250da6ffbe7646a513aa3b0d188751c156810fbadee", "96be5aa6254ef3cbe342814d931f42dce81cdac55918a8fe6fc2ba1c09c09a43", "63f47e7e1b42f2ddc920afb592e8e1c06b0c96bfc22892a91251e51d5f11b695")	
9	20.0	fft	100	700	semitone	16000	true	stump_with_memoization	("b",2,true,"KDD-norm-partitioned-v1-breath",["Normalize","RemSilence"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	326	82	(163, 163)	(41, 41)	[60]	[(26,)]	94.79	75.61	87.8	87.8	85.37	90.24	89.74	86.05	87.5	15	12.181	7c850c045fd9b4797d9d1e2e9085aa7e71cf28c59ccb60d9a133cb2d98c8d52b	88.04	73.17	86.59	86.59	80.49	92.68	91.67	82.61	85.71	3	0.472	00b6fc2f10967e0899d7f1886747ef9b910d93b1bab45e367d5f22a31fcaf218	88.04	73.17	86.59	86.59	80.49	92.68	91.67	82.61	85.71	3	0.476	00b6fc2f10967e0899d7f1886747ef9b910d93b1bab45e367d5f22a31fcaf218	93.87	75.61	87.8	87.8	85.37	90.24	89.74	86.05	87.5	13	8.934	3fd2adf06762d92eba81eca1fc77765ee7c6190bf84eb15a79d26a647a8fa924	88.04	73.17	86.59	86.59	80.49	92.68	91.67	82.61	85.71	3	0.466	00b6fc2f10967e0899d7f1886747ef9b910d93b1bab45e367d5f22a31fcaf218	88.04	73.17	86.59	86.59	80.49	92.68	91.67	82.61	85.71	3	0.468	00b6fc2f10967e0899d7f1886747ef9b910d93b1bab45e367d5f22a31fcaf218	99.45	81.46	90.73	90.73	82.44	99.02	98.86	84.94	89.89	9.63	101200.0	0.0	0.02	0.0	0.0	0.01	0.02	0.02	0.01	0.01	0.0	100800.0	388.215	("9d6c6ba6cd7dc32e193e60fbecb24a3a406c69f949333eff25e6b6c4e034fb48", "49fce98a01e69214b42864ae712b9e445665892b5349e1cd19f03c004557cc7f", "e95526d4237690d0a191941276d610fe042f5ef0e68bd36e869d3e390c56ad13", "00689cc218a838e5bc2cf1cd301027cf66882cd675622767c8e25963d0866dd8", "1023cdf49b787b8743418e1a19586b2a06d3d5a507bd62ee1f9d4afc39ee04ca")	
10	20.0	fft	100	700	semitone	16000	true	stump_with_memoization	("b",2,true,"KDD-norm-partitioned-v1-breath",["Normalize","RemSilence"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	326	82	(163, 163)	(41, 41)	[60]	[(26,)]	91.41	60.98	80.49	80.49	87.8	73.17	76.6	85.71	81.82	11	10.384	8a821abac4309d8ae61bd7eaeb1d4c5d3e04da9b366e593a0f005d97763ae933	86.5	58.54	79.27	79.27	82.93	75.61	77.27	81.58	80.0	3	0.471	de63d9db30b16820a0f6cbd9e26395e48294f8cd4961228eb46fd73f3f33b6f3	86.5	58.54	79.27	79.27	82.93	75.61	77.27	81.58	80.0	3	0.474	de63d9db30b16820a0f6cbd9e26395e48294f8cd4961228eb46fd73f3f33b6f3	91.41	60.98	80.49	80.49	87.8	73.17	76.6	85.71	81.82	9	8.175	b052e4b88cf5e9c536f29ec4b66b55b607c6dc0d40863db3572604f49e535db5	86.5	58.54	79.27	79.27	82.93	75.61	77.27	81.58	80.0	3	0.472	de63d9db30b16820a0f6cbd9e26395e48294f8cd4961228eb46fd73f3f33b6f3	86.5	58.54	79.27	79.27	82.93	75.61	77.27	81.58	80.0	3	0.473	de63d9db30b16820a0f6cbd9e26395e48294f8cd4961228eb46fd73f3f33b6f3	99.63	77.56	88.78	88.78	82.93	94.63	93.93	84.71	88.09	7.91	105040.0	0.0	0.01	0.0	0.0	0.0	0.01	0.01	0.0	0.0	0.0	54280.0	465.614	("adf0af97eb1f4c220cf729f8601899f40a74e68ce5f894c6a9c9954beff07cc8", "3e07417891580f56cf422f3ff1fc88063f3a80cff0f010ee185d9dd74083e118", "97c70acab69f33517bb50944a67190080ba7ce92a75bd99c4b336c83e4cd6a9d", "d743f37ba5840869c570802d08005e5184f6531596e36cc0650c9c15bf95dd8e", "7d047ef862d0856580c65c0a68073d282e44edf758ae9edc5d84406de5843edf")	
