Dataseed	minfreq	base_freq	base_freq_min	base_freq_max	fbtype	exec_max_sample_rate	exec_ignore_low_sr_samples	use_training_form	exec_n_ver_n_task_use_aug_dataset_dir_preprocess	nbands	wintime_steptime_dataset_kwargs	use_full_mfcc	test_operators	ontology	# insts (TRAIN)	# insts (TEST)	class_counts (TRAIN)	class_counts (TEST)	n_features	channel_size	T(entropy,2,0.01,0.4)train_accuracy	T(entropy,2,0.01,0.4)K	T(entropy,2,0.01,0.4)accuracy	T(entropy,2,0.01,0.4)macro_sensitivity	T(entropy,2,0.01,0.4)safe_macro_sensitivity	T(entropy,2,0.01,0.4)safe_macro_specificity	T(entropy,2,0.01,0.4)safe_macro_PPV	T(entropy,2,0.01,0.4)safe_macro_NPV	T(entropy,2,0.01,0.4)safe_macro_F1	T(entropy,2,0.01,0.4)n_nodes	T(entropy,2,0.01,0.4)t	T(entropy,2,0.01,0.4)hash	T(entropy,2,0.01,0.5)train_accuracy	T(entropy,2,0.01,0.5)K	T(entropy,2,0.01,0.5)accuracy	T(entropy,2,0.01,0.5)macro_sensitivity	T(entropy,2,0.01,0.5)safe_macro_sensitivity	T(entropy,2,0.01,0.5)safe_macro_specificity	T(entropy,2,0.01,0.5)safe_macro_PPV	T(entropy,2,0.01,0.5)safe_macro_NPV	T(entropy,2,0.01,0.5)safe_macro_F1	T(entropy,2,0.01,0.5)n_nodes	T(entropy,2,0.01,0.5)t	T(entropy,2,0.01,0.5)hash	T(entropy,2,0.01,0.6)train_accuracy	T(entropy,2,0.01,0.6)K	T(entropy,2,0.01,0.6)accuracy	T(entropy,2,0.01,0.6)macro_sensitivity	T(entropy,2,0.01,0.6)safe_macro_sensitivity	T(entropy,2,0.01,0.6)safe_macro_specificity	T(entropy,2,0.01,0.6)safe_macro_PPV	T(entropy,2,0.01,0.6)safe_macro_NPV	T(entropy,2,0.01,0.6)safe_macro_F1	T(entropy,2,0.01,0.6)n_nodes	T(entropy,2,0.01,0.6)t	T(entropy,2,0.01,0.6)hash	T(entropy,4,0.01,0.4)train_accuracy	T(entropy,4,0.01,0.4)K	T(entropy,4,0.01,0.4)accuracy	T(entropy,4,0.01,0.4)macro_sensitivity	T(entropy,4,0.01,0.4)safe_macro_sensitivity	T(entropy,4,0.01,0.4)safe_macro_specificity	T(entropy,4,0.01,0.4)safe_macro_PPV	T(entropy,4,0.01,0.4)safe_macro_NPV	T(entropy,4,0.01,0.4)safe_macro_F1	T(entropy,4,0.01,0.4)n_nodes	T(entropy,4,0.01,0.4)t	T(entropy,4,0.01,0.4)hash	T(entropy,4,0.01,0.5)train_accuracy	T(entropy,4,0.01,0.5)K	T(entropy,4,0.01,0.5)accuracy	T(entropy,4,0.01,0.5)macro_sensitivity	T(entropy,4,0.01,0.5)safe_macro_sensitivity	T(entropy,4,0.01,0.5)safe_macro_specificity	T(entropy,4,0.01,0.5)safe_macro_PPV	T(entropy,4,0.01,0.5)safe_macro_NPV	T(entropy,4,0.01,0.5)safe_macro_F1	T(entropy,4,0.01,0.5)n_nodes	T(entropy,4,0.01,0.5)t	T(entropy,4,0.01,0.5)hash	T(entropy,4,0.01,0.6)train_accuracy	T(entropy,4,0.01,0.6)K	T(entropy,4,0.01,0.6)accuracy	T(entropy,4,0.01,0.6)macro_sensitivity	T(entropy,4,0.01,0.6)safe_macro_sensitivity	T(entropy,4,0.01,0.6)safe_macro_specificity	T(entropy,4,0.01,0.6)safe_macro_PPV	T(entropy,4,0.01,0.6)safe_macro_NPV	T(entropy,4,0.01,0.6)safe_macro_F1	T(entropy,4,0.01,0.6)n_nodes	T(entropy,4,0.01,0.6)t	T(entropy,4,0.01,0.6)hash	RF(0.7,50,half,all)train_accuracy	RF(0.7,50,half,all)K	RF(0.7,50,half,all)accuracy	RF(0.7,50,half,all)macro_sensitivity	RF(0.7,50,half,all)safe_macro_sensitivity	RF(0.7,50,half,all)safe_macro_specificity	RF(0.7,50,half,all)safe_macro_PPV	RF(0.7,50,half,all)safe_macro_NPV	RF(0.7,50,half,all)safe_macro_F1	RF(0.7,50,half,all)oob_error	RF(0.7,50,half,all)n_nodes	RF(0.7,50,half,all)σ² train_accuracy	RF(0.7,50,half,all)σ² K	RF(0.7,50,half,all)σ² accuracy	RF(0.7,50,half,all)σ² macro_sensitivity	RF(0.7,50,half,all)σ² safe_macro_sensitivity	RF(0.7,50,half,all)σ² safe_macro_specificity	RF(0.7,50,half,all)σ² safe_macro_PPV	RF(0.7,50,half,all)σ² safe_macro_NPV	RF(0.7,50,half,all)σ² safe_macro_F1	RF(0.7,50,half,all)σ² oob_error	RF(0.7,50,half,all)σ² n_nodes	RF(0.7,50,half,all)t	RF(0.7,50,half,all)hash	
8	20.0	autocor	200	700	semitone	16000	true	stump_with_memoization	("b",1,false,"KDD-norm-partitioned-v1-breath",["Normalize","RemSilence"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	982	246	(491, 491)	(123, 123)	[60]	[(44,)]	93.18	65.04	82.52	82.52	87.8	77.24	79.41	86.36	83.4	85	80.479	e143970b54bc48d6e7648fc45e7fc226cef2407b67ed183d829c889e2272902c	89.1	64.23	82.11	82.11	82.93	81.3	81.6	82.64	82.26	61	60.61	9859bae2099fe67b04568eddb54c0107543ac13b918c88cc46ee955dd7196210	76.48	60.16	80.08	80.08	79.67	80.49	80.33	79.84	80.0	9	13.057	8df7dc22f033f686eec69bba7d699296fd18f928d8555753406acaa3b82d4fc1	93.48	60.16	80.08	80.08	86.99	73.17	76.43	84.91	81.37	93	77.259	3fcb8d28710c3623a49ea7cf59c48e2273fe1e85cec774adc0e180d5a836165b	88.8	63.41	81.71	81.71	82.93	80.49	80.95	82.5	81.93	61	60.281	0aed5846054d9e2ac3778d86c383df7d8a40f673a935ac252bc863ca796051a3	76.48	60.16	80.08	80.08	79.67	80.49	80.33	79.84	80.0	9	13.348	8df7dc22f033f686eec69bba7d699296fd18f928d8555753406acaa3b82d4fc1	99.57	71.87	85.93	85.93	85.04	86.83	86.6	85.3	85.81	19.65	524040.0	0.0	0.07	0.02	0.02	0.02	0.03	0.03	0.01	0.02	0.0	226080.0	4437.536	("aa4d4ea0762766a11ecff43f368217a5e3d0bfabefd0723c722ab408f2781e32", "bf541df29dd5a209fd67f3bb04d951e92cfcbdbd137d5c2822d704fe94a72456", "b5f26f8a30ed60d4cf2d6d2cc79d0e765483db3ff1de5e6678e0817bada71114", "6ee5a408181a871d6e24ab6bb3c497036218116361b92742ab12b52235e09406", "5a0f4e6f631276a670b82520656c7a42ade39d8d3d3d711d3fad0211722caff7")	
9	20.0	autocor	200	700	semitone	16000	true	stump_with_memoization	("b",1,false,"KDD-norm-partitioned-v1-breath",["Normalize","RemSilence"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	982	246	(491, 491)	(123, 123)	[60]	[(44,)]	91.85	52.03	76.02	76.02	78.05	73.98	75.0	77.12	76.49	81	62.761	afa537d7f6558f34ec61d4952258091e2189537fc8f9e1a436a5eeaa128ddb63	84.32	51.22	75.61	75.61	75.61	75.61	75.61	75.61	75.61	23	31.174	7ecd6f8718bc4dca54e73e7c14466ba6360e75b41889b6dc1d1f099193e2588e	77.29	52.85	76.42	76.42	76.42	76.42	76.42	76.42	76.42	7	7.801	0c3bed2ae1efbc1124ec98712e340490b2034240ddad683b7701149503cfc511	91.45	49.59	74.8	74.8	78.86	70.73	72.93	76.99	75.78	71	59.174	bc6a42e43d158cb32ca3f16126ebfd5bd02345fe3717d91dc3f6fdf05cb0708e	84.32	51.22	75.61	75.61	75.61	75.61	75.61	75.61	75.61	23	30.485	7ecd6f8718bc4dca54e73e7c14466ba6360e75b41889b6dc1d1f099193e2588e	77.29	52.85	76.42	76.42	76.42	76.42	76.42	76.42	76.42	7	8.079	0c3bed2ae1efbc1124ec98712e340490b2034240ddad683b7701149503cfc511	99.53	60.33	80.16	80.16	78.21	82.11	81.39	79.05	79.76	17.58	504800.0	0.0	0.03	0.01	0.01	0.03	0.0	0.0	0.02	0.01	0.0	180800.0	4296.815	("dd3f0fab3c968ca3c20ac635d12d220433e93bb5bc8438838130056ffb920853", "df68ace504d1eb73bf1bed05079a1719bc7e470ba0b96a00f636040e08b47a6d", "17f3f29bc81af5dbf5112f638db6926bda720f1c247d40e713487e8086726a1e", "8712fff7afabee3b685c853cfa2da24eb8eab79280336389fa2de2075206953e", "d4735d3365c434c3be309c168b08a5bdaeb3b6a98dd2c8354d1ce5399919d1ec")	
10	20.0	autocor	200	700	semitone	16000	true	stump_with_memoization	("b",1,false,"KDD-norm-partitioned-v1-breath",["Normalize","RemSilence"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	982	246	(491, 491)	(123, 123)	[60]	[(44,)]	91.96	52.03	76.02	76.02	77.24	74.8	75.4	76.67	76.31	77	88.682	990e5fb6a357ce49ff62ee47cd98119f3ac1f2936dcb4938000ec6905919878b	86.56	55.28	77.64	77.64	77.24	78.05	77.87	77.42	77.55	45	70.282	a297988277094b3dc633dcad578834d4a7f1d22ec87fe2ddcdc711420af856bc	76.68	51.22	75.61	75.61	76.42	74.8	75.2	76.03	75.81	7	7.552	a5243b1ce2ef21e9e4758bad8bfeb55ee44f947d30ab337531cc177850e50437	91.85	48.78	74.39	74.39	75.61	73.17	73.81	75.0	74.7	73	84.209	6be58624fb9d00d6acdabadf8a46c5bfb7f92d8f72e23bd5a43b0c0dc16a7b36	86.56	55.28	77.64	77.64	77.24	78.05	77.87	77.42	77.55	41	69.949	96edbe3acfa689af19c576c844c1f0e4d06806cffcc77826acc0158aa2a80fab	76.68	51.22	75.61	75.61	76.42	74.8	75.2	76.03	75.81	7	7.781	a5243b1ce2ef21e9e4758bad8bfeb55ee44f947d30ab337531cc177850e50437	99.53	60.16	80.08	80.08	77.24	82.93	81.91	78.46	79.5	18.04	500200.0	0.0	0.03	0.01	0.01	0.01	0.02	0.01	0.01	0.01	0.01	177000.0	4127.125	("9612aeb41a72c91ece5c60e7dbe36e37a222c7baf1a4fecd2c8cbdd5943b68da", "091a4c70ce6b5c85af7051004d53ff086b7b88a252c0ed3252da948a06770d67", "ff9a71b0efbc3f71df534510debad3be26eb4d5d4604c4320faa102c09077408", "d6bf0ee2a695c73376b24b9d806fd2ab3986dcf5318923804297ee6b10e3dac6", "b78331b1f01b9028c5fa8cdf03c1d9fe6491153030481d7f59c19b73900e9940")	
1	20.0	fft	100	700	fcmel	16000	true	stump_with_memoization	("b",2,true,"KDD-norm-partitioned-v1-breath",["Normalize","RemSilence"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	326	82	(163, 163)	(41, 41)	[60]	[(26,)]	92.33	51.22	75.61	75.61	73.17	78.05	76.92	74.42	75.0	17	73.356	6e2df64837a7654208af2de27c094aaebb93b682b32bc0028a850630e61e065a	91.41	48.78	74.39	74.39	73.17	75.61	75.0	73.81	74.07	13	16.03	753ba1d95fc06abc41fc0568b729d705e0e1c8b968c836c45724cf255e8abf25	81.29	46.34	73.17	73.17	75.61	70.73	72.09	74.36	73.81	5	10.355	ffa286a6442e9a90647f0941604c82277ace60bd125e9c60805d29af44a4eca8	92.02	48.78	74.39	74.39	73.17	75.61	75.0	73.81	74.07	15	15.844	a1a8a5594ae908978c3660c636bc1cea6de7237b94ba9033fb8ca430cf652c52	91.41	48.78	74.39	74.39	73.17	75.61	75.0	73.81	74.07	13	15.715	753ba1d95fc06abc41fc0568b729d705e0e1c8b968c836c45724cf255e8abf25	81.29	46.34	73.17	73.17	75.61	70.73	72.09	74.36	73.81	5	10.249	ffa286a6442e9a90647f0941604c82277ace60bd125e9c60805d29af44a4eca8	99.88	64.88	82.44	82.44	74.63	90.24	88.66	78.33	80.82	10.0	146280.0	0.0	0.26	0.06	0.06	0.49	0.12	0.09	0.19	0.13	0.02	71320.0	543.134	("b1dcc2fc6ae0c81bfd0f7a0a86cfb03db700185ea6ed549dab89a45b0146f9e3", "edc53643e6632bc8f27544a59e30db6777ede21ccde4a6765de6a3bb4abddb4a", "903e3668bc2a36868460f5860b9fe418ea056a33087de001e69ab9f043e24973", "80dd0b78c25a13beaa916d151c809c883ea201096aad4e5fdc3d26a3267bfc30", "e3ae7013fb06db9a53f1b2cf3f5054600be0ee4e96333135de6014e93de20801")	
2	20.0	fft	100	700	fcmel	16000	true	stump_with_memoization	("b",2,true,"KDD-norm-partitioned-v1-breath",["Normalize","RemSilence"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	326	82	(163, 163)	(41, 41)	[60]	[(26,)]	95.71	73.17	86.59	86.59	90.24	82.93	84.09	89.47	87.06	27	42.106	fcab44fa374390012307da5235522d3775aca3bb7acd5f3947b7246f7f69ddcc	94.17	70.73	85.37	85.37	87.8	82.93	83.72	87.18	85.71	23	23.792	5efcc17ceb0ae85805b6075a243b5aee5b1c72b4566c261a2ac321e9ea1ae108	84.97	58.54	79.27	79.27	95.12	63.41	72.22	92.86	82.11	9	10.461	8f7ebf6e8f0a523f5913ee1b5d4c13a99575f75cfd442a9509a2855594c7c17c	94.79	68.29	84.15	84.15	87.8	80.49	81.82	86.84	84.71	27	23.767	56674ef5b8e8c1c9b4f28419cded0dae43b443118853f972fc2f811be88f266f	94.17	70.73	85.37	85.37	87.8	82.93	83.72	87.18	85.71	23	23.182	5efcc17ceb0ae85805b6075a243b5aee5b1c72b4566c261a2ac321e9ea1ae108	84.97	58.54	79.27	79.27	95.12	63.41	72.22	92.86	82.11	9	10.331	8f7ebf6e8f0a523f5913ee1b5d4c13a99575f75cfd442a9509a2855594c7c17c	99.82	78.54	89.27	89.27	93.66	84.88	86.2	93.09	89.74	12.7	157400.0	0.0	0.1	0.03	0.03	0.02	0.16	0.09	0.01	0.02	0.01	7800.0	487.436	("ebf8ba1ee563dd5b4d4a0d9d60fd11ebae6c738c3c0b3dc6397a599a985d84f6", "009a524546662eb634ee800b1482e9381a0225b3f191aa7b00493f405e1ef760", "2f5cf2f11ed3772604838f93b773fb48617fd0f28916ede521dbfb7e9fd6e815", "0be22f7858e3f7f9880e4be4889c45ee85543afca61e897f8169882301b195e0", "15c6843d291d80e6bcdc19060e06b586f98eecf2e4bc37d21d5e1989d912936b")	
3	20.0	fft	100	700	fcmel	16000	true	stump_with_memoization	("b",2,true,"KDD-norm-partitioned-v1-breath",["Normalize","RemSilence"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	326	82	(163, 163)	(41, 41)	[60]	[(26,)]	90.18	58.54	79.27	79.27	85.37	73.17	76.09	83.33	80.46	17	23.275	d276967b23c7cebd8561505fdeec718aa4c0068d306f4d2da3006b2da8ea147e	88.34	60.98	80.49	80.49	85.37	75.61	77.78	83.78	81.4	13	12.303	2e1db740d4601de796e4cf4fd5994dc0d7a2dc3d0a3e8498b8f659c15aeb65e8	84.66	58.54	79.27	79.27	82.93	75.61	77.27	81.58	80.0	9	11.321	ee3fe0ca2214a1e71c37d81a510851e68621d0df7cd85b9f1c80ebc5f981ce4e	90.18	60.98	80.49	80.49	87.8	73.17	76.6	85.71	81.82	15	12.209	85f251ed59b8ddcec6ccb7b56c974016c8bfc0ad363a7c78d2b566eeb580db29	88.34	60.98	80.49	80.49	85.37	75.61	77.78	83.78	81.4	13	12.228	2e1db740d4601de796e4cf4fd5994dc0d7a2dc3d0a3e8498b8f659c15aeb65e8	84.66	58.54	79.27	79.27	82.93	75.61	77.27	81.58	80.0	9	11.398	ee3fe0ca2214a1e71c37d81a510851e68621d0df7cd85b9f1c80ebc5f981ce4e	99.75	79.02	89.51	89.51	93.17	85.85	86.84	92.67	89.88	13.01	155840.0	0.0	0.08	0.02	0.02	0.04	0.04	0.03	0.04	0.02	0.01	141880.0	465.112	("13c92900282cf2dca49b987122d8f3425e751e16cdb469411216208a3b142da1", "465e5f7ed139fb1d026a133b13d813206a0090455495b1ba903233599112b681", "e65f82e83b334e1074731cf95f581154f8ca7a6478d971fd1fc950be54763d2c", "93632f26556132b9fef60c604547f1c1cc11d0f124c529917bfb77ec7a51e2f7", "9e36326e82ba58bf08e9c97ed14930152fdea55e0296d6518ea9d256cd20e16a")	
4	20.0	fft	100	700	fcmel	16000	true	stump_with_memoization	("b",2,true,"KDD-norm-partitioned-v1-breath",["Normalize","RemSilence"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	326	82	(163, 163)	(41, 41)	[60]	[(26,)]	92.33	82.93	91.46	91.46	90.24	92.68	92.5	90.48	91.36	17	14.893	02fb1bed4847a04c8bb1db1e5edb350c06299a3cad7cba6246a09c540aaa9070	86.81	68.29	84.15	84.15	75.61	92.68	91.18	79.17	82.67	9	10.111	737be3ff960a8121bc590e470b3820480d4a026013d57d02c23f2bb9e1b9dc12	84.36	68.29	84.15	84.15	75.61	92.68	91.18	79.17	82.67	7	9.234	960b59f59f636bed324e0b4d500723e9bbbe71d7723dd8e6824330ba31839c26	92.33	82.93	91.46	91.46	90.24	92.68	92.5	90.48	91.36	17	11.32	02fb1bed4847a04c8bb1db1e5edb350c06299a3cad7cba6246a09c540aaa9070	86.81	68.29	84.15	84.15	75.61	92.68	91.18	79.17	82.67	9	10.08	737be3ff960a8121bc590e470b3820480d4a026013d57d02c23f2bb9e1b9dc12	84.36	68.29	84.15	84.15	75.61	92.68	91.18	79.17	82.67	7	9.229	960b59f59f636bed324e0b4d500723e9bbbe71d7723dd8e6824330ba31839c26	99.63	75.61	87.8	87.8	78.54	97.07	96.43	81.93	86.54	10.12	150440.0	0.0	0.06	0.01	0.01	0.07	0.01	0.01	0.03	0.02	0.01	20880.0	492.279	("47308d0f209e2ee43e4016044edef2b9bc24addff7a8633ec44a6f7bfab4d70d", "99ecfb5e7ce657b303f630b06510de8e9dad783636d1562eb414fb9ecc83277e", "bf009723c2444e52b393974950ef96cb2fad55ce7e8c7cc25660781751eb4e15", "141297b097093c99e63f5c7fcec8ffbb100587091924e4c8ddc35c640bf0f3fb", "54e730e5bd1d5f8a81804f2821566320b4256aa6b3cadacb448d09ce3194a9e2")	
5	20.0	fft	100	700	fcmel	16000	true	stump_with_memoization	("b",2,true,"KDD-norm-partitioned-v1-breath",["Normalize","RemSilence"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	326	82	(163, 163)	(41, 41)	[60]	[(26,)]	93.25	56.1	78.05	78.05	70.73	85.37	82.86	74.47	76.32	17	14.678	8aeb8e6b632a4de1804e7e83c5b10149e589cb13b08f1388c519c55452462de2	85.58	58.54	79.27	79.27	80.49	78.05	78.57	80.0	79.52	9	10.15	038949df520fd17582437cd2cacc95208de2004863828a108409dfb03fb3c693	84.36	60.98	80.49	80.49	82.93	78.05	79.07	82.05	80.95	7	9.558	214f34c3565a609407df10d7b18d7f0acc73e2f47a9f8e9bd59fb217d29fbb6c	93.25	56.1	78.05	78.05	70.73	85.37	82.86	74.47	76.32	17	11.82	8aeb8e6b632a4de1804e7e83c5b10149e589cb13b08f1388c519c55452462de2	85.58	58.54	79.27	79.27	80.49	78.05	78.57	80.0	79.52	9	10.332	038949df520fd17582437cd2cacc95208de2004863828a108409dfb03fb3c693	84.36	60.98	80.49	80.49	82.93	78.05	79.07	82.05	80.95	7	9.686	214f34c3565a609407df10d7b18d7f0acc73e2f47a9f8e9bd59fb217d29fbb6c	99.57	77.56	88.78	88.78	85.37	92.2	91.59	86.46	88.32	11.72	151160.0	0.0	0.49	0.12	0.12	0.33	0.04	0.05	0.22	0.15	0.01	72280.0	482.803	("4421570da824c2f1a9f403716868d6269f7db1bee30d3b8eff6791627f8f0a2e", "bd6141aee227d9098f1b7c36073174b862a68ffa41e0527db6a51e6110e6000f", "680b8134dc0ab9d0cab8813846ae458bb2adc85f694309601738da63271ed656", "5e95ca625c443539662a59fc48f3097148ead6ef456c14d80e6bb6f106e1cd00", "7cca857e2c74c66fc6f1e7f323c4242e2d9f199a541882bd5f732b3c40d64301")	
6	20.0	fft	100	700	fcmel	16000	true	stump_with_memoization	("b",2,true,"KDD-norm-partitioned-v1-breath",["Normalize","RemSilence"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	326	82	(163, 163)	(41, 41)	[60]	[(26,)]	91.41	70.73	85.37	85.37	87.8	82.93	83.72	87.18	85.71	17	13.475	b80929da9796568ca5a41e130d9d733ad369ec32a81942b3e8a84b9908e0a3c5	87.12	60.98	80.49	80.49	78.05	82.93	82.05	79.07	80.0	11	11.175	2678ff5478ae9bbad8a7752534321b245de2e45d41ab6ad48c753ca5bf09ef41	84.97	58.54	79.27	79.27	78.05	80.49	80.0	78.57	79.01	9	10.619	e04c4dcb973e004e7f0ebec0f4630dd1cb3c5e9064638adaa91da71f1e945f3e	91.41	70.73	85.37	85.37	87.8	82.93	83.72	87.18	85.71	17	11.284	b80929da9796568ca5a41e130d9d733ad369ec32a81942b3e8a84b9908e0a3c5	87.12	60.98	80.49	80.49	78.05	82.93	82.05	79.07	80.0	11	11.321	2678ff5478ae9bbad8a7752534321b245de2e45d41ab6ad48c753ca5bf09ef41	84.97	58.54	79.27	79.27	78.05	80.49	80.0	78.57	79.01	9	10.868	e04c4dcb973e004e7f0ebec0f4630dd1cb3c5e9064638adaa91da71f1e945f3e	99.75	84.39	92.2	92.2	86.83	97.56	97.26	88.22	91.7	12.82	159040.0	0.0	0.32	0.08	0.08	0.23	0.03	0.04	0.15	0.1	0.02	114480.0	517.507	("f9289f499a88f38d03305fe5efe2085ae41da0dddddd948eb988c64828c56ae5", "f8dba3685b5eee854c499dccdcc5af49b311b543983a421967133e9bfd946893", "7d555eb63e7abdf52961a1c6e7784e43889035f6857356f3149f5d217b221472", "d2beef73bff2cba5ddbc1be3c73db04149faac5466d43a8b0df209a46b08b4cf", "bf8ba246784f70db8a3cc76f4d1a32f41106cabdf5b51670ef4ed8999b1e37ab")	
7	20.0	fft	100	700	fcmel	16000	true	stump_with_memoization	("b",2,true,"KDD-norm-partitioned-v1-breath",["Normalize","RemSilence"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	326	82	(163, 163)	(41, 41)	[60]	[(26,)]	93.87	58.54	79.27	79.27	82.93	75.61	77.27	81.58	80.0	25	20.761	c6fdd0e1625adf01ca0d849a059ac0bb759f668ae2465a21cfbf0b1ef8dde4ee	87.42	53.66	76.83	76.83	85.37	68.29	72.92	82.35	78.65	17	12.991	587f406e675ab17692e03168a052504bc293e5edd0e25ee6e9fbdcd1107106e0	87.42	53.66	76.83	76.83	87.8	65.85	72.0	84.38	79.12	15	12.955	d8ed8d6341edd32326795c266cb17c705f194f02bd0a4fedbda0bae2365a3f68	93.87	58.54	79.27	79.27	85.37	73.17	76.09	83.33	80.46	23	17.499	4997ed2d5558074ff446dd6433bdef014251c8cc5b6e51bdef1ea35d40b2c86d	87.42	53.66	76.83	76.83	87.8	65.85	72.0	84.38	79.12	15	12.975	d8ed8d6341edd32326795c266cb17c705f194f02bd0a4fedbda0bae2365a3f68	87.42	53.66	76.83	76.83	87.8	65.85	72.0	84.38	79.12	15	12.924	d8ed8d6341edd32326795c266cb17c705f194f02bd0a4fedbda0bae2365a3f68	99.63	77.07	88.54	88.54	87.8	89.27	89.19	88.02	88.46	10.92	151800.0	0.0	0.26	0.06	0.06	0.09	0.14	0.12	0.08	0.06	0.01	92200.0	499.11	("bd57ade641d7bc3fe4d9a8d3d4bab1ec6862fc39ed41f75ffe8e71c473970e93", "ce5ca3a42feabfce2ef612599334cbdd68eb98574524afa209df3ffce3cdde03", "8c04f24b99a13105585834128be7f06b91b4457462a668b530caf8f3100d6e86", "a93f15f8697c6aa1322b0f414baaf6d784505002a56625f46a99e3eb3120c838", "218107bc6bbb2926bb8b791526846042076bfbb1f82849dd00d63ecffcd4e295")	
8	20.0	fft	100	700	fcmel	16000	true	stump_with_memoization	("b",2,true,"KDD-norm-partitioned-v1-breath",["Normalize","RemSilence"])	30	((0.025,0.01),(max_points = 50,ma_size = 30,ma_step = 20))	false	TestOp_80	IA	326	82	(163, 163)	(41, 41)	[60]	[(26,)]	95.09	58.54	79.27	79.27	82.93	75.61	77.27	81.58	80.0	23	16.799	099eba511ffae0efcaf807ba77aa4936da3825d4c8b302a821df6ca42e719f82	86.2	43.9	71.95	71.95	70.73	73.17	72.5	71.43	71.6	9	12.423	9dd0a5a76d486e5efdd56c394e255dadfac9e62438161084f6227a680e435c1f	83.13	39.02	69.51	69.51	63.41	75.61	72.22	67.39	67.53	7	10.944	e282896c7644d919f6e7709a96de148a1314710714241cf1bddccf0ff53eb155	94.17	58.54	79.27	79.27	82.93	75.61	77.27	81.58	80.0	23	14.728	234dc8096e7d179d74f6fd72d2ef0ed5ac7532876d39794767fab1110b18ad49	86.2	43.9	71.95	71.95	70.73	73.17	72.5	71.43	71.6	9	12.354	9dd0a5a76d486e5efdd56c394e255dadfac9e62438161084f6227a680e435c1f	83.13	39.02	69.51	69.51	63.41	75.61	72.22	67.39	67.53	7	10.953	e282896c7644d919f6e7709a96de148a1314710714241cf1bddccf0ff53eb155	99.88	73.17	86.59	86.59	81.46	91.71	91.01	83.37	85.82	11.17	148280.0	0.0	0.03	0.01	0.01	0.23	0.14	0.12	0.1	0.02	0.0	67120.0	496.467	("b0a9d11f74c2777c9400f5328ada7c3a8e1587c957341e9f4d82041f25953d44", "d4ad6cea2e3f93dfd5cd759eb589b4e5345504081a8eabeb1b43b30d7dc6fd21", "5db99dbbac3cf8548343f572ca994ae9c509fadbddd58716a2201363fba47347", "e8d1d92d61cfbc2fcd67fedd7e05d0df3f363a8c3f017faa41bbfa5fc7a37d06", "db08067262b2c65a3b1ae65838b5f784c8318d693ca99e2d9084150949816c48")	
