TIMESTAMP	FILE NAME	COMP TIME	ARGS	
26/07/2021 16:18:08	dataset_02c088c6c35b934549ba1447a612311ccf31e359e409fe1c63b7cafa60c5b78d.jld	00:00:15	((1, false), 2, (wintime = 0.025, steptime = 0.01, fbtype = :mel, window_f = DSP.Windows.hamming, pre_emphasis = 0.97, nbands = 40, sumpower = false, dither = false), (ma_size = 150, ma_step = 100), Any[], false)	
26/07/2021 16:18:14	dataset_55f6613657f00bf9d8115c6089a26e37310205fabaf4becdd33445fa94261c18.jld	00:00:06	((2, true), 2, (wintime = 0.025, steptime = 0.01, fbtype = :mel, window_f = DSP.Windows.hamming, pre_emphasis = 0.97, nbands = 40, sumpower = false, dither = false), (ma_size = 150, ma_step = 100), Any[], false)	
26/07/2021 16:18:18	dataset_4b89655192618be691bbcc0737d64a934aabac3d2e448f921f62e3760e89e3cc.jld	00:00:03	((3, true), 2, (wintime = 0.025, steptime = 0.01, fbtype = :mel, window_f = DSP.Windows.hamming, pre_emphasis = 0.97, nbands = 40, sumpower = false, dither = false), (ma_size = 150, ma_step = 100), Any[], false)	
26/07/2021 16:18:21	dataset_cbb8fde0248d334bd274105bb29baf8177e334bbaf7cfd34ebe50f93addf2e54.jld	00:00:03	((2, false), 2, (wintime = 0.025, steptime = 0.01, fbtype = :mel, window_f = DSP.Windows.hamming, pre_emphasis = 0.97, nbands = 40, sumpower = false, dither = false), (ma_size = 150, ma_step = 100), Any[], false)	
26/07/2021 16:18:24	dataset_2d92ab7afc1b8038d1568515c063e9a24976edbcc330970a9cbb0e4fb024ac92.jld	00:00:03	((3, false), 2, (wintime = 0.025, steptime = 0.01, fbtype = :mel, window_f = DSP.Windows.hamming, pre_emphasis = 0.97, nbands = 40, sumpower = false, dither = false), (ma_size = 150, ma_step = 100), Any[], false)	
26/07/2021 16:18:48	dataset_fb335ef772b9f8de0bb1defeed898227634bf2e2521f4806e402152941d53cb3.jld	00:00:24	((1, false), 3, (wintime = 0.025, steptime = 0.01, fbtype = :mel, window_f = DSP.Windows.hamming, pre_emphasis = 0.97, nbands = 40, sumpower = false, dither = false), (ma_size = 150, ma_step = 100), Any[], false)	
26/07/2021 16:18:57	dataset_5b66e1ef7aa3bf1dac82a304ba393086348fc87d9bb812d0776d6a050d83a462.jld	00:00:09	((2, true), 3, (wintime = 0.025, steptime = 0.01, fbtype = :mel, window_f = DSP.Windows.hamming, pre_emphasis = 0.97, nbands = 40, sumpower = false, dither = false), (ma_size = 150, ma_step = 100), Any[], false)	
26/07/2021 16:19:03	dataset_cbdf841dc95bb851717b34e45802c36fb600d0551c93264b23005d9a5217d30f.jld	00:00:06	((3, true), 3, (wintime = 0.025, steptime = 0.01, fbtype = :mel, window_f = DSP.Windows.hamming, pre_emphasis = 0.97, nbands = 40, sumpower = false, dither = false), (ma_size = 150, ma_step = 100), Any[], false)	
26/07/2021 16:19:08	dataset_0f6d85b178f17df095fbd954583248c47dc50f082c79d76eaabcf34c6645e39f.jld	00:00:05	((2, false), 3, (wintime = 0.025, steptime = 0.01, fbtype = :mel, window_f = DSP.Windows.hamming, pre_emphasis = 0.97, nbands = 40, sumpower = false, dither = false), (ma_size = 150, ma_step = 100), Any[], false)	
26/07/2021 16:19:13	dataset_e80ba8923ce3954968fad2650b83d9a2351108b955ad4c6932c6bc560ba4ee05.jld	00:00:04	((3, false), 3, (wintime = 0.025, steptime = 0.01, fbtype = :mel, window_f = DSP.Windows.hamming, pre_emphasis = 0.97, nbands = 40, sumpower = false, dither = false), (ma_size = 150, ma_step = 100), Any[], false)	
26/07/2021 16:19:21	dataset_aaf97b8b8e6ac25bb3281f007e1b535e7d5182816b2ad2c61dc97bc8a0fdc639.jld	00:00:08	((1, false), 1, (wintime = 0.025, steptime = 0.01, fbtype = :mel, window_f = DSP.Windows.hamming, pre_emphasis = 0.97, nbands = 40, sumpower = false, dither = false), (ma_size = 100, ma_step = 75), Any[], false)	
26/07/2021 16:19:24	dataset_d3383de25a596fc797b5695b1b9219c379600118eaa57076675bb976f9237359.jld	00:00:03	((2, true), 1, (wintime = 0.025, steptime = 0.01, fbtype = :mel, window_f = DSP.Windows.hamming, pre_emphasis = 0.97, nbands = 40, sumpower = false, dither = false), (ma_size = 100, ma_step = 75), Any[], false)	
26/07/2021 16:19:26	dataset_c7e3f2c53591fdcb10b209aacdbcd3b9d6c7e88db3de1f1b673cd4d5d92b70fc.jld	00:00:02	((3, true), 1, (wintime = 0.025, steptime = 0.01, fbtype = :mel, window_f = DSP.Windows.hamming, pre_emphasis = 0.97, nbands = 40, sumpower = false, dither = false), (ma_size = 100, ma_step = 75), Any[], false)	
26/07/2021 16:19:28	dataset_4e8fda24693caf86d92ef22aca879f4b401b2e08649f4b5e994ca820d22ab9fb.jld	00:00:02	((2, false), 1, (wintime = 0.025, steptime = 0.01, fbtype = :mel, window_f = DSP.Windows.hamming, pre_emphasis = 0.97, nbands = 40, sumpower = false, dither = false), (ma_size = 100, ma_step = 75), Any[], false)	
26/07/2021 16:19:29	dataset_0586950b57ff2cb07aab7deccac92ae4a536fd0320dca58c0f1d13044db14748.jld	00:00:01	((3, false), 1, (wintime = 0.025, steptime = 0.01, fbtype = :mel, window_f = DSP.Windows.hamming, pre_emphasis = 0.97, nbands = 40, sumpower = false, dither = false), (ma_size = 100, ma_step = 75), Any[], false)	
26/07/2021 16:19:46	dataset_5529fd8fdcd535fe241808ec436813c17a0b2a1e5277e6f03f5eb0a2ea3d8af3.jld	00:00:17	((1, false), 2, (wintime = 0.025, steptime = 0.01, fbtype = :mel, window_f = DSP.Windows.hamming, pre_emphasis = 0.97, nbands = 40, sumpower = false, dither = false), (ma_size = 100, ma_step = 75), Any[], false)	
26/07/2021 16:19:52	dataset_5308d5b3c7d19442c80d0f62666b74e42ed4b40a170eea50b6485a3b220e8474.jld	00:00:06	((2, true), 2, (wintime = 0.025, steptime = 0.01, fbtype = :mel, window_f = DSP.Windows.hamming, pre_emphasis = 0.97, nbands = 40, sumpower = false, dither = false), (ma_size = 100, ma_step = 75), Any[], false)	
26/07/2021 16:19:55	dataset_10379ab38c1eb40ad52e06e0528aa9057fb4980c61801a8f2f58d2053465a2ae.jld	00:00:04	((3, true), 2, (wintime = 0.025, steptime = 0.01, fbtype = :mel, window_f = DSP.Windows.hamming, pre_emphasis = 0.97, nbands = 40, sumpower = false, dither = false), (ma_size = 100, ma_step = 75), Any[], false)	
