class_names,EEG_B2-TR,EEG_B2-FM,EEG_B2-FMAI,EEG_B2-LP,EEG_B2-C,EEG_B3-TR,EEG_B3-FM,EEG_B3-FMAI,EEG_B3-LP,EEG_B3-C,EEG_B4-TR,EEG_B4-FM,EEG_B4-FMAI,EEG_B4-LP,EEG_B4-C,EEG_B1-TR,EEG_B1-FM,EEG_B1-FMAI,EEG_B1-LP,EEG_B1-C,EEG_B5-TR,EEG_B5-FM,EEG_B5-FMAI,EEG_B5-LP,EEG_B5-C,EEG_B6-TR,EEG_B6-FM,EEG_B6-FMAI,EEG_B6-LP,EEG_B6-C,EEG_B7-TR,EEG_B7-FM,EEG_B7-FMAI,EEG_B7-LP,EEG_B7-C,EEG_B8-TR,EEG_B8-FM,EEG_B8-FMAI,EEG_B8-LP,EEG_B8-C,EEG_B9-TR,EEG_B9-FM,EEG_B9-FMAI,EEG_B9-LP,EEG_B9-C,EEG_B20-TR,EEG_B20-FM,EEG_B20-FMAI,EEG_B20-LP,EEG_B20-C
10.0,"[-2.1382, -2.8752]","[5.0, 5.0]","[1.0, 1.0]","[2.0, 1.0]","[1.0, 1.0]","[-2.0998, -2.8822]","[5.0, 5.0]","[1.0, 1.0]","[2.0, 1.0]","[1.0, 1.0]","[-2.1473, -2.8136]","[2.0, 5.0]","[1.0, 3.0]","[2.0, 2.0]","[1.0, 1.0]","[-2.1575, -2.8689]","[5.0, 5.0]","[1.0, 1.0]","[2.0, 1.0]","[1.0, 1.0]","[-2.7656, -2.3261]","[2.0, 5.0]","[3.0, 3.0]","[2.0, 3.0]","[1.0, 1.0]","[-3.7702, -1.2386]","[1.0, 5.0]","[1.0, 3.0]","[1.0, 3.0]","[1.0, 2.0]","[-2.0268, -0.8724]","[1.0, 3.0]","[3.0, 1.0]","[2.0, 3.0]","[1.0, 2.0]","[-1.5897, -0.819]","[1.0, 3.0]","[1.0, 3.0]","[2.0, 3.0]","[1.0, 2.0]","[-0.3888, -0.6573]","[3.0, 3.0]","[3.0, 3.0]","[3.0, 3.0]","[1.0, 2.0]","[-0.8065, -1.9747]","[1.0, 5.0]","[1.0, 3.0]","[2.0, 3.0]","[3.0, 1.0]"
11.0,"[-1.7623, -1.8676, -1.2575]","[3.0, 1.0, 3.0]","[3.0, 1.0, 3.0]","[3.0, 2.0, 2.0]","[1.0, 1.0, 2.0]","[-1.6435, -2.2196, -1.6031]","[5.0, 1.0, 3.0]","[1.0, 1.0, 3.0]","[3.0, 2.0, 2.0]","[1.0, 1.0, 2.0]","[-1.3737, -3.1896, -2.3349]","[2.0, 1.0, 3.0]","[1.0, 1.0, 3.0]","[2.0, 2.0, 2.0]","[1.0, 1.0, 2.0]","[-1.7922, -1.7857, -1.1686]","[3.0, 1.0, 3.0]","[1.0, 1.0, 3.0]","[3.0, 2.0, 2.0]","[1.0, 1.0, 2.0]","[-1.2092, -4.0649, -2.4268]","[1.0, 1.0, 3.0]","[1.0, 1.0, 3.0]","[2.0, 1.0, 3.0]","[2.0, 1.0, 2.0]","[-0.1133, -3.5073, -1.1179]","[1.0, 2.0, 1.0]","[1.0, 3.0, 3.0]","[2.0, 1.0, 3.0]","[1.0, 1.0, 2.0]","[-3.4247, -2.9377, -0.9976]","[2.0, 2.0, 1.0]","[3.0, 3.0, 3.0]","[1.0, 1.0, 3.0]","[1.0, 1.0, 2.0]","[-2.9969, -2.3281, -1.0019]","[1.0, 2.0, 1.0]","[3.0, 3.0, 3.0]","[1.0, 1.0, 3.0]","[2.0, 1.0, 2.0]","[0.6113, -1.5546, -0.4081]","[2.0, 2.0, 1.0]","[3.0, 3.0, 3.0]","[1.0, 1.0, 3.0]","[2.0, 1.0, 2.0]","[-1.9982, 0.4963, -0.0237]","[2.0, 2.0, 1.0]","[3.0, 3.0, 3.0]","[2.0, 1.0, 3.0]","[2.0, 2.0, 2.0]"
12.0,"[-1.1388, -2.9622, -2.0434]","[5.0, 2.0, 3.0]","[3.0, 3.0, 1.0]","[2.0, 2.0, 3.0]","[3.0, 1.0, 1.0]","[-1.0488, -3.125, -2.102]","[5.0, 2.0, 3.0]","[3.0, 3.0, 1.0]","[2.0, 2.0, 3.0]","[2.0, 1.0, 1.0]","[-2.006, -3.523, -2.2525]","[1.0, 2.0, 3.0]","[3.0, 3.0, 3.0]","[2.0, 1.0, 3.0]","[2.0, 1.0, 1.0]","[-1.2604, -2.9204, -2.0278]","[5.0, 2.0, 3.0]","[3.0, 3.0, 1.0]","[2.0, 2.0, 3.0]","[3.0, 1.0, 1.0]","[-3.6858, -3.7994, -2.6025]","[1.0, 2.0, 1.0]","[1.0, 3.0, 3.0]","[1.0, 1.0, 2.0]","[1.0, 1.0, 1.0]","[-4.3255, -3.3879, -2.7192]","[1.0, 2.0, 1.0]","[1.0, 3.0, 3.0]","[2.0, 1.0, 2.0]","[2.0, 1.0, 1.0]","[-3.6098, -3.6628, -1.7381]","[1.0, 2.0, 3.0]","[1.0, 3.0, 3.0]","[2.0, 1.0, 3.0]","[2.0, 1.0, 1.0]","[-2.8538, -3.6038, -1.3002]","[1.0, 3.0, 3.0]","[3.0, 3.0, 3.0]","[2.0, 1.0, 3.0]","[2.0, 1.0, 1.0]","[-1.9039, -3.4206, -1.4204]","[1.0, 1.0, 3.0]","[3.0, 1.0, 3.0]","[2.0, 1.0, 2.0]","[1.0, 1.0, 2.0]","[-1.7877, -1.6457, -0.4687]","[1.0, 2.0, 3.0]","[3.0, 3.0, 1.0]","[2.0, 1.0, 3.0]","[2.0, 1.0, 3.0]"
13.0,"[-3.3372, -2.239]","[2.0, 2.0]","[3.0, 3.0]","[2.0, 2.0]","[3.0, 1.0]","[-2.5204, -2.3268]","[2.0, 2.0]","[3.0, 3.0]","[2.0, 2.0]","[3.0, 1.0]","[0.3656, -2.6308]","[2.0, 2.0]","[3.0, 3.0]","[2.0, 2.0]","[3.0, 1.0]","[-3.4922, -2.2181]","[2.0, 2.0]","[3.0, 3.0]","[2.0, 2.0]","[3.0, 1.0]","[1.8558, -3.8055]","[2.0, 1.0]","[3.0, 1.0]","[2.0, 1.0]","[3.0, 1.0]","[1.6808, -3.5555]","[2.0, 1.0]","[3.0, 1.0]","[2.0, 2.0]","[3.0, 2.0]","[0.3369, -1.0633]","[2.0, 1.0]","[3.0, 1.0]","[2.0, 2.0]","[3.0, 2.0]","[-1.2378, -0.0441]","[2.0, 1.0]","[3.0, 3.0]","[2.0, 2.0]","[3.0, 2.0]","[-1.4426, 0.4541]","[2.0, 1.0]","[3.0, 1.0]","[2.0, 2.0]","[3.0, 2.0]","[-0.1177, -1.9404]","[1.0, 1.0]","[1.0, 1.0]","[2.0, 2.0]","[2.0, 2.0]"
14.0,"[-2.7559, -0.9629]","[2.0, 3.0]","[3.0, 1.0]","[2.0, 2.0]","[1.0, 2.0]","[-2.8313, -1.0201]","[2.0, 3.0]","[3.0, 3.0]","[2.0, 2.0]","[1.0, 2.0]","[-2.9638, -1.3484]","[2.0, 3.0]","[3.0, 3.0]","[2.0, 3.0]","[1.0, 2.0]","[-2.7318, -0.9592]","[2.0, 5.0]","[3.0, 3.0]","[2.0, 2.0]","[1.0, 2.0]","[-3.168, -2.0508]","[1.0, 2.0]","[3.0, 3.0]","[1.0, 2.0]","[1.0, 2.0]","[-3.4651, -1.8658]","[1.0, 3.0]","[1.0, 3.0]","[1.0, 2.0]","[1.0, 2.0]","[-3.2425, -1.3491]","[1.0, 5.0]","[1.0, 1.0]","[1.0, 2.0]","[1.0, 2.0]","[-2.8975, -0.9171]","[1.0, 5.0]","[3.0, 1.0]","[1.0, 2.0]","[1.0, 2.0]","[-2.1506, -0.5539]","[5.0, 5.0]","[3.0, 1.0]","[2.0, 2.0]","[1.0, 2.0]","[-1.4301, -2.0971]","[2.0, 5.0]","[3.0, 1.0]","[3.0, 2.0]","[3.0, 1.0]"
15.0,"[-2.3232, 1.53]","[5.0, 1.0]","[1.0, 1.0]","[2.0, 2.0]","[1.0, 3.0]","[-2.3323, 1.7809]","[5.0, 1.0]","[1.0, 3.0]","[3.0, 2.0]","[1.0, 3.0]","[-2.3929, 2.2069]","[3.0, 1.0]","[1.0, 3.0]","[3.0, 2.0]","[1.0, 3.0]","[-2.3223, 1.4561]","[5.0, 1.0]","[3.0, 1.0]","[2.0, 2.0]","[1.0, 3.0]","[-2.7687, 2.1516]","[3.0, 1.0]","[3.0, 3.0]","[3.0, 3.0]","[1.0, 3.0]","[-3.8325, 1.4074]","[1.0, 2.0]","[1.0, 3.0]","[1.0, 2.0]","[1.0, 3.0]","[-4.0461, 0.1701]","[1.0, 2.0]","[1.0, 3.0]","[1.0, 2.0]","[1.0, 2.0]","[-4.0012, -1.4007]","[1.0, 2.0]","[1.0, 3.0]","[1.0, 2.0]","[1.0, 3.0]","[-4.0978, -1.0288]","[1.0, 2.0]","[1.0, 3.0]","[1.0, 2.0]","[1.0, 3.0]","[-3.1252, -1.387]","[1.0, 5.0]","[3.0, 3.0]","[1.0, 3.0]","[1.0, 1.0]"
16.0,"[-1.7785, -2.6866, -2.8781]","[5.0, 5.0, 2.0]","[3.0, 1.0, 3.0]","[2.0, 2.0, 1.0]","[1.0, 1.0, 1.0]","[-1.861, -2.6709, -2.5368]","[5.0, 5.0, 2.0]","[3.0, 1.0, 3.0]","[2.0, 2.0, 1.0]","[1.0, 1.0, 1.0]","[-2.1614, -2.6119, -1.0538]","[1.0, 5.0, 2.0]","[3.0, 3.0, 3.0]","[2.0, 2.0, 1.0]","[1.0, 1.0, 1.0]","[-1.7631, -2.6901, -2.9494]","[5.0, 5.0, 2.0]","[3.0, 1.0, 3.0]","[2.0, 2.0, 1.0]","[1.0, 1.0, 1.0]","[-2.8791, -2.345, 0.6914]","[1.0, 3.0, 3.0]","[1.0, 1.0, 3.0]","[1.0, 3.0, 1.0]","[1.0, 1.0, 1.0]","[-2.9551, -1.9399, 1.0622]","[1.0, 3.0, 3.0]","[1.0, 3.0, 3.0]","[1.0, 3.0, 1.0]","[1.0, 1.0, 1.0]","[-1.1796, -2.1717, 1.3878]","[2.0, 3.0, 3.0]","[3.0, 3.0, 3.0]","[2.0, 3.0, 2.0]","[1.0, 1.0, 1.0]","[-2.1692, -2.2877, 1.5461]","[2.0, 3.0, 3.0]","[3.0, 3.0, 3.0]","[2.0, 3.0, 2.0]","[2.0, 1.0, 1.0]","[-2.4195, -2.2926, 1.5931]","[3.0, 3.0, 5.0]","[3.0, 3.0, 3.0]","[2.0, 3.0, 2.0]","[2.0, 1.0, 1.0]","[-4.0732, -2.1643, 2.722]","[1.0, 3.0, 5.0]","[3.0, 1.0, 3.0]","[2.0, 3.0, 2.0]","[2.0, 1.0, 1.0]"
17.0,"[-1.5883, -0.7729]","[2.0, 5.0]","[3.0, 1.0]","[2.0, 3.0]","[1.0, 2.0]","[-1.5539, -0.6403]","[2.0, 5.0]","[3.0, 1.0]","[2.0, 3.0]","[1.0, 2.0]","[-1.4519, -0.5879]","[2.0, 5.0]","[3.0, 1.0]","[2.0, 2.0]","[1.0, 2.0]","[-1.5887, -0.8252]","[2.0, 5.0]","[3.0, 3.0]","[2.0, 3.0]","[1.0, 2.0]","[-1.4127, -1.1326]","[2.0, 3.0]","[3.0, 3.0]","[2.0, 2.0]","[1.0, 2.0]","[-1.5806, -2.2939]","[2.0, 3.0]","[3.0, 3.0]","[2.0, 2.0]","[1.0, 2.0]","[-1.5622, -2.6945]","[2.0, 1.0]","[3.0, 3.0]","[2.0, 2.0]","[1.0, 2.0]","[-0.5726, -2.7688]","[2.0, 1.0]","[3.0, 3.0]","[2.0, 2.0]","[1.0, 2.0]","[1.4455, -2.8448]","[2.0, 1.0]","[3.0, 3.0]","[2.0, 2.0]","[1.0, 2.0]","[3.3952, -0.2069]","[2.0, 2.0]","[3.0, 3.0]","[2.0, 3.0]","[1.0, 2.0]"
18.0,"[-1.702, -1.5431, -2.3344, -0.6052, -2.2028]","[5.0, 1.0, 5.0, 3.0, 2.0]","[3.0, 1.0, 1.0, 1.0, 3.0]","[3.0, 2.0, 3.0, 3.0, 2.0]","[1.0, 2.0, 1.0, 2.0, 1.0]","[-1.6254, -0.0614, -2.3217, -0.5947, -2.0004]","[5.0, 1.0, 5.0, 3.0, 2.0]","[3.0, 1.0, 1.0, 1.0, 3.0]","[3.0, 2.0, 3.0, 3.0, 2.0]","[1.0, 2.0, 1.0, 2.0, 1.0]","[-1.4651, 1.7473, -2.3114, -0.6063, -1.3609]","[5.0, 1.0, 5.0, 3.0, 2.0]","[3.0, 3.0, 1.0, 1.0, 3.0]","[3.0, 2.0, 3.0, 3.0, 2.0]","[1.0, 2.0, 1.0, 2.0, 1.0]","[-1.7226, -2.077, -2.3394, -0.6098, -2.2474]","[5.0, 1.0, 5.0, 3.0, 2.0]","[3.0, 1.0, 1.0, 3.0, 3.0]","[3.0, 2.0, 3.0, 3.0, 2.0]","[1.0, 2.0, 1.0, 2.0, 1.0]","[-1.2694, 3.1355, -2.2151, -1.6495, -0.4029]","[3.0, 1.0, 2.0, 2.0, 2.0]","[1.0, 3.0, 3.0, 3.0, 3.0]","[3.0, 2.0, 2.0, 2.0, 2.0]","[2.0, 2.0, 1.0, 2.0, 2.0]","[-1.4016, 3.9375, 0.0956, -1.5155, -1.1371]","[3.0, 1.0, 2.0, 2.0, 2.0]","[1.0, 3.0, 3.0, 3.0, 3.0]","[3.0, 2.0, 2.0, 2.0, 2.0]","[1.0, 2.0, 1.0, 2.0, 2.0]","[-2.1941, 4.2724, 1.0058, 0.2243, -1.3204]","[3.0, 1.0, 1.0, 1.0, 2.0]","[3.0, 1.0, 1.0, 3.0, 3.0]","[3.0, 2.0, 2.0, 2.0, 2.0]","[1.0, 2.0, 2.0, 2.0, 2.0]","[-1.7172, 4.192, -0.9382, 0.8697, -1.8258]","[3.0, 1.0, 1.0, 2.0, 2.0]","[3.0, 1.0, 3.0, 1.0, 3.0]","[3.0, 2.0, 2.0, 2.0, 2.0]","[1.0, 2.0, 2.0, 2.0, 2.0]","[-1.3086, 3.9323, -2.482, 0.6819, -2.536]","[3.0, 1.0, 1.0, 5.0, 2.0]","[3.0, 1.0, 3.0, 3.0, 3.0]","[3.0, 2.0, 2.0, 2.0, 2.0]","[1.0, 3.0, 2.0, 1.0, 2.0]","[0.9044, 4.3736, -0.3325, 0.9673, -1.9826]","[3.0, 2.0, 1.0, 3.0, 2.0]","[1.0, 3.0, 3.0, 1.0, 3.0]","[1.0, 3.0, 2.0, 1.0, 2.0]","[2.0, 3.0, 2.0, 1.0, 2.0]"
19.0,"[-0.401, -2.6329, -3.519, -3.5342, -1.2535]","[3.0, 3.0, 1.0, 1.0, 1.0]","[3.0, 3.0, 1.0, 1.0, 3.0]","[3.0, 3.0, 1.0, 2.0, 2.0]","[2.0, 1.0, 1.0, 2.0, 1.0]","[-0.4398, -2.5132, -3.5754, -3.5386, -1.0507]","[3.0, 3.0, 1.0, 1.0, 3.0]","[3.0, 3.0, 3.0, 1.0, 3.0]","[3.0, 2.0, 1.0, 2.0, 3.0]","[2.0, 1.0, 1.0, 2.0, 1.0]","[-0.7555, -2.1766, -3.7646, -3.707, -0.9609]","[5.0, 2.0, 1.0, 1.0, 3.0]","[3.0, 3.0, 1.0, 3.0, 3.0]","[2.0, 2.0, 1.0, 2.0, 3.0]","[3.0, 1.0, 1.0, 2.0, 1.0]","[-0.4162, -2.6645, -3.5053, -3.5391, -1.3336]","[3.0, 3.0, 1.0, 1.0, 1.0]","[1.0, 3.0, 3.0, 1.0, 3.0]","[3.0, 3.0, 1.0, 2.0, 2.0]","[2.0, 1.0, 1.0, 2.0, 2.0]","[-1.1414, -1.3693, -4.4734, -4.6691, -1.4479]","[5.0, 2.0, 1.0, 1.0, 3.0]","[3.0, 3.0, 3.0, 1.0, 1.0]","[2.0, 2.0, 1.0, 2.0, 3.0]","[3.0, 1.0, 1.0, 1.0, 1.0]","[-0.9381, -0.9109, -5.1269, -4.4496, -2.0097]","[3.0, 2.0, 1.0, 2.0, 3.0]","[3.0, 3.0, 3.0, 3.0, 1.0]","[3.0, 2.0, 1.0, 1.0, 3.0]","[2.0, 2.0, 1.0, 1.0, 1.0]","[-0.4827, -1.1293, -4.7296, -3.6442, -2.107]","[3.0, 2.0, 1.0, 2.0, 3.0]","[3.0, 3.0, 3.0, 3.0, 3.0]","[3.0, 2.0, 1.0, 1.0, 3.0]","[2.0, 2.0, 1.0, 1.0, 1.0]","[-0.4504, -1.176, -4.1632, -3.3808, -2.1292]","[2.0, 2.0, 2.0, 2.0, 3.0]","[3.0, 3.0, 3.0, 3.0, 3.0]","[3.0, 2.0, 1.0, 1.0, 3.0]","[2.0, 2.0, 1.0, 1.0, 1.0]","[-0.5893, -2.0766, -3.6469, -3.2432, -2.292]","[2.0, 2.0, 2.0, 2.0, 3.0]","[3.0, 3.0, 3.0, 3.0, 1.0]","[3.0, 2.0, 1.0, 2.0, 3.0]","[2.0, 2.0, 1.0, 1.0, 1.0]","[0.263, -0.6491, -3.0122, -3.7717, -2.7443]","[2.0, 2.0, 3.0, 2.0, 5.0]","[3.0, 3.0, 3.0, 3.0, 1.0]","[2.0, 2.0, 2.0, 1.0, 2.0]","[1.0, 2.0, 1.0, 1.0, 1.0]"
20.0,"[-0.698, -1.4136]","[2.0, 5.0]","[3.0, 1.0]","[2.0, 2.0]","[2.0, 1.0]","[-0.5643, -1.495]","[2.0, 5.0]","[3.0, 1.0]","[2.0, 2.0]","[2.0, 1.0]","[-0.3662, -1.8724]","[2.0, 2.0]","[3.0, 1.0]","[2.0, 2.0]","[2.0, 1.0]","[-0.7424, -1.3982]","[2.0, 5.0]","[3.0, 3.0]","[2.0, 2.0]","[2.0, 1.0]","[-0.2652, -3.313]","[2.0, 2.0]","[3.0, 3.0]","[2.0, 2.0]","[2.0, 1.0]","[-0.1735, 0.3825]","[2.0, 2.0]","[3.0, 3.0]","[2.0, 1.0]","[1.0, 1.0]","[-0.3517, 0.2263]","[2.0, 2.0]","[3.0, 3.0]","[2.0, 1.0]","[1.0, 1.0]","[-0.5469, -0.2632]","[2.0, 3.0]","[3.0, 3.0]","[2.0, 1.0]","[1.0, 1.0]","[-0.906, 0.0437]","[2.0, 3.0]","[3.0, 3.0]","[2.0, 1.0]","[1.0, 1.0]","[0.2617, 0.8274]","[2.0, 3.0]","[3.0, 3.0]","[2.0, 1.0]","[1.0, 2.0]"
21.0,"[-0.4066, -3.2088, 2.5882]","[2.0, 2.0, 3.0]","[3.0, 3.0, 3.0]","[3.0, 1.0, 3.0]","[2.0, 1.0, 1.0]","[-0.5054, -3.1307, 2.5773]","[2.0, 2.0, 3.0]","[3.0, 1.0, 3.0]","[3.0, 1.0, 3.0]","[2.0, 1.0, 1.0]","[-0.9259, -3.0211, 2.5471]","[2.0, 2.0, 3.0]","[3.0, 1.0, 3.0]","[3.0, 1.0, 3.0]","[2.0, 1.0, 1.0]","[-0.3921, -3.2354, 2.5911]","[2.0, 2.0, 3.0]","[3.0, 3.0, 3.0]","[3.0, 1.0, 3.0]","[2.0, 1.0, 1.0]","[-1.7518, -3.0113, 2.4456]","[2.0, 1.0, 3.0]","[3.0, 3.0, 3.0]","[3.0, 1.0, 3.0]","[2.0, 1.0, 1.0]","[-1.2674, -3.1293, 2.6085]","[2.0, 1.0, 3.0]","[3.0, 3.0, 3.0]","[2.0, 1.0, 3.0]","[2.0, 1.0, 1.0]","[-0.9679, -2.4582, 2.7109]","[2.0, 2.0, 3.0]","[3.0, 3.0, 3.0]","[2.0, 2.0, 3.0]","[2.0, 1.0, 1.0]","[-0.9267, -1.673, 2.6961]","[5.0, 2.0, 3.0]","[1.0, 3.0, 3.0]","[2.0, 2.0, 3.0]","[2.0, 1.0, 1.0]","[-1.564, -1.0934, 2.6368]","[5.0, 2.0, 3.0]","[1.0, 1.0, 3.0]","[2.0, 2.0, 3.0]","[1.0, 2.0, 1.0]","[-0.9588, -1.1818, 1.9608]","[2.0, 1.0, 3.0]","[3.0, 1.0, 3.0]","[2.0, 2.0, 3.0]","[2.0, 1.0, 1.0]"
22.0,[-1.8144],[2.0],[1.0],[2.0],[1.0],[-1.7018],[2.0],[1.0],[2.0],[1.0],[-1.5823],[2.0],[3.0],[2.0],[1.0],[-1.8526],[2.0],[1.0],[2.0],[1.0],[-1.7973],[2.0],[3.0],[2.0],[1.0],[-0.4138],[2.0],[3.0],[2.0],[1.0],[-0.3063],[2.0],[3.0],[1.0],[1.0],[-0.1359],[2.0],[3.0],[1.0],[1.0],[0.554],[2.0],[3.0],[1.0],[1.0],[-2.2786],[1.0],[3.0],[1.0],[1.0]
23.0,"[-2.4072, 1.4988, -3.0114]","[1.0, 2.0, 1.0]","[3.0, 3.0, 3.0]","[2.0, 1.0, 2.0]","[2.0, 1.0, 1.0]","[-2.3116, 1.1815, -2.989]","[1.0, 2.0, 1.0]","[3.0, 3.0, 3.0]","[2.0, 1.0, 2.0]","[2.0, 1.0, 1.0]","[-2.2527, 0.4216, -2.8766]","[1.0, 2.0, 1.0]","[3.0, 3.0, 3.0]","[2.0, 1.0, 2.0]","[2.0, 1.0, 2.0]","[-2.4398, 1.5736, -3.0162]","[1.0, 2.0, 1.0]","[3.0, 3.0, 3.0]","[2.0, 1.0, 2.0]","[2.0, 1.0, 1.0]","[-2.8427, 0.0308, -2.2665]","[1.0, 3.0, 1.0]","[1.0, 1.0, 3.0]","[1.0, 1.0, 2.0]","[2.0, 1.0, 2.0]","[-2.652, 0.7962, -1.2835]","[1.0, 3.0, 1.0]","[1.0, 1.0, 1.0]","[1.0, 1.0, 2.0]","[2.0, 1.0, 2.0]","[-1.42, 1.7766, -1.1396]","[1.0, 3.0, 1.0]","[1.0, 3.0, 1.0]","[2.0, 2.0, 2.0]","[2.0, 1.0, 2.0]","[-2.2223, 1.0189, -1.3216]","[1.0, 3.0, 1.0]","[3.0, 3.0, 1.0]","[2.0, 1.0, 2.0]","[2.0, 1.0, 2.0]","[-4.1541, 1.723, -1.5191]","[1.0, 2.0, 1.0]","[1.0, 3.0, 1.0]","[2.0, 1.0, 2.0]","[3.0, 2.0, 2.0]","[0.7011, -2.2799, -1.098]","[2.0, 1.0, 1.0]","[3.0, 3.0, 1.0]","[1.0, 2.0, 2.0]","[2.0, 2.0, 2.0]"
24.0,"[2.9061, -3.059]","[1.0, 1.0]","[3.0, 3.0]","[2.0, 1.0]","[2.0, 2.0]","[2.5388, -3.4219]","[1.0, 1.0]","[3.0, 3.0]","[2.0, 1.0]","[2.0, 2.0]","[2.8207, -4.1509]","[1.0, 1.0]","[3.0, 3.0]","[2.0, 1.0]","[1.0, 2.0]","[3.0615, -2.9507]","[1.0, 1.0]","[3.0, 3.0]","[2.0, 1.0]","[2.0, 2.0]","[2.3037, -4.9121]","[2.0, 1.0]","[3.0, 1.0]","[2.0, 2.0]","[1.0, 3.0]","[2.0223, -2.4916]","[2.0, 1.0]","[3.0, 1.0]","[2.0, 2.0]","[1.0, 2.0]","[2.2086, -3.8723]","[2.0, 1.0]","[3.0, 1.0]","[2.0, 1.0]","[1.0, 2.0]","[2.5637, -4.1818]","[2.0, 1.0]","[3.0, 3.0]","[2.0, 1.0]","[1.0, 2.0]","[2.7671, -0.9193]","[2.0, 3.0]","[3.0, 3.0]","[2.0, 3.0]","[1.0, 3.0]","[2.3667, 0.6731]","[2.0, 1.0]","[3.0, 1.0]","[2.0, 2.0]","[1.0, 2.0]"
25.0,"[-2.8496, -2.394, -2.5035]","[2.0, 1.0, 1.0]","[3.0, 3.0, 3.0]","[2.0, 2.0, 2.0]","[2.0, 2.0, 2.0]","[-2.767, -2.4804, -3.1411]","[2.0, 1.0, 1.0]","[3.0, 3.0, 3.0]","[2.0, 2.0, 2.0]","[2.0, 2.0, 1.0]","[-2.0292, -2.5905, -4.5514]","[2.0, 1.0, 1.0]","[3.0, 3.0, 3.0]","[2.0, 2.0, 1.0]","[2.0, 2.0, 1.0]","[-2.7944, -2.3644, -2.363]","[2.0, 1.0, 1.0]","[3.0, 3.0, 3.0]","[2.0, 2.0, 2.0]","[2.0, 2.0, 2.0]","[-0.9573, -2.5467, -1.4157]","[2.0, 1.0, 2.0]","[3.0, 3.0, 3.0]","[2.0, 2.0, 1.0]","[2.0, 2.0, 1.0]","[-0.6198, -2.2121, 0.2472]","[2.0, 1.0, 2.0]","[3.0, 3.0, 3.0]","[2.0, 2.0, 1.0]","[2.0, 1.0, 1.0]","[-0.7805, -2.1979, 0.3989]","[2.0, 3.0, 2.0]","[3.0, 3.0, 3.0]","[2.0, 3.0, 1.0]","[2.0, 1.0, 1.0]","[-0.8585, -2.5181, 0.3556]","[2.0, 3.0, 2.0]","[3.0, 1.0, 3.0]","[2.0, 3.0, 1.0]","[2.0, 1.0, 1.0]","[-0.9176, -2.7907, 0.3914]","[2.0, 3.0, 2.0]","[3.0, 3.0, 3.0]","[2.0, 3.0, 1.0]","[2.0, 1.0, 1.0]","[-0.7282, -3.175, 1.2384]","[3.0, 1.0, 2.0]","[1.0, 1.0, 3.0]","[3.0, 2.0, 1.0]","[2.0, 1.0, 1.0]"
