index,descriptornamesnormsorted,descriptorabbrsnormsorted,EEGB2normsorted,EEGB3normsorted,EEGB4normsorted,EEGB5normsorted,EEGB1normsorted,EEGB6normsorted,EEGB7normsorted,EEGB8normsorted,EEGB16normsorted,EEGB24normsorted,meannormsorted
12,FC_LocalSimple_mean3_stderr,ME,0.005627976088957429,0.005136422395519772,0.00466095811352496,0.004302755443338406,0.005581553694856346,0.004302411928610714,0.004337802843150142,0.004453067886385981,0.003933595148839599,0.0038567843831116308,0.004619332792629499
13,DN_OutlierInclude_n_001_mdrmd,B,0.0023699142291316493,0.0023923097380557615,0.0025790852833469796,0.003445560660190753,0.0020558429901466656,0.005110451591556427,0.0050117165482318924,0.004758281646216768,0.00643616754913012,0.008035164443319913,0.004219449467932694
14,CO_HistogramAMI_even_2_5,AI,0.0024789852700176722,0.002540674871468354,0.002351202163492389,0.0023489667464532287,0.002406634893064587,0.0023304373781730756,0.002583100201871133,0.0028794614582321894,0.0024281681939688185,0.0022727757712770543,0.00246204069480185
15,MD_hrv_classic_pnn40,PD,0.002455772601491418,0.0020867461154069978,0.0020319658569898005,0.0012011745859879666,0.0023957729280035148,0.0008666277170360997,0.001237506634447817,0.0012378945277782178,0.0006335522860829239,0.0007190731905907784,0.0014866086443815533
16,SP_Summaries_welch_rect_area_5_1,TP,0.0010896508877258624,0.0010404950662492509,0.0010275187614064902,0.0011329580888613797,0.0010750393395329656,0.0011749825412175478,0.0010896305479506667,0.0010518229586306477,0.0011177093916314392,0.0012012267839837103,0.001100103436718996
17,SB_MotifThree_quantile_hh,EN,0.0009807115105447263,0.0009561110481293063,0.0008529989338679967,0.0009485862764124521,0.0009577218156160654,0.001136377570568441,0.0009847005421376555,0.001136643188580546,0.0010730128589311726,0.000860528038159387,0.000988739178294775
18,CO_Embed2_Dist_tau_d_expfit_meandiff,EF,0.00026313391118028463,0.000253663887694862,0.0002737800040229497,0.00022431837741390234,0.0002655708125429579,0.0002716561443644287,0.00026774131395397414,0.0002911840637130018,0.0002633567200856408,0.00018372294773352397,0.00025581281827055256
19,SB_TransitionMatrix_3ac_sumdiagcov,TC,0.0001237077612749438,0.00011164400604451079,0.00011140428689270018,0.00011116695597899868,0.000117543304826165,0.00011184750925332072,9.76424029404619e-5,0.00010863294913517891,8.990392423776921e-5,0.0001228589090036492,0.00011063520095876983
20,max_m,MAX,4.973184471902708e-7,2.5438838771950273e-7,1.1185928139261001e-7,5.043807414384872e-8,1.5304597957945557e-7,2.656448841980426e-8,1.793449199747801e-8,1.827111934567782e-8,6.847909166592923e-9,3.841469355224901e-9,1.1405096483104655e-7
21,mean_m,M,6.065049617201514e-8,3.951676385048089e-8,2.2021987368254704e-8,1.2305178419529098e-8,1.7271393622172553e-8,8.291825156815282e-9,6.190035690040676e-9,5.260126090344585e-9,6.952892241105845e-10,2.167166678617287e-10,1.7241981226162525e-8
22,min_m,MIN,5.343066134218025e-9,4.559945880647541e-9,3.6182814971840837e-9,2.8555902295732654e-9,1.4086536474331845e-9,1.8072644846086816e-9,1.2624366798886186e-9,8.220973335865342e-10,9.034277403567368e-11,1.388889683384016e-11,2.178156755800945e-9
23,SC_FluctAnal_2_dfa_50_1_2_logi_prop_r1,FDFA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,SC_FluctAnal_2_rsrangefit_50_1_logi_prop_r1,FLF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
