Dataseed	Params-combination	T(entropy,2,0.01,0.4)	T(entropy,2,0.01,0.5)	T(entropy,2,0.01,0.6)	T(entropy,4,0.01,0.4)	T(entropy,4,0.01,0.5)	T(entropy,4,0.01,0.6)	RF(0.7,50,half,all)	RF(0.7,50,half,all)σ²	RF(0.7,50,half,all)t	
8	8000,stump_with_memoization,(2,true,"b",["Normalize"]),60,(50,100,75),false,TestOp_80	(97.67, 54.55, 77.27, 77.27, 63.64, 90.91, 87.5, 71.43, 73.68, 11, 28.116, 79cef8e58c44ee669ef9294bdd2c75752aaae673058d6fee07175f782309374b)	(95.35, 36.36, 68.18, 68.18, 45.45, 90.91, 83.33, 62.5, 58.82, 9, 14.919, 23c792ef123beb398d36e0ce345100b40ff789defb218366e5d72ae5bd85eb40)	(86.05, 63.64, 81.82, 81.82, 90.91, 72.73, 76.92, 88.89, 83.33, 5, 6.582, 27fb9e3a2b5609833f965ceb5901ca96ef8cfd193b858462ca33b23aabba870b)	(95.35, 36.36, 68.18, 68.18, 45.45, 90.91, 83.33, 62.5, 58.82, 11, 15.463, 6441b093b9f03bd2379a40b66e310317c55b6cdab9a11ea26aef1f3a2b18c574)	(95.35, 36.36, 68.18, 68.18, 45.45, 90.91, 83.33, 62.5, 58.82, 9, 14.935, 23c792ef123beb398d36e0ce345100b40ff789defb218366e5d72ae5bd85eb40)	(86.05, 63.64, 81.82, 81.82, 90.91, 72.73, 76.92, 88.89, 83.33, 5, 6.565, 27fb9e3a2b5609833f965ceb5901ca96ef8cfd193b858462ca33b23aabba870b)	(99.53, 74.55, 87.27, 87.27, 81.82, 92.73, 91.86, 84.24, 86.24, 18.6, 55680.0)	(0.0, 1.4, 0.35, 0.35, 1.24, 0.17, 0.23, 0.64, 0.54, 0.14, 58120.0)	(407.482, ("753aaeac95d037db5d145a88d35e16b35b4fd669ac8e0542dc2c910e76519695", "ab5d2ecb1ee13112c1dbbf9fa1885c8aa48ef927b7829bd932104d07cd56fa4f", "3031a06fe624a2d99a95c8a32c8299be1b0ed1bfeab1c21f8d3e382771054537", "43fd6edf1c9e64b8c0c9fe185f8240d98bae40ca130f4ec54d61268636fa881b", "6ae270a70a1da3b7d99470385094d258254293810b84eae86bbb5813fbbc2fee"))	
9	8000,stump_with_memoization,(2,true,"b",["Normalize"]),60,(50,100,75),false,TestOp_80	(100.0, 54.55, 77.27, 77.27, 63.64, 90.91, 87.5, 71.43, 73.68, 13, 24.177, 44b9581ccdefb1b205bc6e6510f88b3edeb0fd26f7267ede4ed96f0bbc7a21fc)	(100.0, 54.55, 77.27, 77.27, 63.64, 90.91, 87.5, 71.43, 73.68, 13, 17.802, 44b9581ccdefb1b205bc6e6510f88b3edeb0fd26f7267ede4ed96f0bbc7a21fc)	(80.23, 36.36, 68.18, 68.18, 72.73, 63.64, 66.67, 70.0, 69.57, 5, 8.45, 19ec92dbe7ab14a9ce7164515618ac54fd8f469c0eae51fa98875cdd1feef224)	(98.84, 54.55, 77.27, 77.27, 63.64, 90.91, 87.5, 71.43, 73.68, 13, 17.978, c1e0d5dde98f9f6717b9caee3ee457e4c7e338eedda5b9d891ba247be25f670c)	(98.84, 54.55, 77.27, 77.27, 63.64, 90.91, 87.5, 71.43, 73.68, 13, 17.938, c1e0d5dde98f9f6717b9caee3ee457e4c7e338eedda5b9d891ba247be25f670c)	(80.23, 36.36, 68.18, 68.18, 72.73, 63.64, 66.67, 70.0, 69.57, 5, 8.459, 19ec92dbe7ab14a9ce7164515618ac54fd8f469c0eae51fa98875cdd1feef224)	(100.0, 58.18, 79.09, 79.09, 74.55, 83.64, 81.92, 76.88, 77.98, 23.49, 57320.0)	(0.0, 1.07, 0.27, 0.27, 0.58, 0.17, 0.22, 0.33, 0.36, 0.07, 17920.0)	(383.176, ("f60bcd635693ce61a25b0d3cc2aa694d303f73cfb129164396bfb1e194184492", "221bac8f1d9e29268fbec025d2ac27703e7d234e710db70555195ae1655ca590", "3a95856ce4f78110987162975bb5b799928f7b18943b4806118f00a988c39afc", "ff82daea3af5adf18bcc5dba0df9e5501239bcaef4b7034540dc1e6bc7c32ffc", "5504359b88b390d4b7a881af5b39252947fc1bf250ce906b82e111e5438f26f7"))	
10	8000,stump_with_memoization,(2,true,"b",["Normalize"]),60,(50,100,75),false,TestOp_80	(90.7, 54.55, 77.27, 77.27, 72.73, 81.82, 80.0, 75.0, 76.19, 9, 13.773, 818643c0c2cbbb7cfd5ab85e5e8ef8a210799ce0cf7be5df694241c067b60398)	(90.7, 54.55, 77.27, 77.27, 72.73, 81.82, 80.0, 75.0, 76.19, 9, 9.658, 818643c0c2cbbb7cfd5ab85e5e8ef8a210799ce0cf7be5df694241c067b60398)	(82.56, 54.55, 77.27, 77.27, 81.82, 72.73, 75.0, 80.0, 78.26, 5, 6.388, 4a9fc1ced7c6cc4fd50e94751a567a4e2bc540de104addd067a60200bfa0cc2c)	(88.37, 54.55, 77.27, 77.27, 72.73, 81.82, 80.0, 75.0, 76.19, 9, 9.583, 57d3bab6dfe45e18ac33afa617929a7603d32d437c78a5d863b486703766277f)	(88.37, 54.55, 77.27, 77.27, 72.73, 81.82, 80.0, 75.0, 76.19, 9, 9.646, 57d3bab6dfe45e18ac33afa617929a7603d32d437c78a5d863b486703766277f)	(82.56, 54.55, 77.27, 77.27, 81.82, 72.73, 75.0, 80.0, 78.26, 5, 6.344, 4a9fc1ced7c6cc4fd50e94751a567a4e2bc540de104addd067a60200bfa0cc2c)	(98.37, 76.36, 88.18, 88.18, 76.36, 100.0, 100.0, 80.99, 86.53, 25.58, 59160.0)	(0.03, 0.25, 0.06, 0.06, 0.25, 0.0, 0.0, 0.11, 0.1, 0.17, 35080.0)	(418.899, ("d005da7e300651f87f2c644615d7c9e116fbbd64b61991444e055dcf7aa372a9", "8431c4ffc2360871179942ce7b7e66a04e6796f0c350eef6d5093d0ed6744618", "57ed8de623a86b847dbafdd966182074fef039d027ee0e4c3dbbdf68df8bb5c8", "ec1b476633c6f735e2e22c2402b941dab2f28cb3b7cbbb710a087e03d76bd1f8", "9e0c9e0aa5a77b0524dd9717db2bb8077b84ff3733d783267331a626d3a3dddd"))	
1	8000,stump_with_memoization,(3,true,"b",["Normalize"]),60,(50,100,75),false,TestOp_80	(95.35, 54.55, 77.27, 77.27, 63.64, 90.91, 87.5, 71.43, 73.68, 11, 124.514, 3a8656ba2f46296980a817599b67fff841be1286e2547dfd22c3e116cf1ce393)	(95.35, 54.55, 77.27, 77.27, 63.64, 90.91, 87.5, 71.43, 73.68, 11, 8.133, 3a8656ba2f46296980a817599b67fff841be1286e2547dfd22c3e116cf1ce393)	(82.56, 54.55, 77.27, 77.27, 81.82, 72.73, 75.0, 80.0, 78.26, 5, 0.362, de180ed83b128eb52ea911f10e243c02118649cdeda4ce2dfde5a378707ddfa8)	(93.02, 36.36, 68.18, 68.18, 63.64, 72.73, 70.0, 66.67, 66.67, 11, 8.009, d8ec307a5bdd943d39ff7ff9c902c197599d8967d63a132c805b50ff88476ebc)	(93.02, 36.36, 68.18, 68.18, 63.64, 72.73, 70.0, 66.67, 66.67, 11, 8.023, d8ec307a5bdd943d39ff7ff9c902c197599d8967d63a132c805b50ff88476ebc)	(82.56, 54.55, 77.27, 77.27, 81.82, 72.73, 75.0, 80.0, 78.26, 5, 0.361, de180ed83b128eb52ea911f10e243c02118649cdeda4ce2dfde5a378707ddfa8)	(99.53, 80.0, 90.0, 90.0, 80.0, 100.0, 100.0, 83.61, 88.73, 19.3, 59560.0)	(0.01, 0.58, 0.14, 0.14, 0.58, 0.0, 0.0, 0.29, 0.22, 0.05, 21080.0)	(610.998, ("9fdb8e3e4157f38a782a243a6c300ceddb7789a7754f881d79fc7fe497514eb7", "ac7ae803ca8713cf472e6c040e86dc256f25aabe3d6ab56197efeb02d82ac0eb", "24c5ce88c33286ce9e25641d7bacea98d6ce0a0afa6d92b57f65cb4a32822d39", "a1f216c174d80346bac593384f6ea1394965a513f6e347bec5e75937de3cefea", "6413a5ee38223fd2f636ff6d65f7071d28e68866daf1cd8ee5cf42f879b18794"))	
2	8000,stump_with_memoization,(3,true,"b",["Normalize"]),60,(50,100,75),false,TestOp_80	(89.53, 54.55, 77.27, 77.27, 81.82, 72.73, 75.0, 80.0, 78.26, 5, 9.243, 91f3ef77a2176226588718accf1de2b7126acdf231dc9119c4b3b81a436c2235)	(89.53, 54.55, 77.27, 77.27, 81.82, 72.73, 75.0, 80.0, 78.26, 5, 0.308, 91f3ef77a2176226588718accf1de2b7126acdf231dc9119c4b3b81a436c2235)	(89.53, 54.55, 77.27, 77.27, 81.82, 72.73, 75.0, 80.0, 78.26, 5, 0.281, 91f3ef77a2176226588718accf1de2b7126acdf231dc9119c4b3b81a436c2235)	(89.53, 54.55, 77.27, 77.27, 81.82, 72.73, 75.0, 80.0, 78.26, 5, 0.287, 91f3ef77a2176226588718accf1de2b7126acdf231dc9119c4b3b81a436c2235)	(89.53, 54.55, 77.27, 77.27, 81.82, 72.73, 75.0, 80.0, 78.26, 5, 0.288, 91f3ef77a2176226588718accf1de2b7126acdf231dc9119c4b3b81a436c2235)	(89.53, 54.55, 77.27, 77.27, 81.82, 72.73, 75.0, 80.0, 78.26, 5, 0.272, 91f3ef77a2176226588718accf1de2b7126acdf231dc9119c4b3b81a436c2235)	(99.07, 69.09, 84.55, 84.55, 85.45, 83.64, 84.06, 85.39, 84.65, 15.12, 54120.0)	(0.0, 0.25, 0.06, 0.06, 0.25, 0.17, 0.12, 0.18, 0.07, 0.05, 12120.0)	(507.81, ("819b16c224a02e0d07bd0f2bb37abe1b0a29b0a489780a1a2573bc4af5f16ca1", "0e0b6eb462a62471588d5c8ab9ddaa0b45ed68d1c0db3f2ebbc3b59ad188511c", "bf79964af5f2141b88f238be7fe879f531fd03969704e1bb6b19877096f38e99", "0e2385646bc225e802689aa1d0717b4f1935426e3e5ed9215ed32f37e0146e99", "b40c42fe906b740b8d577e1ec2a946d3a4fa8bdb12814996c3a5d412e286fc65"))	
3	8000,stump_with_memoization,(3,true,"b",["Normalize"]),60,(50,100,75),false,TestOp_80	(91.86, 54.55, 77.27, 77.27, 63.64, 90.91, 87.5, 71.43, 73.68, 9, 70.614, 26763029169aa51164f5c1762bc8c7aad587fa6c3df09512002ad6b90d5a3aea)	(91.86, 54.55, 77.27, 77.27, 63.64, 90.91, 87.5, 71.43, 73.68, 9, 8.54, 26763029169aa51164f5c1762bc8c7aad587fa6c3df09512002ad6b90d5a3aea)	(87.21, 54.55, 77.27, 77.27, 63.64, 90.91, 87.5, 71.43, 73.68, 7, 8.206, d21c5b2d1f27c6e86527cb4f26656d0ca1337add8cbcaa8534e0e8c00a1c4867)	(91.86, 54.55, 77.27, 77.27, 63.64, 90.91, 87.5, 71.43, 73.68, 9, 8.507, 26763029169aa51164f5c1762bc8c7aad587fa6c3df09512002ad6b90d5a3aea)	(91.86, 54.55, 77.27, 77.27, 63.64, 90.91, 87.5, 71.43, 73.68, 9, 8.503, 26763029169aa51164f5c1762bc8c7aad587fa6c3df09512002ad6b90d5a3aea)	(87.21, 54.55, 77.27, 77.27, 63.64, 90.91, 87.5, 71.43, 73.68, 7, 8.215, d21c5b2d1f27c6e86527cb4f26656d0ca1337add8cbcaa8534e0e8c00a1c4867)	(100.0, 56.36, 78.18, 78.18, 65.45, 90.91, 87.78, 72.53, 74.95, 20.93, 59160.0)	(0.0, 0.17, 0.04, 0.04, 0.17, 0.0, 0.0, 0.06, 0.08, 0.09, 15880.0)	(475.187, ("7acfd631ec31300b4ad7d11e995578704ebe00c4d1cc7853cec7f6aa42b05339", "c9945d90f7ce2ccfc778d4d1569e3cf880561bd69809333eaa66e388dd6cf4bd", "62a3fd50b5ad71e8a38d1d4294731c34ebb174d40da96cb3b4492cb0a303fbfd", "7763a8ef6155f3e9a432a8a99887ab1ee6679fd6cb9c92f658ac07bbc10e4132", "b2c673effe9b1b1935a9ae33e3139aecbdabce61ae600be5af6b0e1d5473b8b7"))	
4	8000,stump_with_memoization,(3,true,"b",["Normalize"]),60,(50,100,75),false,TestOp_80	(93.02, 54.55, 77.27, 77.27, 63.64, 90.91, 87.5, 71.43, 73.68, 9, 0.803, 77c7306169154c0e2707db53d9d3cb042457870f7b7056a45430d31c0912fb24)	(93.02, 54.55, 77.27, 77.27, 63.64, 90.91, 87.5, 71.43, 73.68, 9, 0.374, 77c7306169154c0e2707db53d9d3cb042457870f7b7056a45430d31c0912fb24)	(93.02, 54.55, 77.27, 77.27, 63.64, 90.91, 87.5, 71.43, 73.68, 9, 0.367, 77c7306169154c0e2707db53d9d3cb042457870f7b7056a45430d31c0912fb24)	(93.02, 54.55, 77.27, 77.27, 63.64, 90.91, 87.5, 71.43, 73.68, 9, 0.369, 77c7306169154c0e2707db53d9d3cb042457870f7b7056a45430d31c0912fb24)	(93.02, 54.55, 77.27, 77.27, 63.64, 90.91, 87.5, 71.43, 73.68, 9, 0.365, 77c7306169154c0e2707db53d9d3cb042457870f7b7056a45430d31c0912fb24)	(93.02, 54.55, 77.27, 77.27, 63.64, 90.91, 87.5, 71.43, 73.68, 9, 0.348, 77c7306169154c0e2707db53d9d3cb042457870f7b7056a45430d31c0912fb24)	(99.53, 67.27, 83.64, 83.64, 67.27, 100.0, 100.0, 75.43, 80.35, 17.67, 59600.0)	(0.0, 0.25, 0.06, 0.06, 0.25, 0.0, 0.0, 0.08, 0.12, 0.1, 15400.0)	(447.032, ("1a5ab802690c85aabc877b30c645d0071ecf63d0a9ef7d619fe17db526406cd6", "5e513798dd250e155dda7d7e1d180649a9ca76651b5aef6faf28959bceeff0c3", "8fceea608220c63346ae3544070fd7b41646a12c9e8961325539bb5df8aedc63", "d11b781846fbed508fda8ab849ba9e9eae4c8dd1cc56032e591961e0b441a777", "6b58841b6338b2fc09abd770b479a730ac7b37e588dd7236649dbf2fc5bda730"))	
5	8000,stump_with_memoization,(3,true,"b",["Normalize"]),60,(50,100,75),false,TestOp_80	(93.02, 81.82, 90.91, 90.91, 90.91, 90.91, 90.91, 90.91, 90.91, 11, 25.571, 7ef95efa1990f74e881db0ce4e6a2056455977da018f00a8d9d845ca3d4fccef)	(88.37, 72.73, 86.36, 86.36, 90.91, 81.82, 83.33, 90.0, 86.96, 7, 5.311, f12f6aa13262178549415d669be35949af3950fd4266cd90661bc4e173777139)	(80.23, 63.64, 81.82, 81.82, 90.91, 72.73, 76.92, 88.89, 83.33, 5, 0.307, b48b3c466752a7fa7769266369c8e83b3dd6ababd0d0f52ff149572f7b0b0176)	(90.7, 72.73, 86.36, 86.36, 81.82, 90.91, 90.0, 83.33, 85.71, 9, 11.365, 115fe3fc6519d36d0f24c06e284a7aa8735872ff04067df665c419486c80d327)	(88.37, 72.73, 86.36, 86.36, 90.91, 81.82, 83.33, 90.0, 86.96, 7, 5.18, f12f6aa13262178549415d669be35949af3950fd4266cd90661bc4e173777139)	(80.23, 63.64, 81.82, 81.82, 90.91, 72.73, 76.92, 88.89, 83.33, 5, 0.323, b48b3c466752a7fa7769266369c8e83b3dd6ababd0d0f52ff149572f7b0b0176)	(99.77, 67.27, 83.64, 83.64, 80.0, 87.27, 86.32, 81.6, 82.93, 22.33, 58560.0)	(0.0, 1.07, 0.27, 0.27, 0.58, 0.25, 0.25, 0.39, 0.32, 0.04, 4880.0)	(449.099, ("e8221e7aa40939ec9ed82051f9b363261ce8c6cf52e313921ecf3e3e9979b913", "5b8b789f2cf337f19dccfe2ac723394d534b74a21e779def07eb8ba9da563764", "c4cd8cdb5271326ceee689b5439c53bef3c5e5d2747d86e7763f943f9f593969", "eefada64e6a365d14ac08dd303d4da9cbfb8c54abf026e495eea87bcd3ed44d6", "ca837d9c2e36bfb32ea181fe77d95ccac1e669999ae891cb5f39065034f640ff"))	
6	8000,stump_with_memoization,(3,true,"b",["Normalize"]),60,(50,100,75),false,TestOp_80	(96.51, 81.82, 90.91, 90.91, 81.82, 100.0, 100.0, 84.62, 90.0, 15, 8.809, 561d58ddfeb97e80f615b5a3d6db3b2b1a2dcd82736d79986517e790cbc10b65)	(91.86, 81.82, 90.91, 90.91, 81.82, 100.0, 100.0, 84.62, 90.0, 11, 2.599, 6ef348f0e5600637376b926fddad6ff51a8230fe5efce60f73b8191da305615e)	(91.86, 81.82, 90.91, 90.91, 81.82, 100.0, 100.0, 84.62, 90.0, 11, 2.552, 6ef348f0e5600637376b926fddad6ff51a8230fe5efce60f73b8191da305615e)	(93.02, 54.55, 77.27, 77.27, 81.82, 72.73, 75.0, 80.0, 78.26, 13, 3.241, 58780db0462ae13750fa1c9da43aa48219aedb196458c1cdf1cae4e5898a0164)	(90.7, 72.73, 86.36, 86.36, 81.82, 90.91, 90.0, 83.33, 85.71, 11, 2.575, 21910a56a9f897a9c0f39ce947939478a10aee2ec9afb575550f96a64ebe54b8)	(90.7, 72.73, 86.36, 86.36, 81.82, 90.91, 90.0, 83.33, 85.71, 11, 2.571, 21910a56a9f897a9c0f39ce947939478a10aee2ec9afb575550f96a64ebe54b8)	(99.53, 89.09, 94.55, 94.55, 90.91, 98.18, 98.18, 91.52, 94.37, 21.16, 58960.0)	(0.0, 0.17, 0.04, 0.04, 0.0, 0.17, 0.17, 0.0, 0.04, 0.2, 4080.0)	(434.298, ("d6f3ae4e1dde952fe6e263d88c1b5786aab3a3bd309aa851ebe5327abca4e5bf", "57e617a143b395f066fdaa15426ac760aec760ac5cac15398fe233b17337bb8a", "4f979023b61ae49fc069f7f46a06cf608597072da59585c2027e9393703f9989", "6e1b7369bd05c24dadebe5e82b1ce69fd9f8078aa559a3b1631246cc05830452", "3767a4b185add2639b84a098e486419a66d27354699b53a31a6abf805adff009"))	
7	8000,stump_with_memoization,(3,true,"b",["Normalize"]),60,(50,100,75),false,TestOp_80	(94.19, 72.73, 86.36, 86.36, 90.91, 81.82, 83.33, 90.0, 86.96, 9, 14.341, 93b85bd9fc25d76708d69e74bbf08e5d90fdf8402a04437f120eedddbe7cbc43)	(94.19, 72.73, 86.36, 86.36, 90.91, 81.82, 83.33, 90.0, 86.96, 9, 11.193, 93b85bd9fc25d76708d69e74bbf08e5d90fdf8402a04437f120eedddbe7cbc43)	(84.88, 63.64, 81.82, 81.82, 100.0, 63.64, 73.33, 100.0, 84.62, 5, 0.322, c5411a8e6eba6f17fb2679ecde0c59ce8d3292fef6ea5ce9112b081867decb6b)	(93.02, 63.64, 81.82, 81.82, 90.91, 72.73, 76.92, 88.89, 83.33, 9, 11.034, e72ecc2d2298b4bd9f113e24d83d827d518926e50eb84c9a5a09e1388cd68911)	(93.02, 63.64, 81.82, 81.82, 90.91, 72.73, 76.92, 88.89, 83.33, 9, 11.069, e72ecc2d2298b4bd9f113e24d83d827d518926e50eb84c9a5a09e1388cd68911)	(84.88, 63.64, 81.82, 81.82, 100.0, 63.64, 73.33, 100.0, 84.62, 5, 0.318, c5411a8e6eba6f17fb2679ecde0c59ce8d3292fef6ea5ce9112b081867decb6b)	(99.3, 74.55, 87.27, 87.27, 92.73, 81.82, 83.59, 92.0, 87.9, 16.31, 53000.0)	(0.01, 0.17, 0.04, 0.04, 0.17, 0.0, 0.0, 0.2, 0.04, 0.03, 46600.0)	(453.757, ("b5fa1e1b7728f550fc6c5cbea58d58e5c57bb35d479a4fddb08f079eb932c604", "d54f107e2cd7cf805379085bedd85ac64ff521d1540afd48c003345d003430f8", "dd3b0997d63d9d8f677233e14f0c7d401dd05d1140cdb50ee8c9c93d7ad78f94", "516ab55dcafa08a4ee2f15abdcb755a3f5ac039f60438a4260a55d1e420a3851", "8f08a76be919d2f5241deb26841052c3bba551e48125788cd885a473f960020f"))	
8	8000,stump_with_memoization,(3,true,"b",["Normalize"]),60,(50,100,75),false,TestOp_80	(96.51, 81.82, 90.91, 90.91, 81.82, 100.0, 100.0, 84.62, 90.0, 11, 22.263, 8a9bd98db9377b4f0c6815d53e27aeeb501a01cce884f1eeead2a5d8fe8124dc)	(96.51, 81.82, 90.91, 90.91, 81.82, 100.0, 100.0, 84.62, 90.0, 11, 19.942, 8a9bd98db9377b4f0c6815d53e27aeeb501a01cce884f1eeead2a5d8fe8124dc)	(86.05, 81.82, 90.91, 90.91, 90.91, 90.91, 90.91, 90.91, 90.91, 7, 10.317, 0bcea1478734d24b18b9fdc24767dec549c0c3f2680d438ac6552443bbf8f558)	(96.51, 81.82, 90.91, 90.91, 81.82, 100.0, 100.0, 84.62, 90.0, 11, 19.935, 8a9bd98db9377b4f0c6815d53e27aeeb501a01cce884f1eeead2a5d8fe8124dc)	(96.51, 81.82, 90.91, 90.91, 81.82, 100.0, 100.0, 84.62, 90.0, 11, 20.193, 8a9bd98db9377b4f0c6815d53e27aeeb501a01cce884f1eeead2a5d8fe8124dc)	(86.05, 81.82, 90.91, 90.91, 90.91, 90.91, 90.91, 90.91, 90.91, 7, 10.443, 0bcea1478734d24b18b9fdc24767dec549c0c3f2680d438ac6552443bbf8f558)	(100.0, 90.91, 95.45, 95.45, 90.91, 100.0, 100.0, 91.67, 95.24, 21.22, 61760.0)	(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11, 36280.0)	(413.242, ("18ebded33996fc1fccb8f71feabfadd4d3f568778e3f8dc3ce24ebc41db89f28", "50422f6226962375bbb06d4bb12536b12b95bd28a855fe7996802aa75dc823b5", "6e7fe683439e2896761aeacad67e0b496327f78492f2698b800e341a0dadd773", "e7767265c14b52bd8d6e0f10beb309fa39bff907bc8e821f58a999da425cb3d9", "a4c2f8111990d8ee9b02c2187875abde9e267ec4c46ec32782dcbc9bec8d81f0"))	
9	8000,stump_with_memoization,(3,true,"b",["Normalize"]),60,(50,100,75),false,TestOp_80	(94.19, 63.64, 81.82, 81.82, 63.64, 100.0, 100.0, 73.33, 77.78, 7, 12.105, 6dde69d5aac2a9a00b88880ff8c67ffba93e5e6811a9ab5b23dc88f4b1348ae0)	(94.19, 63.64, 81.82, 81.82, 63.64, 100.0, 100.0, 73.33, 77.78, 7, 10.634, 6dde69d5aac2a9a00b88880ff8c67ffba93e5e6811a9ab5b23dc88f4b1348ae0)	(88.37, 54.55, 77.27, 77.27, 54.55, 100.0, 100.0, 68.75, 70.59, 5, 9.228, f3ec339c6df6530e2a6e830a4532d23f9c3b3afbdf22a268445be13dcf8c5898)	(94.19, 63.64, 81.82, 81.82, 63.64, 100.0, 100.0, 73.33, 77.78, 7, 10.622, 6dde69d5aac2a9a00b88880ff8c67ffba93e5e6811a9ab5b23dc88f4b1348ae0)	(94.19, 63.64, 81.82, 81.82, 63.64, 100.0, 100.0, 73.33, 77.78, 7, 10.632, 6dde69d5aac2a9a00b88880ff8c67ffba93e5e6811a9ab5b23dc88f4b1348ae0)	(88.37, 54.55, 77.27, 77.27, 54.55, 100.0, 100.0, 68.75, 70.59, 5, 9.331, f3ec339c6df6530e2a6e830a4532d23f9c3b3afbdf22a268445be13dcf8c5898)	(99.3, 65.45, 82.73, 82.73, 65.45, 100.0, 100.0, 74.38, 79.06, 15.81, 55080.0)	(0.01, 0.17, 0.04, 0.04, 0.17, 0.0, 0.0, 0.05, 0.08, 0.04, 32920.0)	(358.917, ("cb693f63dde686e5b04f613dccd7dd94fb8f2d543a8ed0edddefa3b0cb8e5edf", "8147ae763929817480890526189c25c240ceb7916841cae22c9b718a81db3710", "c4e9106706795b476d65d965286e5fcfebcb79543f67e64563cf6acb55f24b5a", "cbc7751fb07344cb5fefd52523050e7124b94fe9b72b54e891137fe850a99528", "d723765691f0f9c5c6e175716b937539a1b067381559b0b906c6cad68aa6d0a3"))	
10	8000,stump_with_memoization,(3,true,"b",["Normalize"]),60,(50,100,75),false,TestOp_80	(89.53, 63.64, 81.82, 81.82, 81.82, 81.82, 81.82, 81.82, 81.82, 5, 0.94, b0e94950fa485d046d79618079619f3dfc238f979bc6526a78126b0f5449fb54)	(89.53, 63.64, 81.82, 81.82, 81.82, 81.82, 81.82, 81.82, 81.82, 5, 0.314, b0e94950fa485d046d79618079619f3dfc238f979bc6526a78126b0f5449fb54)	(89.53, 63.64, 81.82, 81.82, 81.82, 81.82, 81.82, 81.82, 81.82, 5, 0.313, b0e94950fa485d046d79618079619f3dfc238f979bc6526a78126b0f5449fb54)	(89.53, 63.64, 81.82, 81.82, 81.82, 81.82, 81.82, 81.82, 81.82, 5, 0.314, b0e94950fa485d046d79618079619f3dfc238f979bc6526a78126b0f5449fb54)	(89.53, 63.64, 81.82, 81.82, 81.82, 81.82, 81.82, 81.82, 81.82, 5, 0.303, b0e94950fa485d046d79618079619f3dfc238f979bc6526a78126b0f5449fb54)	(89.53, 63.64, 81.82, 81.82, 81.82, 81.82, 81.82, 81.82, 81.82, 5, 0.294, b0e94950fa485d046d79618079619f3dfc238f979bc6526a78126b0f5449fb54)	(99.53, 76.36, 88.18, 88.18, 85.45, 90.91, 90.36, 86.36, 87.79, 18.95, 55200.0)	(0.0, 0.25, 0.06, 0.06, 0.25, 0.0, 0.0, 0.17, 0.08, 0.15, 6400.0)	(400.486, ("56fb5df5e00abda9f15711d27a12b292b908d9fcfb7e24ad96cd51983acb5672", "7cbabc0fd176af302708fe3789b11ac52a055d0b5812a6222cb1a59387110da8", "f937ca1e8af0da252dac0a9769c7672c39308a640c5b432386d87242043d3df1", "f7708f1d855aa00a4b1b2e25084b70f2d866af687aca0693a735036961698de3", "a44f4a2bc8c911f0becb3a627790e44e94dfc341ff279551aadcf716bdec972c"))	
1	8000,stump_with_memoization,(1,false,"c",["NG","Normalize"]),30,(50,100,75),false,TestOp_80	(96.9, 25.0, 62.5, 62.5, 75.0, 50.0, 60.0, 66.67, 66.67, 41, 47.867, 727c30233efe765ffa01c9d49a6d2d70bd6d628831cc7b857430843cb0cf7b70)	(93.81, 17.86, 58.93, 58.93, 71.43, 46.43, 57.14, 61.9, 63.49, 31, 19.938, e376017124d3b16a895ae3f6debd449762ea99cfe4731e3822dac693fb114d37)	(92.92, 17.86, 58.93, 58.93, 71.43, 46.43, 57.14, 61.9, 63.49, 29, 19.226, ef4abd0affd233991f04f92f26a3b375d569ff30b58650856fdc6512cd1ee6cb)	(95.58, 25.0, 62.5, 62.5, 75.0, 50.0, 60.0, 66.67, 66.67, 39, 19.556, a03155eb1cb33affd61a9e680110f18037ccedddbbc539dac3abc1d8940c0dd0)	(92.92, 17.86, 58.93, 58.93, 71.43, 46.43, 57.14, 61.9, 63.49, 31, 20.185, fd92ef1278363c94d050ae7caa1173788da6beb0884f8fb4ca4c8bd49f871988)	(92.92, 17.86, 58.93, 58.93, 71.43, 46.43, 57.14, 61.9, 63.49, 29, 20.132, ef4abd0affd233991f04f92f26a3b375d569ff30b58650856fdc6512cd1ee6cb)	(99.73, 54.29, 77.14, 77.14, 77.14, 77.14, 77.25, 77.73, 76.9, 33.72, 157600.0)	(0.0, 2.0, 0.5, 0.5, 1.31, 0.68, 0.49, 0.62, 0.69, 0.07, 21400.0)	(426.033, ("6859a654bf3e5183ab9d1b27d3f236cdfb636b95b4c5dd5f718c7b3542fc0ad6", "7147a958063bc5c109df75c5ea02ef8f861252f2734c2967cfc2c37ea6c4242c", "4876c41ea3137004e05ce22c3e145a48844539128876a9f195ef871c5e742c6f", "5ec43c7a4953880b0586b7f3f1f2019665d192b647f30e20ef3233ffecc6f4bb", "0be8b6c598e330ab5649b62a8e3655e662ed552b4e5e5ee9e76814fae7788182"))	
