Dataseed	Params-combination	T(entropy,2,0.01,0.4)	T(entropy,2,0.01,0.5)	T(entropy,2,0.01,0.6)	T(entropy,4,0.01,0.4)	T(entropy,4,0.01,0.5)	T(entropy,4,0.01,0.6)	RF(0.7,50,half,all)	RF(0.7,50,half,all)σ²	RF(0.7,50,half,all)t	
7	8000,stump_with_memoization,(2,true,"b",["Normalize"]),40,(50,100,75),false,TestOp_80	(97.67, 63.64, 81.82, 81.82, 72.73, 90.91, 88.89, 76.92, 80.0, 15, 24.31, 3e8cd5afb357deea225d530bffd8b696daf30f8c4c00930b8c11799bbc2910ea)	(93.02, 63.64, 81.82, 81.82, 72.73, 90.91, 88.89, 76.92, 80.0, 9, 10.224, 8faaaaf59cc1cdb300f6238def8bcd5e665f48aaa70c83f10b36aadc3ea07b75)	(83.72, 45.45, 72.73, 72.73, 81.82, 63.64, 69.23, 77.78, 75.0, 5, 4.788, 5f05f49eca8e3f4738ab936909ff8db10713df64ba52d963da7f2cd50e3070ef)	(95.35, 63.64, 81.82, 81.82, 72.73, 90.91, 88.89, 76.92, 80.0, 13, 11.203, c72876569e111523d8d120499607737e898bc7ba9596c8d839fa872e537ffb1d)	(93.02, 63.64, 81.82, 81.82, 72.73, 90.91, 88.89, 76.92, 80.0, 9, 10.226, 8faaaaf59cc1cdb300f6238def8bcd5e665f48aaa70c83f10b36aadc3ea07b75)	(83.72, 45.45, 72.73, 72.73, 81.82, 63.64, 69.23, 77.78, 75.0, 5, 4.799, 5f05f49eca8e3f4738ab936909ff8db10713df64ba52d963da7f2cd50e3070ef)	(100.0, 78.18, 89.09, 89.09, 85.45, 92.73, 92.14, 86.75, 88.55, 23.54, 59000.0)	(0.0, 1.07, 0.27, 0.27, 0.66, 0.17, 0.2, 0.42, 0.34, 0.18, 50000.0)	(273.582, ("2a1212065feec3c6e8bd93f305154266e36f5be74d60dd0b6185454bf65d16aa", "eb7ae25d4cc8e4fd0e7747a55bdc60d803a923fc906edcd8dbb811ea7a890b1d", "f4ab3b622b67215e86550018dc2142368e2f1735d53469cae77d5c3f9213f45d", "10bcc79acd6acd1282c0f10ee3cb089293ea898baee21a8e3eb843cef1e1977a", "27e38106458f5286ed08f777ead10d2155a38672d0ecacb68d7023a413b18dfc"))	
8	8000,stump_with_memoization,(2,true,"b",["Normalize"]),40,(50,100,75),false,TestOp_80	(97.67, 81.82, 90.91, 90.91, 90.91, 90.91, 90.91, 90.91, 90.91, 11, 20.514, 8e777163a366189939341fd52dbd19c476af45a3c38edca4df09aa90a5720c23)	(97.67, 81.82, 90.91, 90.91, 90.91, 90.91, 90.91, 90.91, 90.91, 11, 11.466, 8e777163a366189939341fd52dbd19c476af45a3c38edca4df09aa90a5720c23)	(84.88, 54.55, 77.27, 77.27, 90.91, 63.64, 71.43, 87.5, 80.0, 5, 5.071, c8fda4df58d465559b6a196a461907e741be78035fc9810e9d64ecb4e4fc5752)	(96.51, 81.82, 90.91, 90.91, 90.91, 90.91, 90.91, 90.91, 90.91, 11, 11.491, 4feaf42b4f47292935992b4d544ddf4f538b78fbd4f55e55ecb201423b0e963c)	(96.51, 81.82, 90.91, 90.91, 90.91, 90.91, 90.91, 90.91, 90.91, 11, 11.492, 4feaf42b4f47292935992b4d544ddf4f538b78fbd4f55e55ecb201423b0e963c)	(84.88, 54.55, 77.27, 77.27, 90.91, 63.64, 71.43, 87.5, 80.0, 5, 5.099, c8fda4df58d465559b6a196a461907e741be78035fc9810e9d64ecb4e4fc5752)	(99.77, 69.09, 84.55, 84.55, 78.18, 90.91, 89.52, 81.0, 83.32, 18.6, 59160.0)	(0.0, 0.66, 0.17, 0.17, 0.66, 0.0, 0.01, 0.38, 0.24, 0.09, 21080.0)	(259.389, ("f75bec28e4589ff67fc7577a9ebf9b31663d43890bf30a3af793766ef041e12e", "4d6dc313aa43c9985a4c2f00e34d2e80b137b8c9e3f21f192d237a958e3b2a9f", "fa2d365aa7eb41f17ab3e3ed3c8217ae48b30bf1003a139b30be03400e78806c", "5cb5eb51d40d13acb8276da68bab559d8de6af94115cca10375fa2dd2b4be66d", "04cd3a121919cbf4b5241ee41be30f3c803dad85ef1f7c6f5533ccc0aa074921"))	
9	8000,stump_with_memoization,(2,true,"b",["Normalize"]),40,(50,100,75),false,TestOp_80	(93.02, 27.27, 63.64, 63.64, 54.55, 72.73, 66.67, 61.54, 60.0, 7, 11.215, c403c6a2259e904688f81d8935110d4bcedca250d4ee8677c16e9d3faf53215d)	(93.02, 27.27, 63.64, 63.64, 54.55, 72.73, 66.67, 61.54, 60.0, 7, 8.027, c403c6a2259e904688f81d8935110d4bcedca250d4ee8677c16e9d3faf53215d)	(82.56, 18.18, 59.09, 59.09, 54.55, 63.64, 60.0, 58.33, 57.14, 5, 5.673, 0a2dd775207eb45cec2e2ac2d110fb47b9fd541d7104a12c2fa4a6b10a52e9b9)	(93.02, 27.27, 63.64, 63.64, 54.55, 72.73, 66.67, 61.54, 60.0, 7, 7.997, c403c6a2259e904688f81d8935110d4bcedca250d4ee8677c16e9d3faf53215d)	(93.02, 27.27, 63.64, 63.64, 54.55, 72.73, 66.67, 61.54, 60.0, 7, 7.998, c403c6a2259e904688f81d8935110d4bcedca250d4ee8677c16e9d3faf53215d)	(82.56, 18.18, 59.09, 59.09, 54.55, 63.64, 60.0, 58.33, 57.14, 5, 5.693, 0a2dd775207eb45cec2e2ac2d110fb47b9fd541d7104a12c2fa4a6b10a52e9b9)	(100.0, 54.55, 77.27, 77.27, 72.73, 81.82, 80.33, 75.23, 76.13, 23.72, 59800.0)	(0.0, 0.41, 0.1, 0.1, 0.41, 0.41, 0.27, 0.15, 0.14, 0.04, 11400.0)	(223.514, ("81dc58292969d3811386686f4b6958faaa61613dec5fec600325748a98c9436c", "ea8434d76aff89bc4e3206dc206c9e811ba46d48784fa2d8e2032682b05e753a", "6f44184f63e9d73f0dd8dcd773b91b0ee4125604639b393bc3807bef625b5ee3", "c83862d728dec9e40c86bd8ba75fc55e737f65926c116c361aaaed62b548ef03", "67459cb3aa52b8e27e532a46edefadd1373b367201b94756cf1f199f2e9e9ae0"))	
10	8000,stump_with_memoization,(2,true,"b",["Normalize"]),40,(50,100,75),false,TestOp_80	(96.51, 63.64, 81.82, 81.82, 63.64, 100.0, 100.0, 73.33, 77.78, 15, 9.374, bb14db98130f6fa0a5f77e554ce4ff91d39f9c10d19a5e02b36d6a8c6316f394)	(93.02, 45.45, 72.73, 72.73, 63.64, 81.82, 77.78, 69.23, 70.0, 13, 5.507, 233be6b4e658e5a7e3f657fc79e509ba9e352747514d9784f278defa1de65a2b)	(90.7, 45.45, 72.73, 72.73, 63.64, 81.82, 77.78, 69.23, 70.0, 11, 5.411, db7b4da3b1e60983d18b3dfbf94efe276f42e2ccd80f2279ab66215e8d6e2ad6)	(91.86, 63.64, 81.82, 81.82, 63.64, 100.0, 100.0, 73.33, 77.78, 15, 5.741, cc0d94876713901e35dcf04e5d7d5258d919be244c1a6e54abf4a0a45fb6a287)	(90.7, 45.45, 72.73, 72.73, 63.64, 81.82, 77.78, 69.23, 70.0, 13, 5.707, 0f9e6bd422a4c4d8e06822fdedfd49fa6f4aced04c184184b06b7101a6c2af2a)	(90.7, 45.45, 72.73, 72.73, 63.64, 81.82, 77.78, 69.23, 70.0, 11, 5.426, db7b4da3b1e60983d18b3dfbf94efe276f42e2ccd80f2279ab66215e8d6e2ad6)	(99.07, 63.64, 81.82, 81.82, 69.09, 94.55, 94.0, 75.8, 78.9, 24.65, 61840.0)	(0.02, 0.83, 0.21, 0.21, 1.07, 0.66, 0.8, 0.3, 0.38, 0.08, 2280.0)	(294.891, ("35441b4f8f1ad60656056e80ad5a9b04da2693fa0c9347ce2323ae8fd4773c3d", "7f8e9bca87d63e585d1e6445b8aed587114eb6d3e816334a2ea70b81f3e01a60", "3e7798ed38843e70fb4a37ca3fe840f09c540d1ff37feb2f33c82fa3c17b1a9c", "ef3d5da9ebda9c06fcdfb0eef9333cd1ab715c2a11d7da7bd23b222c3bbc5042", "13741496e964966b30b2dde1dcf9e7cb0a13362f619d21556c73659411b125f2"))	
1	8000,stump_with_memoization,(3,true,"b",["Normalize"]),40,(50,100,75),false,TestOp_80	(95.35, 81.82, 90.91, 90.91, 81.82, 100.0, 100.0, 84.62, 90.0, 11, 98.448, ac498b3fa127ebeabad1ca2b3f07dce3b99eb05a264102952c41e6b94db79bc9)	(93.02, 81.82, 90.91, 90.91, 81.82, 100.0, 100.0, 84.62, 90.0, 9, 5.839, 4d240559a46d0bd9e1fd5ee37630476f9ce930f3dc90e8090a60a85765426c1b)	(81.4, 63.64, 81.82, 81.82, 90.91, 72.73, 76.92, 88.89, 83.33, 5, 0.257, b8dfafb60034b6c2bc7825dd807d62837e6d059802e52a2b774c433b30fd47aa)	(93.02, 72.73, 86.36, 86.36, 81.82, 90.91, 90.0, 83.33, 85.71, 11, 6.139, a599fb19854fe2760e0ae9a5354943e3fbc35803c03d96695010a3be01623da3)	(93.02, 81.82, 90.91, 90.91, 81.82, 100.0, 100.0, 84.62, 90.0, 9, 6.384, 4d240559a46d0bd9e1fd5ee37630476f9ce930f3dc90e8090a60a85765426c1b)	(81.4, 63.64, 81.82, 81.82, 90.91, 72.73, 76.92, 88.89, 83.33, 5, 0.263, b8dfafb60034b6c2bc7825dd807d62837e6d059802e52a2b774c433b30fd47aa)	(99.77, 87.27, 93.64, 93.64, 87.27, 100.0, 100.0, 88.85, 93.14, 18.14, 62080.0)	(0.0, 0.25, 0.06, 0.06, 0.25, 0.0, 0.0, 0.15, 0.08, 0.04, 14520.0)	(361.23, ("05200c4e795d5b0fe4eae82ef1e17890005f85b95011a0f823c5c6140064edc6", "abfc2d90c60a086aebbfdf6d5914d8a3994b3e21ea206a109e8ceac439fe2c25", "703123d3dcb1417b3fb168f4333ea6b5800c6fadd687411a61db20b1c0bf6d47", "90ba519c9ab3b7261a6db90a1145b43821c605e37cf29b38c4887c5f4a5295a2", "4d96f4c9b5d668eb246663b6f8d2d40065a504f3c597b280c4365f78d4546dec"))	
2	8000,stump_with_memoization,(3,true,"b",["Normalize"]),40,(50,100,75),false,TestOp_80	(88.37, 54.55, 77.27, 77.27, 81.82, 72.73, 75.0, 80.0, 78.26, 5, 0.385, 35b94941272cbdbc59644432bce2fcd252e24f591b8a5e793fe212269c957c70)	(88.37, 54.55, 77.27, 77.27, 81.82, 72.73, 75.0, 80.0, 78.26, 5, 0.226, 35b94941272cbdbc59644432bce2fcd252e24f591b8a5e793fe212269c957c70)	(88.37, 54.55, 77.27, 77.27, 81.82, 72.73, 75.0, 80.0, 78.26, 5, 0.229, 35b94941272cbdbc59644432bce2fcd252e24f591b8a5e793fe212269c957c70)	(88.37, 54.55, 77.27, 77.27, 81.82, 72.73, 75.0, 80.0, 78.26, 5, 0.234, 35b94941272cbdbc59644432bce2fcd252e24f591b8a5e793fe212269c957c70)	(88.37, 54.55, 77.27, 77.27, 81.82, 72.73, 75.0, 80.0, 78.26, 5, 0.22, 35b94941272cbdbc59644432bce2fcd252e24f591b8a5e793fe212269c957c70)	(88.37, 54.55, 77.27, 77.27, 81.82, 72.73, 75.0, 80.0, 78.26, 5, 0.233, 35b94941272cbdbc59644432bce2fcd252e24f591b8a5e793fe212269c957c70)	(99.3, 65.45, 82.73, 82.73, 83.64, 81.82, 82.12, 83.45, 82.85, 17.21, 57880.0)	(0.0, 0.17, 0.04, 0.04, 0.17, 0.0, 0.0, 0.13, 0.05, 0.05, 14920.0)	(328.938, ("4b3d049b2f525e175c05422457d06ee4920c2a77f14677b245d06c152c72e64d", "bc903ac304b633b61e22e4506a81b5950dc696a0d73d9fffc5f9e09127ef4ad5", "f0b72a2d636bf746760f38e2627f8807fda664073141f15c4443486578971348", "0b89118fc27e85c8a575026bf7c8494eeaf3b95790b8a15d37c49b98eaba0c51", "fa709f55fab7a6f7e4b46544f79fee2629f4136a2d93eb6bd3bd253514ccca39"))	
3	8000,stump_with_memoization,(3,true,"b",["Normalize"]),40,(50,100,75),false,TestOp_80	(94.19, 45.45, 72.73, 72.73, 72.73, 72.73, 72.73, 72.73, 72.73, 15, 3.337, 7f1f0114439b42a262244b4a3160cc4488f7ec92b81ebacf7406e1cbed1f68ce)	(94.19, 45.45, 72.73, 72.73, 72.73, 72.73, 72.73, 72.73, 72.73, 15, 0.965, 7f1f0114439b42a262244b4a3160cc4488f7ec92b81ebacf7406e1cbed1f68ce)	(82.56, 54.55, 77.27, 77.27, 72.73, 81.82, 80.0, 75.0, 76.19, 5, 0.235, b48858a31fa78b064d65d409bb69e15e4362fdedae703f30953aa4e6ccc6e0cc)	(93.02, 54.55, 77.27, 77.27, 72.73, 81.82, 80.0, 75.0, 76.19, 13, 0.965, f1be5b4b319412ac57808c6b43d3a6ab47fe7c50257e07d6a883abda6d7233ad)	(93.02, 54.55, 77.27, 77.27, 72.73, 81.82, 80.0, 75.0, 76.19, 13, 0.979, f1be5b4b319412ac57808c6b43d3a6ab47fe7c50257e07d6a883abda6d7233ad)	(82.56, 54.55, 77.27, 77.27, 72.73, 81.82, 80.0, 75.0, 76.19, 5, 0.224, b48858a31fa78b064d65d409bb69e15e4362fdedae703f30953aa4e6ccc6e0cc)	(99.77, 60.0, 80.0, 80.0, 69.09, 90.91, 88.2, 75.05, 77.21, 19.3, 61160.0)	(0.0, 1.07, 0.27, 0.27, 1.07, 0.0, 0.03, 0.4, 0.53, 0.04, 15680.0)	(311.48, ("4b534069eacef6ff0aca78b42d793e7e4a2d8aea4e1a41ef6d50ef41fc554acc", "72db4c1f0c9dbd6fc674c553d55ef9e405ec136eb3d09e086a6af82a9ea9084a", "e9c1a92fc1782cf886c5ef667b9a500fa3dd2a6a8d354489b265c4f134fb20a7", "2428022d1fe61cbd47588fbd2547b1e5cd4efa25644687b941260fae07160c3d", "8c5867225bd859a02dcee8ab279c4afb22da3b7eb2544e3a30a5b0ef34287f2d"))	
4	8000,stump_with_memoization,(3,true,"b",["Normalize"]),40,(50,100,75),false,TestOp_80	(93.02, 45.45, 72.73, 72.73, 63.64, 81.82, 77.78, 69.23, 70.0, 9, 0.798, 2b92fcd580cd319823b85fa10863a7e8165067d5c6fc8f6d86a61fbc2fcc18b5)	(93.02, 45.45, 72.73, 72.73, 63.64, 81.82, 77.78, 69.23, 70.0, 9, 0.286, 2b92fcd580cd319823b85fa10863a7e8165067d5c6fc8f6d86a61fbc2fcc18b5)	(87.21, 45.45, 72.73, 72.73, 72.73, 72.73, 72.73, 72.73, 72.73, 7, 0.265, dec069e70f2df1e1311b7b1ca42f78bd67da4720829944e797b254acd4abb447)	(93.02, 45.45, 72.73, 72.73, 63.64, 81.82, 77.78, 69.23, 70.0, 9, 0.289, 2b92fcd580cd319823b85fa10863a7e8165067d5c6fc8f6d86a61fbc2fcc18b5)	(93.02, 45.45, 72.73, 72.73, 63.64, 81.82, 77.78, 69.23, 70.0, 9, 0.271, 2b92fcd580cd319823b85fa10863a7e8165067d5c6fc8f6d86a61fbc2fcc18b5)	(87.21, 45.45, 72.73, 72.73, 72.73, 72.73, 72.73, 72.73, 72.73, 7, 0.251, dec069e70f2df1e1311b7b1ca42f78bd67da4720829944e797b254acd4abb447)	(100.0, 67.27, 83.64, 83.64, 67.27, 100.0, 100.0, 75.43, 80.35, 19.77, 62720.0)	(0.0, 0.25, 0.06, 0.06, 0.25, 0.0, 0.0, 0.08, 0.12, 0.07, 9320.0)	(277.945, ("78acebbf59b6bcd2fa68963e5452df0b64f1220ac8b25975a0d216cf0c478387", "2ca26f2cf6512ffbc8bd80bb3b8d44f2262a2b3eb897ffead4291005b50eb3a6", "7b0b2736c3f50679b99c31907c7c90260ed0bbe5d7ff47a6cda4a34a1a49f6e9", "7077f4d6c85cbfb668b2859dff93ef6f69fdabb8da455ce8e64e0d0a0364ea26", "e6fc68a717325b309b4faee0f1ef94b860d9b1412f3c454efe6059637f04dd2e"))	
5	8000,stump_with_memoization,(3,true,"b",["Normalize"]),40,(50,100,75),false,TestOp_80	(93.02, 72.73, 86.36, 86.36, 90.91, 81.82, 83.33, 90.0, 86.96, 9, 24.113, 16061336eb5b9e204fdd360c4f7e421b65fa5bbc83b46aca959855b3b895ef58)	(93.02, 72.73, 86.36, 86.36, 90.91, 81.82, 83.33, 90.0, 86.96, 9, 6.358, 16061336eb5b9e204fdd360c4f7e421b65fa5bbc83b46aca959855b3b895ef58)	(87.21, 72.73, 86.36, 86.36, 90.91, 81.82, 83.33, 90.0, 86.96, 7, 6.047, 7fd2f0f2dbeee27b8bebbfe684b731bea8236e73f8b28cc1b7a491677939aef7)	(93.02, 72.73, 86.36, 86.36, 90.91, 81.82, 83.33, 90.0, 86.96, 9, 6.324, 16061336eb5b9e204fdd360c4f7e421b65fa5bbc83b46aca959855b3b895ef58)	(93.02, 72.73, 86.36, 86.36, 90.91, 81.82, 83.33, 90.0, 86.96, 9, 6.344, 16061336eb5b9e204fdd360c4f7e421b65fa5bbc83b46aca959855b3b895ef58)	(87.21, 72.73, 86.36, 86.36, 90.91, 81.82, 83.33, 90.0, 86.96, 7, 6.058, 7fd2f0f2dbeee27b8bebbfe684b731bea8236e73f8b28cc1b7a491677939aef7)	(99.77, 54.55, 77.27, 77.27, 72.73, 81.82, 79.7, 75.9, 75.75, 21.63, 60800.0)	(0.0, 1.65, 0.41, 0.41, 1.65, 0.0, 0.07, 0.92, 0.65, 0.03, 3000.0)	(235.426, ("1dc33379fd7234b2cb350735e7b97050a0e5e8b0b568333a1b6042da1a3ad38c", "c7edaf33d32363b2c69a2f2a8a5f5c0eaa21936052600c5d16f34aa5924aa244", "6cc92e506e6b1e29f476bdf21000df82c97d93f34851ef0a35981ce478b5b4dd", "10b9083b77e9a290628a8ac60533287970b1d5730539f9f73fdbab1296b7357d", "1ea8d75869e4165ee90496a5f3dacbd47ec46233ea63e27bd79e4b6f3d8041ba"))	
6	8000,stump_with_memoization,(3,true,"b",["Normalize"]),40,(50,100,75),false,TestOp_80	(97.67, 81.82, 90.91, 90.91, 90.91, 90.91, 90.91, 90.91, 90.91, 15, 8.681, f6cdc66f327eeba059e14167362c874b0dfedb26b0d0b43bc2925cfea95da248)	(83.72, 63.64, 81.82, 81.82, 90.91, 72.73, 76.92, 88.89, 83.33, 5, 0.243, 31f59bd0e85acca2bc5b5982e1685cc4da66bdd24cf49eea284bafbd6fd640fb)	(83.72, 63.64, 81.82, 81.82, 90.91, 72.73, 76.92, 88.89, 83.33, 5, 0.222, 31f59bd0e85acca2bc5b5982e1685cc4da66bdd24cf49eea284bafbd6fd640fb)	(94.19, 63.64, 81.82, 81.82, 90.91, 72.73, 76.92, 88.89, 83.33, 13, 6.185, a69a58ff48b229b332f6eabaec0dcd901a61a3b3993d1c2949bbd93652e2d18d)	(83.72, 63.64, 81.82, 81.82, 90.91, 72.73, 76.92, 88.89, 83.33, 5, 0.233, 31f59bd0e85acca2bc5b5982e1685cc4da66bdd24cf49eea284bafbd6fd640fb)	(83.72, 63.64, 81.82, 81.82, 90.91, 72.73, 76.92, 88.89, 83.33, 5, 0.222, 31f59bd0e85acca2bc5b5982e1685cc4da66bdd24cf49eea284bafbd6fd640fb)	(99.3, 83.64, 91.82, 91.82, 89.09, 94.55, 94.55, 89.8, 91.59, 20.23, 61560.0)	(0.01, 0.17, 0.04, 0.04, 0.17, 0.25, 0.25, 0.09, 0.04, 0.1, 3480.0)	(290.338, ("bc935f3ca0be918a3f25879d0520b6694161d2aa65aa08fb5ae2978a3575c531", "d211dd9f9a96f9641aa766b84658cb721eaf0082852ea87ef04a42ca303af923", "dc707ec8da6a133131e162b6323e8e10bd66002745b454f941ca839e36eb4c08", "129dde6e852d2ed88c78667fb0c5a289327a1ad916ffb20bc7a3df20138db7fb", "e3440cd8ef3434c8fd2cd92c3d9fdb021a0a0f9eb39ab9797c8746b28e4b9d07"))	
7	8000,stump_with_memoization,(3,true,"b",["Normalize"]),40,(50,100,75),false,TestOp_80	(96.51, 45.45, 72.73, 72.73, 63.64, 81.82, 77.78, 69.23, 70.0, 13, 10.802, 69b8504d28d976da3287c16c922c890970a4c93d612ec667255c6b616ec5030d)	(96.51, 45.45, 72.73, 72.73, 63.64, 81.82, 77.78, 69.23, 70.0, 13, 9.181, 69b8504d28d976da3287c16c922c890970a4c93d612ec667255c6b616ec5030d)	(84.88, 27.27, 63.64, 63.64, 63.64, 63.64, 63.64, 63.64, 63.64, 5, 0.243, 76dd366ddb4941aa7224fa9adffb49fbc225997e24e171e414efc62abf9c43c1)	(96.51, 54.55, 77.27, 77.27, 63.64, 90.91, 87.5, 71.43, 73.68, 11, 9.183, 9c4f6cde7af35433f476d770c961e1f7d8ba76319e3e0d91b6a6cea48a2ac01b)	(96.51, 54.55, 77.27, 77.27, 63.64, 90.91, 87.5, 71.43, 73.68, 11, 9.08, 9c4f6cde7af35433f476d770c961e1f7d8ba76319e3e0d91b6a6cea48a2ac01b)	(84.88, 27.27, 63.64, 63.64, 63.64, 63.64, 63.64, 63.64, 63.64, 5, 0.245, 76dd366ddb4941aa7224fa9adffb49fbc225997e24e171e414efc62abf9c43c1)	(100.0, 74.55, 87.27, 87.27, 90.91, 83.64, 84.92, 90.67, 87.65, 17.67, 54920.0)	(0.0, 0.17, 0.04, 0.04, 0.41, 0.17, 0.08, 0.36, 0.05, 0.08, 14520.0)	(284.531, ("ec9331aeb633e6d5a210ede9be6d07c4741181bf350e8540aa68b2ec19f510a6", "e03ac2fbbb93cca117e8c8ee64931f61bfa114a2e24a0e2f23343cf5ce3c6103", "dc82df572220964aa6c700e505500a65139c77d66301d80e929dddfde306230e", "868c6da8baa0a12fddc7d117fc1df903520deddb765670b5495127d0abbdf719", "95963fa39f3a680d86a00cc02d7ddf4b8181d2acd38a6de9cd9f22caf54f3271"))	
8	8000,stump_with_memoization,(3,true,"b",["Normalize"]),40,(50,100,75),false,TestOp_80	(96.51, 72.73, 86.36, 86.36, 72.73, 100.0, 100.0, 78.57, 84.21, 13, 11.396, e1fd03ff6bd22c2f7fe013d3e01bfccb8262f9f5ebd0923360bbc03d808d7057)	(94.19, 72.73, 86.36, 86.36, 72.73, 100.0, 100.0, 78.57, 84.21, 11, 10.071, 633336c244b2083bfcc4c0d51036746a13a4474d9e41250201c7204636a8d1d3)	(86.05, 81.82, 90.91, 90.91, 90.91, 90.91, 90.91, 90.91, 90.91, 7, 5.5, 746eb9f4f2aea785e362a8b53e512393f3eb44fcb22db8a8a3f6ec8e2a325e58)	(94.19, 72.73, 86.36, 86.36, 72.73, 100.0, 100.0, 78.57, 84.21, 13, 10.601, ddf8ea277361dd1ac019de1f0bc338884b25049659706b71d6e41fec075e595c)	(94.19, 72.73, 86.36, 86.36, 72.73, 100.0, 100.0, 78.57, 84.21, 11, 10.155, 633336c244b2083bfcc4c0d51036746a13a4474d9e41250201c7204636a8d1d3)	(86.05, 81.82, 90.91, 90.91, 90.91, 90.91, 90.91, 90.91, 90.91, 7, 5.513, 746eb9f4f2aea785e362a8b53e512393f3eb44fcb22db8a8a3f6ec8e2a325e58)	(99.77, 90.91, 95.45, 95.45, 90.91, 100.0, 100.0, 91.92, 95.14, 23.72, 64160.0)	(0.0, 0.41, 0.1, 0.1, 0.41, 0.0, 0.0, 0.3, 0.13, 0.02, 15080.0)	(247.286, ("fcfb63b74ef0f60e9e32cf147104bc2a1ea7b8b90b1cd1141937dc2b1985476e", "b1b865a41c8f2f34c0bb581ff3a8fb97b1ed6e9e8c73ff635cd1f8572d5360f3", "8a3205804b67c3c11a95de54e2a93b705c4de97ebfe92a3132aa0a7330e636f5", "e5f13a726acbfe2891d35e20c4a77545d325a1638f611e13a23cf52e6b737452", "e3d89cf3479aa37a307925eb4408cfdd61c4a7920e7a3c8a7425050f4bafcbea"))	
9	8000,stump_with_memoization,(3,true,"b",["Normalize"]),40,(50,100,75),false,TestOp_80	(95.35, 63.64, 81.82, 81.82, 72.73, 90.91, 88.89, 76.92, 80.0, 9, 7.627, 60af5beb6e5f931fcc5d3d59fdb808af9e519ee3256080ef7e3a9271866514e2)	(89.53, 54.55, 77.27, 77.27, 63.64, 90.91, 87.5, 71.43, 73.68, 5, 6.155, 04572aad5036ca34a69265e6a9f742991c19eb78b880ba88e9889346414693dc)	(89.53, 54.55, 77.27, 77.27, 63.64, 90.91, 87.5, 71.43, 73.68, 5, 6.169, 04572aad5036ca34a69265e6a9f742991c19eb78b880ba88e9889346414693dc)	(95.35, 63.64, 81.82, 81.82, 72.73, 90.91, 88.89, 76.92, 80.0, 9, 6.999, 60af5beb6e5f931fcc5d3d59fdb808af9e519ee3256080ef7e3a9271866514e2)	(89.53, 54.55, 77.27, 77.27, 63.64, 90.91, 87.5, 71.43, 73.68, 5, 6.172, 04572aad5036ca34a69265e6a9f742991c19eb78b880ba88e9889346414693dc)	(89.53, 54.55, 77.27, 77.27, 63.64, 90.91, 87.5, 71.43, 73.68, 5, 6.17, 04572aad5036ca34a69265e6a9f742991c19eb78b880ba88e9889346414693dc)	(99.07, 63.64, 81.82, 81.82, 63.64, 100.0, 100.0, 73.33, 77.78, 16.54, 58560.0)	(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08, 20280.0)	(230.229, ("0714f48e37efd1b2c97c2034d1334d14ed6d97df03c5fde4ac4a860383dfccf4", "a8772eeed1ab538dbbbe3f96b463da40863f8bfd437327776d37079b8746d293", "a95d6428c1c08d801b5b75f435facbbdb51faa8de11b89727a25d18a9b15c4b7", "893cf9c85573219f7619d07254eb84c3647187862fa4671413fce8dd8207cae7", "29f1bebb43edc5899046d3a319a8d5de0ed34a7eba60b5ec809729e15e82322b"))	
10	8000,stump_with_memoization,(3,true,"b",["Normalize"]),40,(50,100,75),false,TestOp_80	(89.53, 63.64, 81.82, 81.82, 81.82, 81.82, 81.82, 81.82, 81.82, 5, 0.347, b6d4873547f2d0b2a2382a2cb812512ac91c61656186b40e9bd8affa1d9e2270)	(89.53, 63.64, 81.82, 81.82, 81.82, 81.82, 81.82, 81.82, 81.82, 5, 0.223, b6d4873547f2d0b2a2382a2cb812512ac91c61656186b40e9bd8affa1d9e2270)	(89.53, 63.64, 81.82, 81.82, 81.82, 81.82, 81.82, 81.82, 81.82, 5, 0.222, b6d4873547f2d0b2a2382a2cb812512ac91c61656186b40e9bd8affa1d9e2270)	(89.53, 63.64, 81.82, 81.82, 81.82, 81.82, 81.82, 81.82, 81.82, 5, 0.225, b6d4873547f2d0b2a2382a2cb812512ac91c61656186b40e9bd8affa1d9e2270)	(89.53, 63.64, 81.82, 81.82, 81.82, 81.82, 81.82, 81.82, 81.82, 5, 0.221, b6d4873547f2d0b2a2382a2cb812512ac91c61656186b40e9bd8affa1d9e2270)	(89.53, 63.64, 81.82, 81.82, 81.82, 81.82, 81.82, 81.82, 81.82, 5, 0.216, b6d4873547f2d0b2a2382a2cb812512ac91c61656186b40e9bd8affa1d9e2270)	(99.07, 74.55, 87.27, 87.27, 83.64, 90.91, 90.14, 85.08, 86.65, 18.84, 58520.0)	(0.0, 0.58, 0.14, 0.14, 0.58, 0.0, 0.01, 0.35, 0.21, 0.04, 31520.0)	(235.953, ("0fc8bc24ba46631d1b477d3ed69949aa6c3091a9b80d30bf30745ebcb980fdf4", "97ce2ef9fba788ba85fac9e1d81b400564d283246379b2f4e089b73ff4dd3863", "ce952b8bc2453989b872a12d0889cb9b469faf199b45a18e2861e1ffa06cb9e6", "977250da1bf2a5c85f8ba08d717e98028de816363344aa73bd79f5bbd1849536", "1bdfd2006c86cbd339aab7e551cb1eee67fd97bc7b118ec5df1b2437d434ae8c"))	
