Dataseed	Params-combination	T(entropy,2,0.01,0.4)	T(entropy,2,0.01,0.5)	T(entropy,2,0.01,0.6)	T(entropy,4,0.01,0.4)	T(entropy,4,0.01,0.5)	T(entropy,4,0.01,0.6)	RF(0.7,50,half,all)	RF(0.7,50,half,all)σ²	RF(0.7,50,half,all)t	
6	fcmel,8000,stump_with_memoization,(2,true,"b",["Normalize"]),30,(50,100,75),false,TestOp_80,IA	(94.19, 72.73, 86.36, 86.36, 90.91, 81.82, 83.33, 90.0, 86.96, 9, 9.985, e06cf370e0ca0f7d424fd4f442e1909144ec21d666d0086c9587a59aaf36200c)	(94.19, 72.73, 86.36, 86.36, 90.91, 81.82, 83.33, 90.0, 86.96, 9, 4.618, e06cf370e0ca0f7d424fd4f442e1909144ec21d666d0086c9587a59aaf36200c)	(89.53, 63.64, 81.82, 81.82, 90.91, 72.73, 76.92, 88.89, 83.33, 7, 3.88, 10bd6bdd3ed85427beaeaddc05b5a75add5ce4bfc21cfd0c087ac8048db5d8e1)	(94.19, 72.73, 86.36, 86.36, 90.91, 81.82, 83.33, 90.0, 86.96, 9, 4.432, e06cf370e0ca0f7d424fd4f442e1909144ec21d666d0086c9587a59aaf36200c)	(94.19, 72.73, 86.36, 86.36, 90.91, 81.82, 83.33, 90.0, 86.96, 9, 4.368, e06cf370e0ca0f7d424fd4f442e1909144ec21d666d0086c9587a59aaf36200c)	(89.53, 63.64, 81.82, 81.82, 90.91, 72.73, 76.92, 88.89, 83.33, 7, 3.702, 10bd6bdd3ed85427beaeaddc05b5a75add5ce4bfc21cfd0c087ac8048db5d8e1)	(99.07, 78.18, 89.09, 89.09, 78.18, 100.0, 100.0, 82.4, 87.57, 20.23, 59280.0)	(0.0, 0.66, 0.17, 0.17, 0.66, 0.0, 0.0, 0.34, 0.25, 0.02, 15720.0)	(215.111, ("b791900f575785075e9c60bde600eced21deb6fda36a18eea4e122a1b5db2063", "6c3a9e3e101b42cb63f16d76185c842d8aaeefcdefd4960006614f30aadfa7ef", "a455622137de257d77507e0625dd06f6d17a251a2d78ad5ab8248b111a5aa9c7", "6dba8c5c378df0c8effbd2f892fb4739090cd50013a623137094c93a34041fcb", "5211eff33dbfc9c9bf28e765090ccc7a89ac03b32874a57e62c245ed02194640"))	
7	fcmel,8000,stump_with_memoization,(2,true,"b",["Normalize"]),30,(50,100,75),false,TestOp_80,IA	(94.19, 72.73, 86.36, 86.36, 72.73, 100.0, 100.0, 78.57, 84.21, 9, 8.329, 3a5e02197040672431002d437f6aa777edce78802f2151486e5a3fdbc03a1fcd)	(94.19, 72.73, 86.36, 86.36, 72.73, 100.0, 100.0, 78.57, 84.21, 9, 5.652, 3a5e02197040672431002d437f6aa777edce78802f2151486e5a3fdbc03a1fcd)	(88.37, 72.73, 86.36, 86.36, 72.73, 100.0, 100.0, 78.57, 84.21, 7, 4.887, 74b24f3d4d4b2625661a43d2078f988b2350b24e64041fc49b0c99652ab539d9)	(94.19, 72.73, 86.36, 86.36, 72.73, 100.0, 100.0, 78.57, 84.21, 9, 5.657, 3a5e02197040672431002d437f6aa777edce78802f2151486e5a3fdbc03a1fcd)	(94.19, 72.73, 86.36, 86.36, 72.73, 100.0, 100.0, 78.57, 84.21, 9, 5.658, 3a5e02197040672431002d437f6aa777edce78802f2151486e5a3fdbc03a1fcd)	(88.37, 72.73, 86.36, 86.36, 72.73, 100.0, 100.0, 78.57, 84.21, 7, 4.885, 74b24f3d4d4b2625661a43d2078f988b2350b24e64041fc49b0c99652ab539d9)	(99.3, 78.18, 89.09, 89.09, 87.27, 90.91, 90.51, 88.11, 88.73, 22.56, 59120.0)	(0.0, 0.66, 0.17, 0.17, 0.66, 0.0, 0.01, 0.39, 0.24, 0.04, 65720.0)	(186.21, ("cd3391ce8ae9eb929fb03934aa490dcbf28ee299acf9aae9c95ce989eadcb7e3", "f90ffba9637d3f5d51684444de6e668d6a95f88433717c1e1369abda8f092d87", "6cf4a51b1d4e5cb632cd75095120135fbaa64856a77efee13b6401e861dd3ea1", "308bea43ccdfef7a4a39e143e754d1f3150dad77d70246fd42296ec65525db5e", "6526f9d15e24de12bdf471a966f28339908f646fe60eb5c053743d2eb74569b2"))	
8	fcmel,8000,stump_with_memoization,(2,true,"b",["Normalize"]),30,(50,100,75),false,TestOp_80,IA	(94.19, 81.82, 90.91, 90.91, 81.82, 100.0, 100.0, 84.62, 90.0, 7, 8.681, e16edda9fc70938c72983f886a5e99f4f6079c745febdd07d332a4fa5b79ff39)	(94.19, 81.82, 90.91, 90.91, 81.82, 100.0, 100.0, 84.62, 90.0, 7, 4.285, e16edda9fc70938c72983f886a5e99f4f6079c745febdd07d332a4fa5b79ff39)	(88.37, 54.55, 77.27, 77.27, 54.55, 100.0, 100.0, 68.75, 70.59, 5, 2.807, 805e2779dae85020f2a6e7e8b3cfff8745a7b1aea284cee02dce8b84f2cefc7a)	(94.19, 81.82, 90.91, 90.91, 81.82, 100.0, 100.0, 84.62, 90.0, 7, 4.272, e16edda9fc70938c72983f886a5e99f4f6079c745febdd07d332a4fa5b79ff39)	(94.19, 81.82, 90.91, 90.91, 81.82, 100.0, 100.0, 84.62, 90.0, 7, 4.266, e16edda9fc70938c72983f886a5e99f4f6079c745febdd07d332a4fa5b79ff39)	(88.37, 54.55, 77.27, 77.27, 54.55, 100.0, 100.0, 68.75, 70.59, 5, 2.816, 805e2779dae85020f2a6e7e8b3cfff8745a7b1aea284cee02dce8b84f2cefc7a)	(99.3, 85.45, 92.73, 92.73, 85.45, 100.0, 100.0, 87.44, 92.1, 16.98, 57240.0)	(0.01, 0.25, 0.06, 0.06, 0.25, 0.0, 0.0, 0.15, 0.08, 0.02, 22880.0)	(168.218, ("6e6004a85cf1d01d855eeb6660c26045356968144e6053f5a8e1087600bb57cc", "b8dc5c5df838f76be20072456a208e7684279ddbc039dd8931b7d154ae4b176c", "899d07f86449da0080d664a28b104adf998a3574737ecba46e9091a6c4ae44bc", "f8bd3b8069e1f43d09918b570c061332763dd1559e5c82eb8fbae6a150392c59", "e7734e184d01c409bac5e67a0884d2748f6335791d6f3ab7e8aaed5211ce3050"))	
9	fcmel,8000,stump_with_memoization,(2,true,"b",["Normalize"]),30,(50,100,75),false,TestOp_80,IA	(91.86, 27.27, 63.64, 63.64, 63.64, 63.64, 63.64, 63.64, 63.64, 7, 7.513, be4f561629ac8634af476700d7e5defc8ce052c0d74de3a1e3c4e7ee7c3c5f25)	(91.86, 27.27, 63.64, 63.64, 63.64, 63.64, 63.64, 63.64, 63.64, 7, 5.124, be4f561629ac8634af476700d7e5defc8ce052c0d74de3a1e3c4e7ee7c3c5f25)	(82.56, 18.18, 59.09, 59.09, 63.64, 54.55, 58.33, 60.0, 60.87, 5, 3.722, 21afc29a0b002bce377073646f9bb2b16fa2367b57ff6151150d8896f8a15a3c)	(91.86, 27.27, 63.64, 63.64, 63.64, 63.64, 63.64, 63.64, 63.64, 7, 5.125, be4f561629ac8634af476700d7e5defc8ce052c0d74de3a1e3c4e7ee7c3c5f25)	(91.86, 27.27, 63.64, 63.64, 63.64, 63.64, 63.64, 63.64, 63.64, 7, 5.145, be4f561629ac8634af476700d7e5defc8ce052c0d74de3a1e3c4e7ee7c3c5f25)	(82.56, 18.18, 59.09, 59.09, 63.64, 54.55, 58.33, 60.0, 60.87, 5, 3.759, 21afc29a0b002bce377073646f9bb2b16fa2367b57ff6151150d8896f8a15a3c)	(99.77, 50.91, 75.45, 75.45, 70.91, 80.0, 78.42, 73.32, 74.33, 23.77, 61120.0)	(0.0, 0.66, 0.17, 0.17, 0.17, 0.58, 0.44, 0.08, 0.15, 0.02, 34920.0)	(171.317, ("19711bd242de35c50f21c9cf579dc75a8f8359a98b25d5b927c77f8e5a7793d0", "f3e7657e9c41f4eeab3f293fbc32a0a5b4cfdda70c7e4163fb7f5aeac5e4a2f1", "237cee7985207e4020f5af8c360d469a38a16862e8f9f6ab56b784ddc2c9e408", "5c3b7e59a75437d9b6fe374cdff66d528ea3bb1c249d96a43a7bf375a62e17a5", "69140da5b26c541e262a73ea506b73423bdffaf7f1c096f9d04b024527164904"))	
10	fcmel,8000,stump_with_memoization,(2,true,"b",["Normalize"]),30,(50,100,75),false,TestOp_80,IA	(97.67, 90.91, 95.45, 95.45, 90.91, 100.0, 100.0, 91.67, 95.24, 13, 8.143, dc8edd09b3e32d9c5042bb1e648b0fccfc128bea38af978ef10e1c992aae3764)	(89.53, 63.64, 81.82, 81.82, 90.91, 72.73, 76.92, 88.89, 83.33, 9, 3.95, 5f5f6cef8f213105a8e3f5329821037e701c6a85f1c7a75f8a48c36dbe634455)	(84.88, 63.64, 81.82, 81.82, 90.91, 72.73, 76.92, 88.89, 83.33, 5, 2.953, 61835fc674f8a6fd8fe259cafb05c2ed530def835e0e7d167411b127ddfc80f0)	(95.35, 90.91, 95.45, 95.45, 90.91, 100.0, 100.0, 91.67, 95.24, 11, 6.086, 99172cabdeaf3cbbb5608c57d74d046adce6efb718d5660b6310c3b5dbfc6f92)	(87.21, 63.64, 81.82, 81.82, 90.91, 72.73, 76.92, 88.89, 83.33, 7, 3.865, 9282d8fccf30614c63861bdf3c6a41351ea716559f21da5383b5c3b906d00171)	(84.88, 63.64, 81.82, 81.82, 90.91, 72.73, 76.92, 88.89, 83.33, 5, 2.971, 61835fc674f8a6fd8fe259cafb05c2ed530def835e0e7d167411b127ddfc80f0)	(99.07, 65.45, 82.73, 82.73, 72.73, 92.73, 91.33, 77.33, 80.83, 22.56, 61200.0)	(0.02, 1.4, 0.35, 0.35, 0.41, 0.58, 0.85, 0.26, 0.41, 0.22, 31400.0)	(180.184, ("265b7d25e2e0286933687091c119de6765ed233ad03bbfb2b3d8396e5afda57e", "0faf2f979082276346a00297d260a7320a67c25009a7d56d10df090bd1bdfcc8", "55a10d893c34368c4da4215e10c3ba193d04f77d9032d91d5492e290ad0eec5c", "16fb8e1dea68f6f25801457269c608a95e2613b70a69c85086697ed175f5b1ba", "6bdcf52163ea7126ee8f8cc79006b5b82d5bbd490f8693a0aaf80a80f83f0ffe"))	
1	mel,8000,stump_with_memoization,(3,true,"b",["Normalize"]),30,(50,100,75),false,TestOp_80,IA	(95.35, 45.45, 72.73, 72.73, 63.64, 81.82, 77.78, 69.23, 70.0, 13, 57.099, d4360785ef0542052d4dcf37094cc0a6ba9846bb96e39f2260caf8219d8f828e)	(93.02, 45.45, 72.73, 72.73, 63.64, 81.82, 77.78, 69.23, 70.0, 11, 3.501, 35b40dc95545e9f0e924e8be977c061ea928cb41c01d091e1e916ae1edceec8f)	(79.07, 54.55, 77.27, 77.27, 81.82, 72.73, 75.0, 80.0, 78.26, 5, 0.204, 61df5256caf3a8020239a49e455ea312e861a2629f7ee1934debf46593815c7d)	(90.7, 54.55, 77.27, 77.27, 72.73, 81.82, 80.0, 75.0, 76.19, 13, 3.245, 07d8948ab6ed65ef3e8cf314f9e3d74f764f978720986aa106d5b864a57b2593)	(90.7, 54.55, 77.27, 77.27, 72.73, 81.82, 80.0, 75.0, 76.19, 11, 3.208, b975c0f7163eb4f68f8005c5808c678ee4cc7525705339d1cea0eb760ed2d4c0)	(79.07, 54.55, 77.27, 77.27, 81.82, 72.73, 75.0, 80.0, 78.26, 5, 0.205, 61df5256caf3a8020239a49e455ea312e861a2629f7ee1934debf46593815c7d)	(99.77, 78.18, 89.09, 89.09, 80.0, 98.18, 97.78, 83.28, 87.89, 19.07, 66200.0)	(0.0, 1.07, 0.27, 0.27, 0.58, 0.17, 0.25, 0.34, 0.35, 0.06, 32600.0)	(277.081, ("3cc90281eb99438b07594ae2c31c49c669f8da4e299295e52e596f95e028f6a5", "898dc3dc3e0f9183ab6f3d927adfaee838931d6c2706a9374fba8f41089926d6", "dfb9006926b826c6ff80dff7fc47fdf7622682a1cf9423d63f1e2c87ad90fe9b", "1a1dd87f0bf1379ee9a7642df90a45e4fbc4d0920905e5e32b083a594855c456", "ca4c73ec32da6ec2c2dd3a87cfa6c0cbbc5fbdb0d9db1530c4efa583d8aaf639"))	
2	mel,8000,stump_with_memoization,(3,true,"b",["Normalize"]),30,(50,100,75),false,TestOp_80,IA	(93.02, 54.55, 77.27, 77.27, 81.82, 72.73, 75.0, 80.0, 78.26, 11, 4.163, eef2d11222308ea7a36658aabc041347ab179b95604520ede54e930ee2b09d76)	(88.37, 54.55, 77.27, 77.27, 81.82, 72.73, 75.0, 80.0, 78.26, 7, 0.202, 1b89d790036e0fb53c1c2f97ee919e2af9011e93c4a744ca69975f9dd1209371)	(83.72, 54.55, 77.27, 77.27, 81.82, 72.73, 75.0, 80.0, 78.26, 5, 0.185, 4155f65f46e0578462e6faf8013266623fe3ff34d67ea62b91273c91642c54f3)	(93.02, 54.55, 77.27, 77.27, 81.82, 72.73, 75.0, 80.0, 78.26, 11, 0.932, eef2d11222308ea7a36658aabc041347ab179b95604520ede54e930ee2b09d76)	(88.37, 54.55, 77.27, 77.27, 81.82, 72.73, 75.0, 80.0, 78.26, 7, 0.206, 1b89d790036e0fb53c1c2f97ee919e2af9011e93c4a744ca69975f9dd1209371)	(83.72, 54.55, 77.27, 77.27, 81.82, 72.73, 75.0, 80.0, 78.26, 5, 0.185, 4155f65f46e0578462e6faf8013266623fe3ff34d67ea62b91273c91642c54f3)	(99.07, 67.27, 83.64, 83.64, 85.45, 81.82, 82.42, 85.09, 83.87, 16.74, 61320.0)	(0.01, 0.25, 0.06, 0.06, 0.25, 0.0, 0.01, 0.2, 0.08, 0.09, 24120.0)	(182.078, ("18b8c301cf6c8aec5e74994fa0b07d900983076a1e83f9bdb5c696ebdbc6449e", "2d79182192e96d66306e67bff3cb6689699a594183f5f401898ade98cee91d8f", "041c7fc4adb21661d5234c7ebae54809391b32e80d6283af8f72d2f1557560ee", "372e37af21a7523e54da0843708a87f65b65008527ff072b9ba521e038ad9f66", "52184659cdf3f3370b86a51cb58cca36c1d9912e161ba02ffcf2a1115bf2481b"))	
3	mel,8000,stump_with_memoization,(3,true,"b",["Normalize"]),30,(50,100,75),false,TestOp_80,IA	(97.67, 54.55, 77.27, 77.27, 63.64, 90.91, 87.5, 71.43, 73.68, 17, 20.221, 28b8829dac626d872264b485abab95da62de2cc6f48b7c92fd772fe6fb1b7d95)	(89.53, 54.55, 77.27, 77.27, 72.73, 81.82, 80.0, 75.0, 76.19, 9, 4.272, affdbe9402aa26cfbef571ad7d6d4365eae6f84036a50295262f4028ecdd78e8)	(84.88, 45.45, 72.73, 72.73, 63.64, 81.82, 77.78, 69.23, 70.0, 7, 4.444, b2dfe5985d72bc15299cfcef70960fabf753543d7a8d32c4ac480d7ee4b0ba97)	(97.67, 54.55, 77.27, 77.27, 63.64, 90.91, 87.5, 71.43, 73.68, 15, 8.538, 427a9c144cd196269f0cfaa72692b30e4134c446a35d743f4ea774660eedcf68)	(89.53, 54.55, 77.27, 77.27, 72.73, 81.82, 80.0, 75.0, 76.19, 9, 4.271, affdbe9402aa26cfbef571ad7d6d4365eae6f84036a50295262f4028ecdd78e8)	(84.88, 45.45, 72.73, 72.73, 63.64, 81.82, 77.78, 69.23, 70.0, 7, 4.462, b2dfe5985d72bc15299cfcef70960fabf753543d7a8d32c4ac480d7ee4b0ba97)	(100.0, 54.55, 77.27, 77.27, 63.64, 90.91, 87.42, 71.58, 73.54, 23.72, 63800.0)	(0.0, 0.41, 0.1, 0.1, 0.41, 0.0, 0.01, 0.13, 0.22, 0.17, 13000.0)	(205.581, ("ebde4a632fd14a0a348375e0aa9b7fceb49627275cedbb5de859fa6631cd7bf1", "b1ff51bfd31ea0535d42bd2639feb314395a12cc0141a14ef09f7b2ef779dd43", "a8ec4ddd281ac3715b60c72e759a2e4200598660c8a8ff10451b826aa6faaaed", "a3a4f0cef13d52657950622af2a9e153282ae1fcd8218958d7c61e4eea37f481", "5222c46f0d302f609434ccecb26b5d6e1ba98f08d1f96631cbc2d76dfa080b91"))	
4	mel,8000,stump_with_memoization,(3,true,"b",["Normalize"]),30,(50,100,75),false,TestOp_80,IA	(93.02, 54.55, 77.27, 77.27, 72.73, 81.82, 80.0, 75.0, 76.19, 11, 1.98, e7456a41095626ff8e34f38efbdd36bdb042080bc086609343538ce6907b001b)	(89.53, 45.45, 72.73, 72.73, 63.64, 81.82, 77.78, 69.23, 70.0, 9, 0.341, c3e1a9a035a361cd37ba2e590be15c8bcd42666ace5c56eac7407beef15abb8f)	(89.53, 45.45, 72.73, 72.73, 63.64, 81.82, 77.78, 69.23, 70.0, 9, 0.346, c3e1a9a035a361cd37ba2e590be15c8bcd42666ace5c56eac7407beef15abb8f)	(91.86, 36.36, 68.18, 68.18, 72.73, 63.64, 66.67, 70.0, 69.57, 11, 0.656, 5d4f4cf0326732ecae1a475f4da617e60bab5e68c8d94e1774396b1a7916fdb1)	(89.53, 45.45, 72.73, 72.73, 63.64, 81.82, 77.78, 69.23, 70.0, 9, 0.345, c3e1a9a035a361cd37ba2e590be15c8bcd42666ace5c56eac7407beef15abb8f)	(89.53, 45.45, 72.73, 72.73, 63.64, 81.82, 77.78, 69.23, 70.0, 9, 0.342, c3e1a9a035a361cd37ba2e590be15c8bcd42666ace5c56eac7407beef15abb8f)	(99.77, 65.45, 82.73, 82.73, 67.27, 98.18, 97.78, 75.1, 79.51, 18.84, 64560.0)	(0.0, 0.17, 0.04, 0.04, 0.25, 0.17, 0.25, 0.06, 0.08, 0.21, 18080.0)	(124.572, ("0fffdfcb06471509fe1a425b1401f97f12efd631044f46861423c2baf31ac94e", "bed06502a9bda12c9bde41de90748a06561d6248c2df8cfbc9eee14bb97528d6", "8cb4be654e8d9e665869fd341816449933806c7ecd12993aa512d0314074675d", "41128132843398be05f85aa627825e9e5c8a17ba65ad9d96445bcd11b775bd8c", "24e2faeaa8fd7b96a833e076afffa4f18d05181668aed64f839a77eca7a3b878"))	
5	mel,8000,stump_with_memoization,(3,true,"b",["Normalize"]),30,(50,100,75),false,TestOp_80,IA	(93.02, 72.73, 86.36, 86.36, 81.82, 90.91, 90.0, 83.33, 85.71, 11, 5.078, f1bcde7a2050dd2d910f8239a0b445ba3fc012dba5d8798df4071951054a4102)	(90.7, 63.64, 81.82, 81.82, 72.73, 90.91, 88.89, 76.92, 80.0, 9, 2.106, 48b68e771fb284ffdccb55805b6685b66ef3b57ee14db72f0aa4a15732d5c37f)	(79.07, 45.45, 72.73, 72.73, 72.73, 72.73, 72.73, 72.73, 72.73, 5, 0.201, 98985b22a800036906b0a24933f38116e33dae0eefc2d5bd83fa714fea01b983)	(90.7, 63.64, 81.82, 81.82, 72.73, 90.91, 88.89, 76.92, 80.0, 11, 2.058, 5b9379b89a6bc7e877e5d05bb0229675d197af4167a4cfc63ca6bb9571d9ebc7)	(90.7, 63.64, 81.82, 81.82, 72.73, 90.91, 88.89, 76.92, 80.0, 9, 2.107, 48b68e771fb284ffdccb55805b6685b66ef3b57ee14db72f0aa4a15732d5c37f)	(79.07, 45.45, 72.73, 72.73, 72.73, 72.73, 72.73, 72.73, 72.73, 5, 0.203, 98985b22a800036906b0a24933f38116e33dae0eefc2d5bd83fa714fea01b983)	(99.53, 52.73, 76.36, 76.36, 69.09, 83.64, 81.06, 73.13, 74.45, 21.16, 61720.0)	(0.0, 0.17, 0.04, 0.04, 0.25, 0.17, 0.14, 0.07, 0.07, 0.06, 13520.0)	(136.481, ("331de33d26d46a6f5a83b79cfefafdf802c9642ed87e2d0c08ad3a698e8169ef", "5a04efd60de1d4c777fbcc842f720ad231994ef69b136ed81f138d7b0eab8fa6", "1614c6eab9c68d78808d35c25e74793fd01db1bfe6d97843236febadaf314dee", "6c44f0a5c09852956e07a6b33466dfed98c4c05a74d267bf138932c1b1b3cce1", "ec99ba7aaee2c8c4702c487880142f2efbc374b70dc22c060d75497dff0c2dde"))	
6	mel,8000,stump_with_memoization,(3,true,"b",["Normalize"]),30,(50,100,75),false,TestOp_80,IA	(93.02, 63.64, 81.82, 81.82, 81.82, 81.82, 81.82, 81.82, 81.82, 11, 3.355, d0f1afc129a16a9ab7377287818169ee5ffe362786b17ba855608441ceace87b)	(83.72, 72.73, 86.36, 86.36, 90.91, 81.82, 83.33, 90.0, 86.96, 5, 0.184, 29715ad70a91b20032674dc76298d2e7ff5dbb71dc3f4fc7b20282b11c050162)	(83.72, 72.73, 86.36, 86.36, 90.91, 81.82, 83.33, 90.0, 86.96, 5, 0.184, 29715ad70a91b20032674dc76298d2e7ff5dbb71dc3f4fc7b20282b11c050162)	(89.53, 63.64, 81.82, 81.82, 81.82, 81.82, 81.82, 81.82, 81.82, 9, 2.315, 0a5d9a301114fccf50e671617aa4067ae7f18632c2b4c579e9e63fa248436acb)	(83.72, 72.73, 86.36, 86.36, 90.91, 81.82, 83.33, 90.0, 86.96, 5, 0.185, 29715ad70a91b20032674dc76298d2e7ff5dbb71dc3f4fc7b20282b11c050162)	(83.72, 72.73, 86.36, 86.36, 90.91, 81.82, 83.33, 90.0, 86.96, 5, 0.398, 29715ad70a91b20032674dc76298d2e7ff5dbb71dc3f4fc7b20282b11c050162)	(99.3, 89.09, 94.55, 94.55, 90.91, 98.18, 98.18, 91.52, 94.37, 20.0, 64080.0)	(0.01, 0.17, 0.04, 0.04, 0.0, 0.17, 0.17, 0.0, 0.04, 0.1, 4120.0)	(167.555, ("78dd4a3d2af31bfaf1b10b1517bc9953840905b446165948137ba3a9fa7b7d87", "67f6b59010a8a605ee44cd1671a9343162a7ccfaf9e25ca81e23e633044acf40", "b612525b8aae261ee7e1576aa4a2735d67369ccf068054453a7a49232233173f", "0cdf41afd32b564690c5ea33a96371ef986dbb9a57f87f8a2a5a630b1bf8e467", "9c40dce83e47a1f3b7b4ec4857099ed97a1042153ab74ff0e0fe722b568dffac"))	
7	mel,8000,stump_with_memoization,(3,true,"b",["Normalize"]),30,(50,100,75),false,TestOp_80,IA	(91.86, 36.36, 68.18, 68.18, 72.73, 63.64, 66.67, 70.0, 69.57, 7, 3.21, 60c6816f4de27e1cc8820d6b6993fa4d7dad6c4b56324ddedda5e33c331ebb11)	(91.86, 36.36, 68.18, 68.18, 72.73, 63.64, 66.67, 70.0, 69.57, 7, 3.471, 60c6816f4de27e1cc8820d6b6993fa4d7dad6c4b56324ddedda5e33c331ebb11)	(86.05, 36.36, 68.18, 68.18, 72.73, 63.64, 66.67, 70.0, 69.57, 5, 0.19, 5e6c1467ef472a138b2fccf8314f8014e9b87356b27dabe9494af90e1b86378f)	(91.86, 36.36, 68.18, 68.18, 72.73, 63.64, 66.67, 70.0, 69.57, 7, 3.172, 60c6816f4de27e1cc8820d6b6993fa4d7dad6c4b56324ddedda5e33c331ebb11)	(91.86, 36.36, 68.18, 68.18, 72.73, 63.64, 66.67, 70.0, 69.57, 7, 3.808, 60c6816f4de27e1cc8820d6b6993fa4d7dad6c4b56324ddedda5e33c331ebb11)	(86.05, 36.36, 68.18, 68.18, 72.73, 63.64, 66.67, 70.0, 69.57, 5, 0.19, 5e6c1467ef472a138b2fccf8314f8014e9b87356b27dabe9494af90e1b86378f)	(99.77, 70.91, 85.45, 85.45, 89.09, 81.82, 83.03, 88.36, 85.93, 16.74, 56960.0)	(0.0, 0.17, 0.04, 0.04, 0.17, 0.0, 0.0, 0.13, 0.05, 0.03, 53880.0)	(166.606, ("f38b470abdb685e5e3dc13b960f855716aee3f179b0b254571f48a6ff31e67c3", "76995b332b0223d8c3f8b079bb0744b2504a7d7894610a9218ba472680201f8f", "8df27e1ff2e2272b4e973b5e20586d455bddcfc8236ceab573bba4b0353caba5", "a7ee4b19b3287465897bddc74739a98ba9c538477daccfcc20abb76335a671e7", "48200a48e1e20cbece2f138a8e9dbfa63c01e1464d28b8d967addf36037ac224"))	
8	mel,8000,stump_with_memoization,(3,true,"b",["Normalize"]),30,(50,100,75),false,TestOp_80,IA	(90.7, 54.55, 77.27, 77.27, 63.64, 90.91, 87.5, 71.43, 73.68, 9, 3.861, c453c26f2b56c8b9c382190571259e6f248e64a01173b73a3e1384f7de1ec2fe)	(90.7, 54.55, 77.27, 77.27, 63.64, 90.91, 87.5, 71.43, 73.68, 9, 3.58, c453c26f2b56c8b9c382190571259e6f248e64a01173b73a3e1384f7de1ec2fe)	(90.7, 54.55, 77.27, 77.27, 63.64, 90.91, 87.5, 71.43, 73.68, 9, 3.357, c453c26f2b56c8b9c382190571259e6f248e64a01173b73a3e1384f7de1ec2fe)	(90.7, 54.55, 77.27, 77.27, 63.64, 90.91, 87.5, 71.43, 73.68, 9, 3.623, c453c26f2b56c8b9c382190571259e6f248e64a01173b73a3e1384f7de1ec2fe)	(90.7, 54.55, 77.27, 77.27, 63.64, 90.91, 87.5, 71.43, 73.68, 9, 3.647, c453c26f2b56c8b9c382190571259e6f248e64a01173b73a3e1384f7de1ec2fe)	(90.7, 54.55, 77.27, 77.27, 63.64, 90.91, 87.5, 71.43, 73.68, 9, 3.65, c453c26f2b56c8b9c382190571259e6f248e64a01173b73a3e1384f7de1ec2fe)	(99.77, 92.73, 96.36, 96.36, 92.73, 100.0, 100.0, 93.59, 96.1, 23.78, 65760.0)	(0.0, 0.58, 0.14, 0.14, 0.58, 0.0, 0.0, 0.43, 0.17, 0.04, 35680.0)	(133.678, ("edff60464417b6692b4c1e6095f6e0e747ab4f8106c924a6d5058baf198f69e3", "043a0bb2eedec2d6b8d178a97fdf1b31446301513bacdd828d4f6084a9cf46cb", "96f5ea6361c9e5d415834907add56503d9c0511022c350f193be275957c6908f", "ad04ba990d173399e6f9951f1cf9406034a33213c4f2e732ca331d48044856e5", "31d50decb613718531d2e3e13e47e36e90ba97e938909906908a31dbd38bc835"))	
9	mel,8000,stump_with_memoization,(3,true,"b",["Normalize"]),30,(50,100,75),false,TestOp_80,IA	(95.35, 9.09, 54.55, 54.55, 9.09, 100.0, 100.0, 52.38, 16.67, 13, 5.576, e8aa0471f4ee024e44016e8d5256680afc1250b992533007f08bd7a10419e8f2)	(89.53, 72.73, 86.36, 86.36, 81.82, 90.91, 90.0, 83.33, 85.71, 7, 2.751, 9bbd4b39a3c23dcfb5e565f9feef376ff90f575a4931540561599d4c0ac6adc8)	(80.23, 54.55, 77.27, 77.27, 81.82, 72.73, 75.0, 80.0, 78.26, 5, 0.217, ec2ee4f38fb4db0b8b07cc55d0403c6b50ea8f03a392db6b5c5645bece098d17)	(95.35, 9.09, 54.55, 54.55, 9.09, 100.0, 100.0, 52.38, 16.67, 11, 5.674, fc86ebfdc0ee9158e6a636bb614eb6bc031eb2c29b4fb2edbe9e3dad5e4745f4)	(89.53, 72.73, 86.36, 86.36, 81.82, 90.91, 90.0, 83.33, 85.71, 7, 3.055, 9bbd4b39a3c23dcfb5e565f9feef376ff90f575a4931540561599d4c0ac6adc8)	(80.23, 54.55, 77.27, 77.27, 81.82, 72.73, 75.0, 80.0, 78.26, 5, 0.22, ec2ee4f38fb4db0b8b07cc55d0403c6b50ea8f03a392db6b5c5645bece098d17)	(99.3, 67.27, 83.64, 83.64, 67.27, 100.0, 100.0, 75.43, 80.35, 17.02, 62240.0)	(0.0, 0.25, 0.06, 0.06, 0.25, 0.0, 0.0, 0.08, 0.12, 0.04, 19080.0)	(131.224, ("4066f243f1325dc10d375d681e137addc990fdedd4397a73df913c86e8156396", "d0cbda4aef9b5ff98e1a7b2ea9525cfb61e7780ea25b089688c21941e3bb76ec", "45a0ff3546c3a6012032dac873a18f5eb5f332edc5ffc39c654df3ead71da4c4", "fdf74de4653563537f78cdf7719d906bb6455dbc39d64599569769688fcc95e6", "13eb46dfdc1687a0885dbeaba92927aec1ebf0d17904a42c94fa915a3f909a46"))	
