Dataseed	Params-combination	T(entropy,2,0.01,0.4)	T(entropy,2,0.01,0.5)	T(entropy,2,0.01,0.6)	T(entropy,4,0.01,0.4)	T(entropy,4,0.01,0.5)	T(entropy,4,0.01,0.6)	RF(0.7,50,half,all)	RF(0.7,50,half,all)σ²	RF(0.7,50,half,all)t	
5	htkmel,8000,stump_with_memoization,(1,false,"c",["NG","Normalize"]),30,(50,100,75),false,TestOp_80,IA	(93.81, 17.86, 58.93, 58.93, 64.29, 53.57, 58.06, 60.0, 61.02, 31, 11.932, 822750e2d4ad56825bc74dc13a13b8d297ed1e1159ed385e765cb567f2520b7c)	(87.17, 17.86, 58.93, 58.93, 64.29, 53.57, 58.06, 60.0, 61.02, 19, 9.471, 90af18840a3ca5d74461252201fa25371f478132cee519776ce82238ed1042c5)	(78.32, 10.71, 55.36, 55.36, 60.71, 50.0, 54.84, 56.0, 57.63, 9, 7.159, 8327cd36f664c2afa6b6eea6733f8845900fc98863e50ec94747645e3f577cee)	(90.71, 17.86, 58.93, 58.93, 64.29, 53.57, 58.06, 60.0, 61.02, 29, 9.75, acce6692d3c9501fefe8e107e99732b8c9b85fea3549c976de4fac8f3b3833ce)	(87.17, 17.86, 58.93, 58.93, 64.29, 53.57, 58.06, 60.0, 61.02, 19, 9.51, 90af18840a3ca5d74461252201fa25371f478132cee519776ce82238ed1042c5)	(78.32, 10.71, 55.36, 55.36, 60.71, 50.0, 54.84, 56.0, 57.63, 9, 7.164, 8327cd36f664c2afa6b6eea6733f8845900fc98863e50ec94747645e3f577cee)	(99.82, 40.71, 70.36, 70.36, 65.71, 75.0, 72.39, 68.99, 68.65, 33.36, 157600.0)	(0.0, 0.74, 0.18, 0.18, 0.87, 0.19, 0.12, 0.26, 0.4, 0.01, 25000.0)	(403.609, ("5148dd8fac0166184b788bc5f62f1e0a9a3197d47be6e36016f0ab78254ad246", "092c10b3d080ffbaaebddad4c82d5c3a612098405b0fcb62d490a2c3d27d4fc7", "c4454694ab43c1413b83bad3b32f5e05aab0ffa19f411ec26195f7c9831a32bb", "b2266698ec9a30021c0f1b8681af21ad342894e923778673df54d11f0923586e", "a60fed1f035ab7ef3c1589e1294eded1db2bf57edc0577e182e9f70eb7e4ce77"))	
6	htkmel,8000,stump_with_memoization,(1,false,"c",["NG","Normalize"]),30,(50,100,75),false,TestOp_80,IA	(95.58, 28.57, 64.29, 64.29, 57.14, 71.43, 66.67, 62.5, 61.54, 33, 10.59, a52f6ccd5dba6859f3a92753f134b3cbe91cdaf4c3ada99af85c3e699c5e02f5)	(88.05, 28.57, 64.29, 64.29, 57.14, 71.43, 66.67, 62.5, 61.54, 19, 9.404, e462bed56623a60a4b2c7e57aee0c17bec0931b34e949ebca9ad8a6c5eadc307)	(84.07, 28.57, 64.29, 64.29, 60.71, 67.86, 65.38, 63.33, 62.96, 13, 8.971, ec26565e327cd6a19b9f3a705565d2986bdad3746ecf52ca81dfe864fe86ec50)	(93.81, 32.14, 66.07, 66.07, 60.71, 71.43, 68.0, 64.52, 64.15, 31, 9.635, 39ae33ce2766fda0a2dd3eeeffb4f5beeff9bfae16ce17fb9b9c2ab1112c220b)	(87.17, 28.57, 64.29, 64.29, 57.14, 71.43, 66.67, 62.5, 61.54, 19, 9.418, a2994de8977e190b16051dbc4f91958eb037a2e8fed0e3d51505c21b4589bab2)	(84.07, 28.57, 64.29, 64.29, 60.71, 67.86, 65.38, 63.33, 62.96, 13, 8.98, ec26565e327cd6a19b9f3a705565d2986bdad3746ecf52ca81dfe864fe86ec50)	(99.91, 35.71, 67.86, 67.86, 69.29, 66.43, 67.48, 68.36, 68.33, 30.65, 152440.0)	(0.0, 1.28, 0.32, 0.32, 0.29, 0.48, 0.37, 0.3, 0.3, 0.04, 35880.0)	(367.161, ("623a097d5a173cdb83339d9fe89d28408c2bae6d0bf7c2a29f85abb2cefce833", "24515a98fd1c61672e15888f8b71e35fe0623e110ea81b708e4f818f42e974e2", "7568c0ccd4844184a6bd859bc3a6c430f4764373dd93c2f1f26362bd7eafe631", "cd2f8d4fbcb7602ecaf08890f78bd137248e9ee1a4befe9a28ccaa3a4a68fd53", "28bbbb4bc5c0705e20159d266d96f156158f47dcf89f69839888f81ba364452b"))	
7	htkmel,8000,stump_with_memoization,(1,false,"c",["NG","Normalize"]),30,(50,100,75),false,TestOp_80,IA	(93.81, 28.57, 64.29, 64.29, 78.57, 50.0, 61.11, 70.0, 68.75, 29, 16.788, 3900656d21201190f822ed86b497cb6481d094c196f7f6b4f0c41708bc995599)	(90.71, 25.0, 62.5, 62.5, 75.0, 50.0, 60.0, 66.67, 66.67, 21, 13.948, ec2da61db33bd8dab80656bc711d90c768e8c054954742d66da16f58bc94d517)	(76.99, 28.57, 64.29, 64.29, 85.71, 42.86, 60.0, 75.0, 70.59, 9, 10.66, 9dd4e2fd7f1caf82ca09f58e9574f0b50fb6e4ba656ae816664e5c356cb8b3e1)	(93.81, 28.57, 64.29, 64.29, 78.57, 50.0, 61.11, 70.0, 68.75, 29, 14.442, f4791ba6f9853a7d59a807e9a39222455ee0893abf53d6406f84d635ae49db6e)	(90.71, 25.0, 62.5, 62.5, 75.0, 50.0, 60.0, 66.67, 66.67, 21, 14.03, ec2da61db33bd8dab80656bc711d90c768e8c054954742d66da16f58bc94d517)	(76.99, 28.57, 64.29, 64.29, 85.71, 42.86, 60.0, 75.0, 70.59, 9, 10.509, 9dd4e2fd7f1caf82ca09f58e9574f0b50fb6e4ba656ae816664e5c356cb8b3e1)	(99.91, 43.57, 71.79, 71.79, 77.86, 65.71, 69.46, 74.93, 73.37, 33.45, 156240.0)	(0.0, 0.09, 0.02, 0.02, 0.15, 0.1, 0.02, 0.07, 0.03, 0.05, 65080.0)	(405.938, ("6856b627318a68ef5603b277ea06c4f11e0766be2fe428565e108fa9cfb297d6", "e861f20fb76a8b979fdc0c47f5a8a7b6d733d04172beaa2dc23c32a74f833e7c", "bf48807f383ba9f66ddddd5e699d60ae4aaa6e5ccd7c799961ed199cd3b5b1aa", "d825ef5b506994bb0b796bd3cb417f79f64a68e72178ec3912117af4b5e82eef", "bdff5762c91410e68307ddea57015b42c1b5f12e7e6f5e2a75a8cdbfd4ddc4cc"))	
8	htkmel,8000,stump_with_memoization,(1,false,"c",["NG","Normalize"]),30,(50,100,75),false,TestOp_80,IA	(94.25, 10.71, 55.36, 55.36, 46.43, 64.29, 56.52, 54.55, 50.98, 35, 10.311, bda5d2a07d71a10fdecd003ce2f6b1b610bc7d2bc32bc875c1cfae3e4d5832f2)	(92.48, 10.71, 55.36, 55.36, 46.43, 64.29, 56.52, 54.55, 50.98, 27, 9.002, 91c086416353db8760fc72322bf3ea50bbc7cc34bdb84f88762f08463be6330e)	(77.43, 10.71, 55.36, 55.36, 57.14, 53.57, 55.17, 55.56, 56.14, 9, 6.137, 5c474fecdc699c73d0e5d4eb75d42ec3ca724a39c65433f9e3a343a894785564)	(93.36, 7.14, 53.57, 53.57, 46.43, 60.71, 54.17, 53.12, 50.0, 35, 9.127, 00b34b512cddd5cfc43dcd2c34fd302efa79975917c189a1e3d6ff05ffad50a4)	(91.59, 10.71, 55.36, 55.36, 46.43, 64.29, 56.52, 54.55, 50.98, 27, 9.001, 37a5d5adf39a959065d6f999e12a65ba226a65f7292a2749c23e50093ccc09c3)	(77.43, 10.71, 55.36, 55.36, 57.14, 53.57, 55.17, 55.56, 56.14, 9, 6.123, 5c474fecdc699c73d0e5d4eb75d42ec3ca724a39c65433f9e3a343a894785564)	(99.65, 25.71, 62.86, 62.86, 50.0, 75.71, 67.76, 60.22, 57.31, 29.47, 152800.0)	(0.0, 0.6, 0.15, 0.15, 0.32, 0.6, 0.43, 0.08, 0.21, 0.04, 20600.0)	(387.269, ("6fec8d757f26a43b7b90095c3677779e1d94094e04ecfc6bbdf5f4146646558a", "1b675ee1f608d9b92314c75f696a1aafcc3e79f7daaa91acb4d31fecbdf841fa", "3b48dd8fe7652140ec3c0e15dab7bd972f07e611e45914b97cefa4dd29a2ae8f", "fb4f75c63ecab8760a662816f9571236f4c7f58343d56690614a63778b3e0723", "ca7272866b053f22892dbd5195fb9f4db139eb501647b9d6a43ff00bb483ec1d"))	
9	htkmel,8000,stump_with_memoization,(1,false,"c",["NG","Normalize"]),30,(50,100,75),false,TestOp_80,IA	(96.46, 25.0, 62.5, 62.5, 71.43, 53.57, 60.61, 65.22, 65.57, 37, 16.486, 5dc06f40ef74890fbbdc18534631c0b4db0df558d6b4d13246469bc98aa7d16e)	(92.92, 7.14, 53.57, 53.57, 75.0, 32.14, 52.5, 56.25, 61.76, 29, 15.308, 20f4c6232d921b82a91442e6b295a4da6c0ae6677d33f704b5ae3e69dda28984)	(85.4, 7.14, 53.57, 53.57, 75.0, 32.14, 52.5, 56.25, 61.76, 17, 14.238, fa935e69adef31beea9ee0d8c1a0778272de46070fc983e4a1d496e330b18145)	(94.69, 25.0, 62.5, 62.5, 71.43, 53.57, 60.61, 65.22, 65.57, 33, 15.546, d7d2af5ad3fbe40f39b8675511c9518c23753840aeeafa629ba23317e97585b1)	(92.04, 10.71, 55.36, 55.36, 78.57, 32.14, 53.66, 60.0, 63.77, 29, 15.242, 390e162c502bfc97b5a8e599f74ff5e3a60a2fe6419adf68c4e2480c7a66ad3a)	(85.4, 7.14, 53.57, 53.57, 75.0, 32.14, 52.5, 56.25, 61.76, 17, 14.08, fa935e69adef31beea9ee0d8c1a0778272de46070fc983e4a1d496e330b18145)	(99.91, 29.29, 64.64, 64.64, 67.14, 62.14, 63.99, 65.46, 65.48, 31.86, 153120.0)	(0.0, 0.22, 0.05, 0.05, 0.15, 0.17, 0.06, 0.06, 0.06, 0.11, 34120.0)	(384.292, ("5a631d31f3bcd2ab14157e43c881bca22237e2d12099a75eb9fac8edee8aafbf", "6712de731bacba7e61791667a0ddf5c6c7fef638987df4a1f8a447773f8f9454", "3ea90e0b28139604dd9a778c67cf4eeded1d8a297ec869e031e644d9ad5d2dcb", "c5498bffa53d05219f3f6e4843da8777123887d8ba8104ed0fa9577ecfce02c3", "fc58a5500d5b46e4e082d1e373cc9e2223a1c2b5153e571325e5fa1cc9bc2638"))	
10	htkmel,8000,stump_with_memoization,(1,false,"c",["NG","Normalize"]),30,(50,100,75),false,TestOp_80,IA	(94.25, 17.86, 58.93, 58.93, 60.71, 57.14, 58.62, 59.26, 59.65, 31, 9.982, bcb3664b8bdbfcfcb2071fe0649e5d789dedccbf52eca7081d071a4a0f90ed3f)	(84.51, 21.43, 60.71, 60.71, 64.29, 57.14, 60.0, 61.54, 62.07, 15, 8.906, dac5db6dd2b8ef8768b69217a2ec749c59ca8b35754ad589be4145dbad975a88)	(84.51, 21.43, 60.71, 60.71, 64.29, 57.14, 60.0, 61.54, 62.07, 15, 8.924, dac5db6dd2b8ef8768b69217a2ec749c59ca8b35754ad589be4145dbad975a88)	(92.48, 17.86, 58.93, 58.93, 57.14, 60.71, 59.26, 58.62, 58.18, 29, 9.328, 26d2230121dabb873905be971c4f4bb591a48c068ca2bbcb1f88d58ecb3f3bf7)	(84.51, 21.43, 60.71, 60.71, 64.29, 57.14, 60.0, 61.54, 62.07, 15, 8.899, dac5db6dd2b8ef8768b69217a2ec749c59ca8b35754ad589be4145dbad975a88)	(84.51, 21.43, 60.71, 60.71, 64.29, 57.14, 60.0, 61.54, 62.07, 15, 8.907, dac5db6dd2b8ef8768b69217a2ec749c59ca8b35754ad589be4145dbad975a88)	(99.91, 43.57, 71.79, 71.79, 60.0, 83.57, 79.08, 67.79, 67.86, 35.34, 158120.0)	(0.0, 0.22, 0.05, 0.05, 0.47, 0.36, 0.31, 0.08, 0.14, 0.09, 97720.0)	(390.79, ("e2058233cca680c36a4c28b6b8b8f85adfe4d78a75db5d33e207b87838ced6e8", "d833fc11639f3beefc88f07edb3a5ecbc6caab57725d47b10161f2c91746d819", "826226590a20c9126409524d6df3d5727cd4f774dd0f19a00a3bf4fb18e734a9", "35945aa2637d7898e60656de0a5694724de8bc8baaf1d4e893991cf9bc22e56c", "f1db8b999b2635152e928da6c18f5cc9e8135ff6445ecb85b16ba0b04ac7da7b"))	
1	fcmel,8000,stump_with_memoization,(1,false,"c",["NG","Normalize"]),30,(50,100,75),false,TestOp_80,IA	(94.69, 14.29, 57.14, 57.14, 67.86, 46.43, 55.88, 59.09, 61.29, 35, 43.021, d9d7c390b7062851e6ce0aed0120d4e361966a6eb14e2a8fd396d9a82a885ba1)	(92.04, 17.86, 58.93, 58.93, 71.43, 46.43, 57.14, 61.9, 63.49, 27, 16.844, 56a2af510f76749f58754b4b6498acf7149936b77393817793eb6ee07f7d28f7)	(89.82, 10.71, 55.36, 55.36, 60.71, 50.0, 54.84, 56.0, 57.63, 23, 16.733, 365187c41f019ff4c2c6915e66affb25c46d079eb952e5deeed86e3b32714f13)	(94.25, 17.86, 58.93, 58.93, 71.43, 46.43, 57.14, 61.9, 63.49, 31, 16.982, 4d38657594f95a92db15de161eec3992bd6d02e57adc980ca5ff1b6ead1be38b)	(92.04, 17.86, 58.93, 58.93, 71.43, 46.43, 57.14, 61.9, 63.49, 27, 16.703, 56a2af510f76749f58754b4b6498acf7149936b77393817793eb6ee07f7d28f7)	(89.82, 10.71, 55.36, 55.36, 60.71, 50.0, 54.84, 56.0, 57.63, 23, 16.668, 365187c41f019ff4c2c6915e66affb25c46d079eb952e5deeed86e3b32714f13)	(99.56, 56.43, 78.21, 78.21, 80.71, 75.71, 76.99, 79.7, 78.77, 33.48, 156440.0)	(0.0, 0.22, 0.05, 0.05, 0.04, 0.22, 0.11, 0.03, 0.04, 0.05, 24280.0)	(419.834, ("ff82ac09f29a845078963125df4893f48d8a73473413a8ab5e3b44a14e298580", "2527854cf997f5f757fabdf4b1e0c82762b80dd51e66b9160c0d14daf855faf7", "86b37de615485f64fb16544d758cf7621a6aaefb31a13e3e5bd5a71733150651", "c979df667b81e8023f77450c928e7d6982a980804e96e82e386edd00e8f5e2dc", "076168784845f3bf7bfdbc720e301591a7dd0efac5623ebf763a1c3c71b09da3"))	
2	fcmel,8000,stump_with_memoization,(1,false,"c",["NG","Normalize"]),30,(50,100,75),false,TestOp_80,IA	(98.23, 7.14, 53.57, 53.57, 57.14, 50.0, 53.33, 53.85, 55.17, 43, 24.135, 5154ed52cbf61441454234f6a87a7ac4925fb89a080538b9f5461d5b23a47beb)	(90.27, 10.71, 55.36, 55.36, 64.29, 46.43, 54.55, 56.52, 59.02, 27, 9.88, 6e562bad8969980124325969dffba27c9e85dee2f0f1560d487068c76161accc)	(83.19, 7.14, 53.57, 53.57, 53.57, 53.57, 53.57, 53.57, 53.57, 15, 8.95, 147f492e5fffe5e775a7a9c482c6255309d09ce38f6196613b2f9bfa465e30bf)	(96.02, 7.14, 53.57, 53.57, 57.14, 50.0, 53.33, 53.85, 55.17, 41, 10.194, 3c438e57131a059d1391bb1f5513e7be7acac59547353f783dcabf232ec6133d)	(89.38, 10.71, 55.36, 55.36, 64.29, 46.43, 54.55, 56.52, 59.02, 27, 9.753, 1553ab5777d5a5b802c2cb9289be274db0b589494a46a9318e96e34d62c30a81)	(83.19, 7.14, 53.57, 53.57, 53.57, 53.57, 53.57, 53.57, 53.57, 15, 8.967, 147f492e5fffe5e775a7a9c482c6255309d09ce38f6196613b2f9bfa465e30bf)	(100.0, 25.71, 62.86, 62.86, 67.86, 57.86, 61.63, 64.72, 64.45, 35.13, 158360.0)	(0.0, 0.73, 0.18, 0.18, 0.77, 0.28, 0.12, 0.35, 0.29, 0.11, 119080.0)	(387.744, ("2c334bb4d5e86b1824d784c33b87899b62279950de59097cceee0c7406a2b169", "2548e44eeeb0dad382d53522a34c48e2cc73316a42e4abab83742e12177e763b", "bf9ba15e182ba5b651cc7b3774e66a82b6fb524794ed2599434d0cf2d65ed82a", "690a40f59eabf18b72297004753bd1369473b0d0c6becc0a54295edff85482d2", "d731c74b4e870728c2b3c27842854660f7437f1cf2b4bdbcdf23032f6b0e0ab4"))	
3	fcmel,8000,stump_with_memoization,(1,false,"c",["NG","Normalize"]),30,(50,100,75),false,TestOp_80,IA	(97.79, 21.43, 60.71, 60.71, 67.86, 53.57, 59.38, 62.5, 63.33, 37, 15.753, 5e273fab2a554ae579b03402565b4230550a0ef2b0ebb2157dd43fd77784aa75)	(86.28, 14.29, 57.14, 57.14, 60.71, 53.57, 56.67, 57.69, 58.62, 15, 8.348, ea2e0be79a35400dead5c23ef4915ca33b891fb631c7fbbe80b35c48842dcf91)	(78.76, 14.29, 57.14, 57.14, 60.71, 53.57, 56.67, 57.69, 58.62, 9, 6.454, ba75b4ab52af02176d227258576b92c8c51f1c102f23c70dcd332dda32402537)	(96.46, 21.43, 60.71, 60.71, 67.86, 53.57, 59.38, 62.5, 63.33, 35, 10.675, 90c5befadbcdc47486053120e75b7793ea0fa9da51bb4b5a0122c62ab4573125)	(85.84, 14.29, 57.14, 57.14, 60.71, 53.57, 56.67, 57.69, 58.62, 15, 8.293, 84dd8abf2790166d9539ec44c9c69307985bedc6dcb3845c928b21003a9bb9f8)	(78.76, 14.29, 57.14, 57.14, 60.71, 53.57, 56.67, 57.69, 58.62, 9, 6.435, ba75b4ab52af02176d227258576b92c8c51f1c102f23c70dcd332dda32402537)	(99.82, 34.29, 67.14, 67.14, 59.29, 75.0, 70.51, 64.77, 64.38, 31.06, 153400.0)	(0.0, 0.93, 0.23, 0.23, 0.17, 0.38, 0.44, 0.14, 0.25, 0.02, 8800.0)	(428.46, ("fc81014bc25f07581ec45e5619a573fdfe1d2e9e3307aca8d8a4ee704074c645", "336f75fc7f1b279db5f823a6086716b1655a50acf47bf8ead73221b7e3daadc2", "1748a8926b09dc2a4056ecfafb6e94d0f907a61c2604a6340b03671afe371662", "f685b4c883eee4ea0e68486ca732c298401bc23b22b5b1425c0328de6f73c2dc", "fb51218d1aeca532dda7ee7430d45fa69d39d5e57a8180788ac955ce4ac02a04"))	
4	fcmel,8000,stump_with_memoization,(1,false,"c",["NG","Normalize"]),30,(50,100,75),false,TestOp_80,IA	(92.92, 21.43, 60.71, 60.71, 64.29, 57.14, 60.0, 61.54, 62.07, 29, 16.676, 5f71db4c4d0c40e3659e96aec4344bb031925e28abd1ad1039f6574cc91fbc81)	(92.04, 21.43, 60.71, 60.71, 64.29, 57.14, 60.0, 61.54, 62.07, 27, 11.142, 42d923cc44bc5a424d870288844787843db7ba1f3e3173fcd5f35af380c9640c)	(76.11, 25.0, 62.5, 62.5, 78.57, 46.43, 59.46, 68.42, 67.69, 9, 4.987, 08e64567e48b79413a7f6e9299dfffa98eb1acece3b71061ff167fd20311158d)	(91.15, 17.86, 58.93, 58.93, 60.71, 57.14, 58.62, 59.26, 59.65, 29, 11.259, 706631bb1998d530846d1c4c544f86907522ce101e5b1fa1c3e863347a8d4965)	(91.15, 17.86, 58.93, 58.93, 60.71, 57.14, 58.62, 59.26, 59.65, 27, 11.154, d9efbfdfd03e433097a467035de21e2810c798322dec6f795fd4e73d6e27a457)	(76.11, 25.0, 62.5, 62.5, 78.57, 46.43, 59.46, 68.42, 67.69, 9, 4.985, 08e64567e48b79413a7f6e9299dfffa98eb1acece3b71061ff167fd20311158d)	(99.65, 50.0, 75.0, 75.0, 75.71, 74.29, 74.72, 75.44, 75.16, 33.75, 156520.0)	(0.0, 0.26, 0.06, 0.06, 0.15, 0.15, 0.08, 0.1, 0.06, 0.06, 37120.0)	(360.979, ("4c79c7d28741d63cadb6ddc97a09493afc612adb935548da4a05f792f7ba1ab0", "98f88d7a98540225265056f22152bfdecc54f5529b5d38f84fa56acae86b0c19", "6e47395b46813409fb54c63aa3fb0a085c812247266750042d93d0dd5922bdf7", "eb424e07a8ea10e503f55ff37fd2d3c80514e7bd79289d151abfefd888490d14", "765a4e79d76ecc489e17c7dd1d0bc2dfd7576a50c515c229962b79e863284541"))	
5	fcmel,8000,stump_with_memoization,(1,false,"c",["NG","Normalize"]),30,(50,100,75),false,TestOp_80,IA	(93.81, 17.86, 58.93, 58.93, 64.29, 53.57, 58.06, 60.0, 61.02, 31, 13.177, 9f1b73564ef068af2c85dee19d9c48b3ea09940d6753c3ec66e83cb2d43da3bb)	(87.17, 17.86, 58.93, 58.93, 64.29, 53.57, 58.06, 60.0, 61.02, 19, 10.456, a7541ec5c80d90d06e2f2f5c59f13c131f69ab955e0fbf54c2504462e9b604a6)	(78.32, 10.71, 55.36, 55.36, 60.71, 50.0, 54.84, 56.0, 57.63, 9, 7.876, e03ba41fcaf4fe912440edb3fd717b0deeaffd1506ff29d90e0b4c64146c90cd)	(90.71, 17.86, 58.93, 58.93, 64.29, 53.57, 58.06, 60.0, 61.02, 29, 10.729, 75930e41cd9ce7f639fbd1a87dc118843a7eb027e5bcaf0fb2dae808b6494dd2)	(87.17, 17.86, 58.93, 58.93, 64.29, 53.57, 58.06, 60.0, 61.02, 19, 10.422, a7541ec5c80d90d06e2f2f5c59f13c131f69ab955e0fbf54c2504462e9b604a6)	(78.32, 10.71, 55.36, 55.36, 60.71, 50.0, 54.84, 56.0, 57.63, 9, 7.856, e03ba41fcaf4fe912440edb3fd717b0deeaffd1506ff29d90e0b4c64146c90cd)	(99.82, 40.71, 70.36, 70.36, 65.71, 75.0, 72.39, 68.99, 68.65, 33.36, 157600.0)	(0.0, 0.74, 0.18, 0.18, 0.87, 0.19, 0.12, 0.26, 0.4, 0.01, 25000.0)	(409.261, ("af4ec40d9776fe9e2f6ef9dc8a2dd2b6bc1bc2cdaa6b48f54fda8af9b4e5e7a3", "7d664469fedfdd0452e2a8d56d6e270bd30a150200f3caab41c86e13ede3fbb9", "48527fffb70cd0f6e5bcb6223582a443bbe83119fe9f68f1368e9e8d648db987", "87298be4421d7b2aaf6e6b46fc6b83ab2ad58876702a5582dc606de59b6a4501", "c7460e45e53c3b79ebea6fc0ed9d6cdc24d064c7f6593c849d383a7909c95bfb"))	
6	fcmel,8000,stump_with_memoization,(1,false,"c",["NG","Normalize"]),30,(50,100,75),false,TestOp_80,IA	(95.58, 28.57, 64.29, 64.29, 57.14, 71.43, 66.67, 62.5, 61.54, 33, 11.751, 9c929883aa460f4036b149595ccedc0d4b71e56694b7cad1b8c1294a2e7a0180)	(88.05, 28.57, 64.29, 64.29, 57.14, 71.43, 66.67, 62.5, 61.54, 19, 10.431, 801a765b7a2097813c03295f03cfe3750d049a3d8ac33875b6b51b3c4bad9b1c)	(84.07, 28.57, 64.29, 64.29, 60.71, 67.86, 65.38, 63.33, 62.96, 13, 9.893, 94931e7f60afd94f8aa9bed98f7485b17e14352f0f9e02217c83527d81de6148)	(93.81, 32.14, 66.07, 66.07, 60.71, 71.43, 68.0, 64.52, 64.15, 31, 10.6, 76c079721777b20dda33d48020bc72520dfe0bba152cc71f43ab1af7cd1393f3)	(87.17, 28.57, 64.29, 64.29, 57.14, 71.43, 66.67, 62.5, 61.54, 19, 10.343, 9e2cd4d6f132ccbaff91eff1dabfb8b178b6ef3d7c43cb0a14bd610269779a7b)	(84.07, 28.57, 64.29, 64.29, 60.71, 67.86, 65.38, 63.33, 62.96, 13, 9.852, 94931e7f60afd94f8aa9bed98f7485b17e14352f0f9e02217c83527d81de6148)	(99.91, 35.71, 67.86, 67.86, 69.29, 66.43, 67.48, 68.36, 68.33, 30.62, 152440.0)	(0.0, 1.28, 0.32, 0.32, 0.29, 0.48, 0.37, 0.3, 0.3, 0.04, 35880.0)	(382.464, ("0228f9887ab4e2206918c2134363999a0d197ce816aa2cb1ea2c930a5fab92b2", "db45a6320fc810f4bbb27a651673469e8d550b4cbeb972d4556b09daaf8bfad8", "64f6b801c4bc4fda6e6b587f74b09fda70e61f8d9299bc2ea13002fa839c6e19", "da77a6dd32a3840a8296296ad006978dee493dac2526b1e8b522a5022c76e197", "09e7f077fa4d64d79b4a8a7a8340e9467246f0cf6ca7efc8948edad8023eb69f"))	
7	fcmel,8000,stump_with_memoization,(1,false,"c",["NG","Normalize"]),30,(50,100,75),false,TestOp_80,IA	(93.81, 28.57, 64.29, 64.29, 78.57, 50.0, 61.11, 70.0, 68.75, 29, 17.858, 9cc3ca0bab112d951946bdb93bfab563d35a9397512ad1d9bd236b6deb8b194b)	(90.71, 25.0, 62.5, 62.5, 75.0, 50.0, 60.0, 66.67, 66.67, 21, 14.93, 9d8ad25337dd726a30ac889d846c81ee22bbeff513a2ea4aa78724dcfc514858)	(76.99, 28.57, 64.29, 64.29, 85.71, 42.86, 60.0, 75.0, 70.59, 9, 11.399, 794dfb7bb48df8dae1b7599be0bdc9db148bda49d703320ae84a7a484a7cf5bb)	(93.81, 28.57, 64.29, 64.29, 78.57, 50.0, 61.11, 70.0, 68.75, 29, 15.466, 677c2e3687fb7f75938ed9b430905bf885d215b8939d62dd78f22cdbf9b4d0d0)	(90.71, 25.0, 62.5, 62.5, 75.0, 50.0, 60.0, 66.67, 66.67, 21, 15.009, 9d8ad25337dd726a30ac889d846c81ee22bbeff513a2ea4aa78724dcfc514858)	(76.99, 28.57, 64.29, 64.29, 85.71, 42.86, 60.0, 75.0, 70.59, 9, 11.431, 794dfb7bb48df8dae1b7599be0bdc9db148bda49d703320ae84a7a484a7cf5bb)	(99.91, 43.57, 71.79, 71.79, 77.86, 65.71, 69.46, 74.93, 73.37, 33.48, 156240.0)	(0.0, 0.09, 0.02, 0.02, 0.15, 0.1, 0.02, 0.07, 0.03, 0.06, 65080.0)	(408.751, ("3aae7ce71004ca557e68f6ab1acf398b5b121d5873d54fe0c9c6bd277fec208f", "096e4bb764e9e987caf0404bfa0231d94bbadb4ddad924d6c0b5e349e03f122b", "a66e2446aac3aa2be353719d0ac15fa4cc5412eb90ac33595c8550fb064be2d6", "373203911b81a18c709a8bc2926175b6c7ef986c100ab840bf67c35e3696a590", "6b095b09631af5d80c716eef495f607e5f4366a42b5eb05bf9dc06eadf09a593"))	
8	fcmel,8000,stump_with_memoization,(1,false,"c",["NG","Normalize"]),30,(50,100,75),false,TestOp_80,IA	(94.25, 10.71, 55.36, 55.36, 46.43, 64.29, 56.52, 54.55, 50.98, 35, 11.297, a01552775136d548c539021d025d4b7d63e05698a2ed67aee39164054c33f635)	(92.48, 10.71, 55.36, 55.36, 46.43, 64.29, 56.52, 54.55, 50.98, 27, 9.902, 9dfd941c9330194b132f4723327a5ba9e8c2523776ada66893558736c40c6815)	(77.43, 10.71, 55.36, 55.36, 57.14, 53.57, 55.17, 55.56, 56.14, 9, 6.765, 3eed5095ff691fc5f240da19cbed244ad5b1d36bd0b33ddd55393092c59dc3fa)	(93.36, 7.14, 53.57, 53.57, 46.43, 60.71, 54.17, 53.12, 50.0, 35, 10.141, fc9d6f89163da3b4e9d792d9c1e4335533957e0ed400ef2a95b0cf1bb4c75143)	(91.59, 10.71, 55.36, 55.36, 46.43, 64.29, 56.52, 54.55, 50.98, 27, 9.969, facb2ac15202af4dec9bbebf12086083d6383c20f427d8f17960167a9129ba2e)	(77.43, 10.71, 55.36, 55.36, 57.14, 53.57, 55.17, 55.56, 56.14, 9, 6.778, 3eed5095ff691fc5f240da19cbed244ad5b1d36bd0b33ddd55393092c59dc3fa)	(99.65, 25.71, 62.86, 62.86, 50.0, 75.71, 67.76, 60.22, 57.31, 29.47, 152800.0)	(0.0, 0.6, 0.15, 0.15, 0.32, 0.6, 0.43, 0.08, 0.21, 0.04, 20600.0)	(368.779, ("0ed9321d890fda8063d92fdcbdf6832d01736bdd52ae5438dacdc41613d0f3b3", "65971f93e75883cfc94211d5c712d0bd1d8732ef2b6fcfa11e709d2d627aa095", "081752be515fca7a3ce4f13efabcbcd67afe7f99b064c37057084e7fe8586697", "03b7e96345627c146c42a24210e9d2a35c504e1ed7eba860c9195753ff9d28c2", "f2996131d5bbe1d09319876705460936ec31c8b2060c2545a4c9c880d5b615c0"))	
