Dataseed	fbtype	exec_max_sample_rate	exec_ignore_low_sr_samples	use_training_form	exec_n_ver_n_task_use_aug_dataset_dir_preprocess	nbands	dataset_kwargs	use_full_mfcc	test_operators	ontology	# insts (TRAIN)	# insts (TEST)	n_features	channel_size	T(entropy,2,0.01,0.4)train_accuracy	T(entropy,2,0.01,0.4)K	T(entropy,2,0.01,0.4)accuracy	T(entropy,2,0.01,0.4)macro_sensitivity	T(entropy,2,0.01,0.4)safe_macro_sensitivity	T(entropy,2,0.01,0.4)safe_macro_specificity	T(entropy,2,0.01,0.4)safe_macro_PPV	T(entropy,2,0.01,0.4)safe_macro_NPV	T(entropy,2,0.01,0.4)safe_macro_F1	T(entropy,2,0.01,0.4)n_nodes	T(entropy,2,0.01,0.4)t	T(entropy,2,0.01,0.4)hash	T(entropy,2,0.01,0.5)train_accuracy	T(entropy,2,0.01,0.5)K	T(entropy,2,0.01,0.5)accuracy	T(entropy,2,0.01,0.5)macro_sensitivity	T(entropy,2,0.01,0.5)safe_macro_sensitivity	T(entropy,2,0.01,0.5)safe_macro_specificity	T(entropy,2,0.01,0.5)safe_macro_PPV	T(entropy,2,0.01,0.5)safe_macro_NPV	T(entropy,2,0.01,0.5)safe_macro_F1	T(entropy,2,0.01,0.5)n_nodes	T(entropy,2,0.01,0.5)t	T(entropy,2,0.01,0.5)hash	T(entropy,2,0.01,0.6)train_accuracy	T(entropy,2,0.01,0.6)K	T(entropy,2,0.01,0.6)accuracy	T(entropy,2,0.01,0.6)macro_sensitivity	T(entropy,2,0.01,0.6)safe_macro_sensitivity	T(entropy,2,0.01,0.6)safe_macro_specificity	T(entropy,2,0.01,0.6)safe_macro_PPV	T(entropy,2,0.01,0.6)safe_macro_NPV	T(entropy,2,0.01,0.6)safe_macro_F1	T(entropy,2,0.01,0.6)n_nodes	T(entropy,2,0.01,0.6)t	T(entropy,2,0.01,0.6)hash	T(entropy,4,0.01,0.4)train_accuracy	T(entropy,4,0.01,0.4)K	T(entropy,4,0.01,0.4)accuracy	T(entropy,4,0.01,0.4)macro_sensitivity	T(entropy,4,0.01,0.4)safe_macro_sensitivity	T(entropy,4,0.01,0.4)safe_macro_specificity	T(entropy,4,0.01,0.4)safe_macro_PPV	T(entropy,4,0.01,0.4)safe_macro_NPV	T(entropy,4,0.01,0.4)safe_macro_F1	T(entropy,4,0.01,0.4)n_nodes	T(entropy,4,0.01,0.4)t	T(entropy,4,0.01,0.4)hash	T(entropy,4,0.01,0.5)train_accuracy	T(entropy,4,0.01,0.5)K	T(entropy,4,0.01,0.5)accuracy	T(entropy,4,0.01,0.5)macro_sensitivity	T(entropy,4,0.01,0.5)safe_macro_sensitivity	T(entropy,4,0.01,0.5)safe_macro_specificity	T(entropy,4,0.01,0.5)safe_macro_PPV	T(entropy,4,0.01,0.5)safe_macro_NPV	T(entropy,4,0.01,0.5)safe_macro_F1	T(entropy,4,0.01,0.5)n_nodes	T(entropy,4,0.01,0.5)t	T(entropy,4,0.01,0.5)hash	T(entropy,4,0.01,0.6)train_accuracy	T(entropy,4,0.01,0.6)K	T(entropy,4,0.01,0.6)accuracy	T(entropy,4,0.01,0.6)macro_sensitivity	T(entropy,4,0.01,0.6)safe_macro_sensitivity	T(entropy,4,0.01,0.6)safe_macro_specificity	T(entropy,4,0.01,0.6)safe_macro_PPV	T(entropy,4,0.01,0.6)safe_macro_NPV	T(entropy,4,0.01,0.6)safe_macro_F1	T(entropy,4,0.01,0.6)n_nodes	T(entropy,4,0.01,0.6)t	T(entropy,4,0.01,0.6)hash	RF(0.7,51,half,all)train_accuracy	RF(0.7,51,half,all)K	RF(0.7,51,half,all)accuracy	RF(0.7,51,half,all)macro_sensitivity	RF(0.7,51,half,all)safe_macro_sensitivity	RF(0.7,51,half,all)safe_macro_specificity	RF(0.7,51,half,all)safe_macro_PPV	RF(0.7,51,half,all)safe_macro_NPV	RF(0.7,51,half,all)safe_macro_F1	RF(0.7,51,half,all)oob_error	RF(0.7,51,half,all)n_nodes	RF(0.7,51,half,all)σ² train_accuracy	RF(0.7,51,half,all)σ² K	RF(0.7,51,half,all)σ² accuracy	RF(0.7,51,half,all)σ² macro_sensitivity	RF(0.7,51,half,all)σ² safe_macro_sensitivity	RF(0.7,51,half,all)σ² safe_macro_specificity	RF(0.7,51,half,all)σ² safe_macro_PPV	RF(0.7,51,half,all)σ² safe_macro_NPV	RF(0.7,51,half,all)σ² safe_macro_F1	RF(0.7,51,half,all)σ² oob_error	RF(0.7,51,half,all)σ² n_nodes	RF(0.7,51,half,all)t	RF(0.7,51,half,all)hash	
3	fcmel	8000	false	stump_with_memoization	("c",2,true,"KDD-norm-partitioned-v1",["NG","Normalize","RemSilence"])	30	(50,15,10)	false	TestOp_80	IA	110	28	[60]	[(8,)]	96.36	50.0	75.0	75.0	50.0	100.0	100.0	66.67	66.67	9	1.683	845d49ce8a0175ec98914994ef4073dc0905072c28aad8f915e9276efd3c1c9c	96.36	50.0	75.0	75.0	50.0	100.0	100.0	66.67	66.67	9	1.377	845d49ce8a0175ec98914994ef4073dc0905072c28aad8f915e9276efd3c1c9c	82.73	57.14	78.57	78.57	85.71	71.43	75.0	83.33	80.0	3	0.065	89883a1076636352ab30643553b75963d71a864cf77503971e9da41333676528	96.36	50.0	75.0	75.0	50.0	100.0	100.0	66.67	66.67	9	1.458	845d49ce8a0175ec98914994ef4073dc0905072c28aad8f915e9276efd3c1c9c	96.36	50.0	75.0	75.0	50.0	100.0	100.0	66.67	66.67	9	1.548	845d49ce8a0175ec98914994ef4073dc0905072c28aad8f915e9276efd3c1c9c	82.73	57.14	78.57	78.57	85.71	71.43	75.0	83.33	80.0	3	0.062	89883a1076636352ab30643553b75963d71a864cf77503971e9da41333676528	99.45	77.14	88.57	88.57	80.0	97.14	96.52	83.01	87.45	13.09	64140.0	0.01	0.87	0.22	0.22	0.36	0.15	0.23	0.22	0.28	0.02	18680.0	28.894	("c57663aabfafe861b06ba64ef592a2976d2d64251b1273f7c7eebec276e41290", "e901463b2b2c7b7ba8e3e8a5e3e7fab79d2a1cddf409a63e79885ecb66b12c0b", "10122c97fecc6046c6fc4d25c2c8c992b61edde66adb53705ffa799d5f0f9588", "21b55da4b99ed4bc09b60ae01e9a4350589d77329b4d7b3f46f3f25e7aee8824", "3401e5239dff75bf812aa5bafbf6869b6aa65ef4123991cc7264ea616de8da66")	
4	fcmel	8000	false	stump_with_memoization	("c",2,true,"KDD-norm-partitioned-v1",["NG","Normalize","RemSilence"])	30	(50,15,10)	false	TestOp_80	IA	110	28	[60]	[(8,)]	96.36	71.43	85.71	85.71	78.57	92.86	91.67	81.25	84.62	9	2.025	46e8e46efc50fa9a083fd92d3613e430036353dab2a91c6f40645a63af816fe8	88.18	64.29	82.14	82.14	71.43	92.86	90.91	76.47	80.0	5	1.187	a2e27621b58e7eb38b4b84887a48c281758d939a36e3d13b14269757059fa099	88.18	64.29	82.14	82.14	71.43	92.86	90.91	76.47	80.0	5	1.084	a2e27621b58e7eb38b4b84887a48c281758d939a36e3d13b14269757059fa099	96.36	71.43	85.71	85.71	78.57	92.86	91.67	81.25	84.62	9	1.665	46e8e46efc50fa9a083fd92d3613e430036353dab2a91c6f40645a63af816fe8	88.18	64.29	82.14	82.14	71.43	92.86	90.91	76.47	80.0	5	1.176	a2e27621b58e7eb38b4b84887a48c281758d939a36e3d13b14269757059fa099	88.18	64.29	82.14	82.14	71.43	92.86	90.91	76.47	80.0	5	1.152	a2e27621b58e7eb38b4b84887a48c281758d939a36e3d13b14269757059fa099	99.45	77.14	88.57	88.57	77.14	100.0	100.0	81.44	87.07	10.55	57780.0	0.01	0.1	0.03	0.03	0.1	0.0	0.0	0.04	0.04	0.04	2320.0	29.412	("84fbd941924dd4e6181a5871c6f4f432679849d2cc3408777c92db5d35823395", "877ce9223b9e3e4c808c6b504e2b7528a00cb5db335a9cc8e21e45f9a881eeed", "88e03ad51d1778e07d3cbfc2157eebb0896209e99498afb1f0940d36ceb8e091", "a66a6304a24a95c151f098160fd168590ceb45c3d55093cfd6161e447fd4fd41", "f085a43560b8ed97e30b0a9e53caab43ba4c320fd1e9190174dbef8a52666717")	
5	fcmel	8000	false	stump_with_memoization	("c",2,true,"KDD-norm-partitioned-v1",["NG","Normalize","RemSilence"])	30	(50,15,10)	false	TestOp_80	IA	110	28	[60]	[(8,)]	93.64	57.14	78.57	78.57	92.86	64.29	72.22	90.0	81.25	11	1.826	1bb1fcbb8341e49d17ce93405423aa3b4161bb6925cb371273da361523e8a777	87.27	42.86	71.43	71.43	92.86	50.0	65.0	87.5	76.47	5	0.918	fa6802ea1cc01c88f9c01e37a0d3fb7fc24c87eb601a27fab3f43752acc85615	80.0	28.57	64.29	64.29	92.86	35.71	59.09	83.33	72.22	3	0.065	605c5c6f939b0b9ddab67b559aa31dff601fe87578486da5d24dfe0ca4dcfad2	93.64	57.14	78.57	78.57	92.86	64.29	72.22	90.0	81.25	9	1.644	5fcb24227ae575f487cf11d674ff637273ba69f1817bf0a3e9d36443887f7cec	87.27	42.86	71.43	71.43	92.86	50.0	65.0	87.5	76.47	5	0.909	fa6802ea1cc01c88f9c01e37a0d3fb7fc24c87eb601a27fab3f43752acc85615	80.0	28.57	64.29	64.29	92.86	35.71	59.09	83.33	72.22	3	0.064	605c5c6f939b0b9ddab67b559aa31dff601fe87578486da5d24dfe0ca4dcfad2	99.09	64.29	82.14	82.14	92.86	71.43	76.58	90.88	83.91	10.0	60260.0	0.0	0.26	0.06	0.06	0.0	0.26	0.1	0.0	0.04	0.02	25480.0	26.713	("d7b410c3a15db52f183bcf905f065160919681419b033c81ce62e1d5c9e5cca3", "072cf67289e145596f67074e971d8cbe07f03d43cc425fe82a0326949ce6d002", "9001e9cf195fe3b8576d7ef2880712ab2b07399b2762ed27d27cbe993600957c", "567b28ef0f4d7b7d477e800a81eee350be367c79c24dc8405dfa1565606617b2", "3d5501b412845b6767a6bc2b4a35cf57d5f2e551d58a00281f80f994b988aa90")	
6	fcmel	8000	false	stump_with_memoization	("c",2,true,"KDD-norm-partitioned-v1",["NG","Normalize","RemSilence"])	30	(50,15,10)	false	TestOp_80	IA	110	28	[60]	[(8,)]	93.64	71.43	85.71	85.71	85.71	85.71	85.71	85.71	85.71	11	2.214	f3f66d0551f0090917db30f02a89cfb451314ad6c061accc685a42626041a9cf	91.82	71.43	85.71	85.71	85.71	85.71	85.71	85.71	85.71	9	1.891	ea78ea15ed485b48dcb5c079adfe658bc15e7a62d82d1b2c5a998a93abd79058	83.64	64.29	82.14	82.14	100.0	64.29	73.68	100.0	84.85	5	1.079	6ca6a93ba6eb5419bf5976b2d815ec342908aa8a3f5dc03743581446a97a6245	91.82	71.43	85.71	85.71	85.71	85.71	85.71	85.71	85.71	9	1.864	45971b603e72b4132f41fa235d9d4effdc2d1df940af90a34b62e56d2264dab2	91.82	71.43	85.71	85.71	85.71	85.71	85.71	85.71	85.71	9	1.878	45971b603e72b4132f41fa235d9d4effdc2d1df940af90a34b62e56d2264dab2	83.64	64.29	82.14	82.14	100.0	64.29	73.68	100.0	84.85	5	1.235	6ca6a93ba6eb5419bf5976b2d815ec342908aa8a3f5dc03743581446a97a6245	99.27	75.71	87.86	87.86	92.86	82.86	84.77	92.46	88.44	14.0	65380.0	0.01	0.15	0.04	0.04	0.26	0.41	0.23	0.23	0.03	0.05	12720.0	29.849	("a9bea8e12692cc0e4c4c75a0de7ce775df20cbf22a3df3feb9e5d0443e5a00c6", "51b0f5f0ce88faf8898f9b8be695d9ba35072844a6e422b3f7005bb00d0720fd", "948bfcee274f951730d29c52bdfdb1dab22ef818b91bc32945eccaf0aed8744d", "6b9a01936dadf8528c0350660958f615f2a32b49adac569273f65a613344ceb1", "5a1fd95d4b0a0f86b6b8fb99f0a51b623e538e692d09b7ee743fbc7b7b110f40")	
7	fcmel	8000	false	stump_with_memoization	("c",2,true,"KDD-norm-partitioned-v1",["NG","Normalize","RemSilence"])	30	(50,15,10)	false	TestOp_80	IA	110	28	[60]	[(8,)]	95.45	78.57	89.29	89.29	85.71	92.86	92.31	86.67	88.89	13	1.471	1dd439b82ddedb9a8b77df2d12d31e0d969feef2893db87ee84c5ab6cff972dc	89.09	78.57	89.29	89.29	85.71	92.86	92.31	86.67	88.89	7	1.104	50963e857edac5426ac86103b87ab9937bb58ce09b8a4fc88603d0acb2942b9a	89.09	78.57	89.29	89.29	85.71	92.86	92.31	86.67	88.89	7	1.061	50963e857edac5426ac86103b87ab9937bb58ce09b8a4fc88603d0acb2942b9a	95.45	85.71	92.86	92.86	92.86	92.86	92.86	92.86	92.86	11	1.389	2f7ad15b699d60da10b2fb22697f980234b954e6ec8414fc12ca3c0c7cf1a307	89.09	78.57	89.29	89.29	85.71	92.86	92.31	86.67	88.89	7	1.108	50963e857edac5426ac86103b87ab9937bb58ce09b8a4fc88603d0acb2942b9a	89.09	78.57	89.29	89.29	85.71	92.86	92.31	86.67	88.89	7	1.072	50963e857edac5426ac86103b87ab9937bb58ce09b8a4fc88603d0acb2942b9a	99.64	88.57	94.29	94.29	95.71	92.86	93.05	95.71	94.33	14.91	67540.0	0.0	0.15	0.04	0.04	0.15	0.0	0.0	0.15	0.04	0.01	8280.0	32.593	("e2243c87bf632011d74eefe667fd21a216380f5d0ee7c3bec2a0f7ec50fb4832", "6da3ea84e4cc449e7b9ca26317f91184adcf950406fe0833ae3c810d11ae1255", "232a7e56f6b1bed2149592444432f4893ee0d9a510cf545866d3f71b916b2b94", "251f6cf108399e1f9461f08196ce577b261473a6c650ef04525e3cb63d04dc8b", "66f9d210b82e8f2cf7a626e77739a168a8eefc6e03914ad3d9b5cf2313ea11af")	
8	fcmel	8000	false	stump_with_memoization	("c",2,true,"KDD-norm-partitioned-v1",["NG","Normalize","RemSilence"])	30	(50,15,10)	false	TestOp_80	IA	110	28	[60]	[(8,)]	99.09	42.86	71.43	71.43	57.14	85.71	80.0	66.67	66.67	13	2.474	7ac8e7fa92758429c1f02f2eeae8a7098ba00da7a879aba5ccab242ff4e5e010	95.45	57.14	78.57	78.57	71.43	85.71	83.33	75.0	76.92	11	2.215	b8b3ba396ae5e5ce4d9594ded3b8596900133b5b5526bdd4db3857ca69afb0e1	88.18	64.29	82.14	82.14	71.43	92.86	90.91	76.47	80.0	7	1.772	2e918e7922b92b84316a3ff0e69bd86a11f270c6a0466f77545437924b67f929	99.09	42.86	71.43	71.43	57.14	85.71	80.0	66.67	66.67	13	2.221	7ac8e7fa92758429c1f02f2eeae8a7098ba00da7a879aba5ccab242ff4e5e010	95.45	57.14	78.57	78.57	71.43	85.71	83.33	75.0	76.92	11	2.258	b8b3ba396ae5e5ce4d9594ded3b8596900133b5b5526bdd4db3857ca69afb0e1	88.18	64.29	82.14	82.14	71.43	92.86	90.91	76.47	80.0	7	1.696	2e918e7922b92b84316a3ff0e69bd86a11f270c6a0466f77545437924b67f929	100.0	77.14	88.57	88.57	95.71	81.43	83.83	95.48	89.27	11.82	63580.0	0.0	0.36	0.09	0.09	0.41	0.15	0.07	0.43	0.1	0.02	63720.0	31.129	("dba4337b14c70de37d4bc388718915481d666fb74e42cef653a567d652d702f0", "8dadc357c2eb4687b7b88a4338c0bf3e18567425a1308b8397dfb7b18e22fc53", "4facc9f34c0b34a0142d8468a94275c0feb98e8288c2809fc88f9ce70513254e", "87683da1567f7e3ae8b5f4cf45f265d370a0883b323017f12757d96ee531aefd", "e9f368396eb068968eb1d9bfe5b7c333838edaa8e24ccd4b4a26c168da00c204")	
9	fcmel	8000	false	stump_with_memoization	("c",2,true,"KDD-norm-partitioned-v1",["NG","Normalize","RemSilence"])	30	(50,15,10)	false	TestOp_80	IA	110	28	[60]	[(8,)]	92.73	64.29	82.14	82.14	85.71	78.57	80.0	84.62	82.76	7	1.231	174ea7a881d2258c2b8bc122779000c5aeb7104e24cacb5873b3f0c626e15cd5	92.73	64.29	82.14	82.14	85.71	78.57	80.0	84.62	82.76	7	1.147	174ea7a881d2258c2b8bc122779000c5aeb7104e24cacb5873b3f0c626e15cd5	89.09	57.14	78.57	78.57	78.57	78.57	78.57	78.57	78.57	5	0.985	2e817f9496fc25c2cbe5fa76e015d80890cdac4a834c343e827fb5a2cc2a045b	92.73	64.29	82.14	82.14	85.71	78.57	80.0	84.62	82.76	7	1.093	174ea7a881d2258c2b8bc122779000c5aeb7104e24cacb5873b3f0c626e15cd5	92.73	64.29	82.14	82.14	85.71	78.57	80.0	84.62	82.76	7	1.133	174ea7a881d2258c2b8bc122779000c5aeb7104e24cacb5873b3f0c626e15cd5	89.09	57.14	78.57	78.57	78.57	78.57	78.57	78.57	78.57	5	0.968	2e817f9496fc25c2cbe5fa76e015d80890cdac4a834c343e827fb5a2cc2a045b	99.64	78.57	89.29	89.29	92.86	85.71	86.67	92.31	89.66	10.55	65100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	22600.0	28.954	("d79ce8a7c8c8c2368b012c36ec29f31841cc9a5406aef9159b1e233ef309a804", "821808549eb4d51a0f472e99fa7025dd0a9e24fe65729cff94d74b8a372ad85c", "f29b8d07672e7dbe05923f485ba0775c88937acd5a99fec7cbed4c7628e61da4", "d3192cc86e3dd74e0ddad3004a29f55867f6fe72393850714bd3d5a5928e3adb", "7cb3af85baa081db35dcded9d83e0fe74bea58f2ba89ccdc8521f028800c4e11")	
10	fcmel	8000	false	stump_with_memoization	("c",2,true,"KDD-norm-partitioned-v1",["NG","Normalize","RemSilence"])	30	(50,15,10)	false	TestOp_80	IA	110	28	[60]	[(8,)]	92.73	57.14	78.57	78.57	92.86	64.29	72.22	90.0	81.25	9	1.716	94f78235d6c6c71a572d0bb0df02a61e7e81b3e8ec1172712dfcc5c3fc68f727	90.0	50.0	75.0	75.0	85.71	64.29	70.59	81.82	77.42	7	1.708	d4587f4cb887bba407aa19adb42408264f8f5244996782bf8c166c9b97b42b39	81.82	50.0	75.0	75.0	85.71	64.29	70.59	81.82	77.42	5	1.113	744b899dabb1853b246338aad8f1822266f6ba1473401218076a5f1ee449fbf0	91.82	64.29	82.14	82.14	100.0	64.29	73.68	100.0	84.85	9	1.69	9d9f70af654490c2ad6d4d23a4832ba1827b775af76fb70a28470b6e3e4c3467	90.0	50.0	75.0	75.0	85.71	64.29	70.59	81.82	77.42	7	1.629	d4587f4cb887bba407aa19adb42408264f8f5244996782bf8c166c9b97b42b39	81.82	50.0	75.0	75.0	85.71	64.29	70.59	81.82	77.42	5	1.134	744b899dabb1853b246338aad8f1822266f6ba1473401218076a5f1ee449fbf0	99.64	84.29	92.14	92.14	94.29	90.0	90.48	94.07	92.32	14.91	72060.0	0.01	0.36	0.09	0.09	0.1	0.15	0.12	0.11	0.08	0.02	59880.0	31.231	("455eecb6f6a75ac272230acba766abb24547ce0a7080b9256ce4afeb36dfc25d", "1358b781d6f1919dbe8c762ce455c967accf20530408768ead2f7b78f23497fd", "ed0ac8d729b53038b60234b8e019eafa0e95a7c592443fe3f02ff4f1ac484254", "487133d592a4be74cb6dff38e489ddb68514f3415e42bf8afc7e497ff820d50f", "f3a17b3ea498976346823df691ba44fbd2ff5ab81d8c461ff9163bdd5c1eba10")	
1	fcmel	8000	false	stump_with_memoization	("c",3,true,"KDD-norm-partitioned-v1",["NG","Normalize","RemSilence"])	30	(50,15,10)	false	TestOp_80	IA	110	28	[60]	[(7,)]	95.45	71.43	85.71	85.71	85.71	85.71	85.71	85.71	85.71	7	3.038	64b41b980ea5d72c17948e9860cdb0f522f7c0dc33d52cfd17458a770fe8c480	95.45	71.43	85.71	85.71	85.71	85.71	85.71	85.71	85.71	7	1.661	64b41b980ea5d72c17948e9860cdb0f522f7c0dc33d52cfd17458a770fe8c480	95.45	71.43	85.71	85.71	85.71	85.71	85.71	85.71	85.71	7	1.571	64b41b980ea5d72c17948e9860cdb0f522f7c0dc33d52cfd17458a770fe8c480	95.45	71.43	85.71	85.71	85.71	85.71	85.71	85.71	85.71	7	1.639	64b41b980ea5d72c17948e9860cdb0f522f7c0dc33d52cfd17458a770fe8c480	95.45	71.43	85.71	85.71	85.71	85.71	85.71	85.71	85.71	7	1.626	64b41b980ea5d72c17948e9860cdb0f522f7c0dc33d52cfd17458a770fe8c480	95.45	71.43	85.71	85.71	85.71	85.71	85.71	85.71	85.71	7	1.639	64b41b980ea5d72c17948e9860cdb0f522f7c0dc33d52cfd17458a770fe8c480	99.82	85.71	92.86	92.86	91.43	94.29	94.37	91.7	92.8	9.64	62380.0	0.0	0.51	0.13	0.13	0.1	0.36	0.32	0.08	0.12	0.04	50720.0	28.814	("cfe586708f811444d0faca6319c56f2df25d18b2fc68d49735b4cebaaa84030f", "48b31a45fc2f88b7026b3a638b1860adff21dcf977d9ff879471064925715aef", "194c1161175815f142ccbbbb9fb01c11d86d459613905f89bc297c16e11eecd6", "cfd66014832b7e94bb13b5c58988c8e3eb411297a30375ad6cf3aa8e17f5f315", "f250ccd949555438519024d9f1008cc7aa4b34944530a206700369a86aba2447")	
2	fcmel	8000	false	stump_with_memoization	("c",3,true,"KDD-norm-partitioned-v1",["NG","Normalize","RemSilence"])	30	(50,15,10)	false	TestOp_80	IA	110	28	[60]	[(7,)]	99.09	71.43	85.71	85.71	78.57	92.86	91.67	81.25	84.62	9	2.155	326a6caca516aaec6cc5ea831370de0de5f050b7773278039cc19c1183a9b777	95.45	71.43	85.71	85.71	78.57	92.86	91.67	81.25	84.62	7	1.418	e3ad6fa4956f7be9fd336af73dbf912766973771e4a98423a21ab3605eef0e35	95.45	71.43	85.71	85.71	78.57	92.86	91.67	81.25	84.62	7	1.489	e3ad6fa4956f7be9fd336af73dbf912766973771e4a98423a21ab3605eef0e35	99.09	71.43	85.71	85.71	78.57	92.86	91.67	81.25	84.62	9	1.655	326a6caca516aaec6cc5ea831370de0de5f050b7773278039cc19c1183a9b777	95.45	71.43	85.71	85.71	78.57	92.86	91.67	81.25	84.62	7	1.462	e3ad6fa4956f7be9fd336af73dbf912766973771e4a98423a21ab3605eef0e35	95.45	71.43	85.71	85.71	78.57	92.86	91.67	81.25	84.62	7	1.409	e3ad6fa4956f7be9fd336af73dbf912766973771e4a98423a21ab3605eef0e35	100.0	70.0	85.0	85.0	78.57	91.43	90.26	81.0	83.99	9.09	57740.0	0.0	0.1	0.03	0.03	0.0	0.1	0.1	0.0	0.02	0.01	19080.0	26.979	("c526c9926b7518058506685f0ad256dde9dc7fdf46411b20bb7f8a14a3d99bfa", "85e57d4da2be05f9aa82433b44441e8a6b86756f4eb0df6a41371a451ec0d81b", "79246f013164c833604f709d9336162b1e0820fafbd22552a1ed5c90496db79f", "ba487423a1092ffed6fd66ffeb3ad7ec29b9078949105b7859c5144add118d24", "37471bafa37190e78cbf0092bf3496732c1baf49e157ff6392c1c3e7e26baac1")	
3	fcmel	8000	false	stump_with_memoization	("c",3,true,"KDD-norm-partitioned-v1",["NG","Normalize","RemSilence"])	30	(50,15,10)	false	TestOp_80	IA	110	28	[60]	[(7,)]	97.27	71.43	85.71	85.71	78.57	92.86	91.67	81.25	84.62	9	2.191	5fb8b30d5458c9a4d073873b5da5c086230ca054d511a6810423b879977761ca	97.27	71.43	85.71	85.71	78.57	92.86	91.67	81.25	84.62	9	2.162	5fb8b30d5458c9a4d073873b5da5c086230ca054d511a6810423b879977761ca	86.36	50.0	75.0	75.0	85.71	64.29	70.59	81.82	77.42	5	1.257	977749af561dffa6c2245cba92c5dd5cfc5839f64c32a73e8c9dc6e4666398e7	97.27	71.43	85.71	85.71	78.57	92.86	91.67	81.25	84.62	9	2.001	5fb8b30d5458c9a4d073873b5da5c086230ca054d511a6810423b879977761ca	97.27	71.43	85.71	85.71	78.57	92.86	91.67	81.25	84.62	9	2.146	5fb8b30d5458c9a4d073873b5da5c086230ca054d511a6810423b879977761ca	86.36	50.0	75.0	75.0	85.71	64.29	70.59	81.82	77.42	5	1.119	977749af561dffa6c2245cba92c5dd5cfc5839f64c32a73e8c9dc6e4666398e7	100.0	74.29	87.14	87.14	84.29	90.0	89.45	85.14	86.77	6.36	58940.0	0.0	0.41	0.1	0.1	0.1	0.15	0.15	0.08	0.11	0.0	16880.0	26.717	("caa6a2f2b86f6e5f65a9422fec03131be3b0a063776b3067ce55034673b51057", "d8e1b06212c4d7b26a4b59818c38159b2d27f5f39b5b22cf861c42ab1dd67f54", "a2c105afe2ab427dee9d2cf54e131725150b4f41240053bd5690fb3a2639b918", "b2f191f45495aaaef4c794d952fcc9d9640c5e97022db3357d99ace4fbaef77c", "41c389738b09cb40cbffb53cfed83871f90ae9152a2371e19679ba77a292f89b")	
4	fcmel	8000	false	stump_with_memoization	("c",3,true,"KDD-norm-partitioned-v1",["NG","Normalize","RemSilence"])	30	(50,15,10)	false	TestOp_80	IA	110	28	[60]	[(7,)]	89.09	42.86	71.43	71.43	71.43	71.43	71.43	71.43	71.43	5	0.092	ce3e03b367e5783b264f72817edcd080ad2d50a6270e6da712f3d4ac4223b41f	89.09	42.86	71.43	71.43	71.43	71.43	71.43	71.43	71.43	5	0.095	ce3e03b367e5783b264f72817edcd080ad2d50a6270e6da712f3d4ac4223b41f	89.09	42.86	71.43	71.43	71.43	71.43	71.43	71.43	71.43	5	0.097	ce3e03b367e5783b264f72817edcd080ad2d50a6270e6da712f3d4ac4223b41f	89.09	42.86	71.43	71.43	71.43	71.43	71.43	71.43	71.43	5	0.095	ce3e03b367e5783b264f72817edcd080ad2d50a6270e6da712f3d4ac4223b41f	89.09	42.86	71.43	71.43	71.43	71.43	71.43	71.43	71.43	5	0.096	ce3e03b367e5783b264f72817edcd080ad2d50a6270e6da712f3d4ac4223b41f	89.09	42.86	71.43	71.43	71.43	71.43	71.43	71.43	71.43	5	0.098	ce3e03b367e5783b264f72817edcd080ad2d50a6270e6da712f3d4ac4223b41f	100.0	62.86	81.43	81.43	81.43	81.43	81.49	81.49	81.42	8.55	63260.0	0.0	0.36	0.09	0.09	0.15	0.15	0.12	0.12	0.09	0.02	5880.0	23.951	("76bea7ecc0ba29693b5ceb1ead7fe4437758ec6aa762e8d32e1492ad02ec2c28", "50a66be8c1ebdec075c5c2a3e12d61be1e824b366c68d8fe4a296a0140fb5fee", "540bbb8d95c5c408fd150a3d42adaa395dc6cccdc0b7b3ed3c81bf68a76781d8", "39c7455ccd1091e8b27d22faab3e87423f4b76a07ae938118edfdfa45f122f0a", "cd46c98e03f2a1eae94439b59c17096d33741041ae1d46298ed5e87b7d1a2407")	
